"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)",
"1500000US060014001001","Block Group 1, Census Tract 4001, Alameda County, California","177417","null","36076","null",
"1500000US060014002001","Block Group 1, Census Tract 4002, Alameda County, California","166313","null","23852","null",
"1500000US060014002002","Block Group 2, Census Tract 4002, Alameda County, California","132400","null","29424","null",
"1500000US060014003001","Block Group 1, Census Tract 4003, Alameda County, California","161964","null","105247","null",
"1500000US060014003002","Block Group 2, Census Tract 4003, Alameda County, California","79375","null","32034","null",
"1500000US060014003003","Block Group 3, Census Tract 4003, Alameda County, California","29736","null","12682","null",
"1500000US060014003004","Block Group 4, Census Tract 4003, Alameda County, California","90156","null","56105","null",
"1500000US060014004001","Block Group 1, Census Tract 4004, Alameda County, California","114583","null","31086","null",
"1500000US060014004002","Block Group 2, Census Tract 4004, Alameda County, California","89698","null","26559","null",
"1500000US060014004003","Block Group 3, Census Tract 4004, Alameda County, California","97019","null","24317","null",
"1500000US060014005001","Block Group 1, Census Tract 4005, Alameda County, California","90128","null","9765","null",
"1500000US060014005002","Block Group 2, Census Tract 4005, Alameda County, California","73875","null","23361","null",
"1500000US060014005003","Block Group 3, Census Tract 4005, Alameda County, California","77738","null","11453","null",
"1500000US060014006001","Block Group 1, Census Tract 4006, Alameda County, California","56912","null","20364","null",
"1500000US060014006002","Block Group 2, Census Tract 4006, Alameda County, California","72292","null","33310","null",
"1500000US060014007001","Block Group 1, Census Tract 4007, Alameda County, California","47500","null","13725","null",
"1500000US060014007002","Block Group 2, Census Tract 4007, Alameda County, California","44551","null","15459","null",
"1500000US060014007003","Block Group 3, Census Tract 4007, Alameda County, California","73125","null","38071","null",
"1500000US060014007004","Block Group 4, Census Tract 4007, Alameda County, California","42000","null","20880","null",
"1500000US060014008001","Block Group 1, Census Tract 4008, Alameda County, California","61250","null","9804","null",
"1500000US060014008002","Block Group 2, Census Tract 4008, Alameda County, California","59063","null","34224","null",
"1500000US060014008003","Block Group 3, Census Tract 4008, Alameda County, California","62500","null","22900","null",
"1500000US060014009001","Block Group 1, Census Tract 4009, Alameda County, California","52173","null","5451","null",
"1500000US060014009002","Block Group 2, Census Tract 4009, Alameda County, California","79052","null","23096","null",
