"GEO_ID","NAME","B19013_001E","B19013_001M","B19013_001MA","B19013_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)",
"1500000US060014001001","Block Group 1, Census Tract 4001, Alameda County, California","147292","26652","null","null",
"1500000US060014002001","Block Group 1, Census Tract 4002, Alameda County, California","126563","25500","null","null",
"1500000US060014002002","Block Group 2, Census Tract 4002, Alameda County, California","136500","29409","null","null",
"1500000US060014003001","Block Group 1, Census Tract 4003, Alameda County, California","125664","51282","null","null",
"1500000US060014003002","Block Group 2, Census Tract 4003, Alameda County, California","57946","30282","null","null",
"1500000US060014003003","Block Group 3, Census Tract 4003, Alameda County, California","42768","40743","null","null",
"1500000US060014003004","Block Group 4, Census Tract 4003, Alameda County, California","69777","49921","null","null",
"1500000US060014004001","Block Group 1, Census Tract 4004, Alameda County, California","101847","17296","null","null",
"1500000US060014004002","Block Group 2, Census Tract 4004, Alameda County, California","102900","13262","null","null",
"1500000US060014004003","Block Group 3, Census Tract 4004, Alameda County, California","73869","17235","null","null",
"1500000US060014005001","Block Group 1, Census Tract 4005, Alameda County, California","76689","9996","null","null",
"1500000US060014005002","Block Group 2, Census Tract 4005, Alameda County, California","83182","24718","null","null",
"1500000US060014005003","Block Group 3, Census Tract 4005, Alameda County, California","33393","50314","null","null",
"1500000US060014006001","Block Group 1, Census Tract 4006, Alameda County, California","54755","10604","null","null",
"1500000US060014006002","Block Group 2, Census Tract 4006, Alameda County, California","44375","20960","null","null",
"1500000US060014007001","Block Group 1, Census Tract 4007, Alameda County, California","38304","8103","null","null",
"1500000US060014007002","Block Group 2, Census Tract 4007, Alameda County, California","33385","11206","null","null",
"1500000US060014007003","Block Group 3, Census Tract 4007, Alameda County, California","46507","15233","null","null",
"1500000US060014007004","Block Group 4, Census Tract 4007, Alameda County, California","40737","8879","null","null",
"1500000US060014008001","Block Group 1, Census Tract 4008, Alameda County, California","78750","28891","null","null",
"1500000US060014008002","Block Group 2, Census Tract 4008, Alameda County, California","47170","18239","null","null",
"1500000US060014008003","Block Group 3, Census Tract 4008, Alameda County, California","43625","18016","null","null",
"1500000US060014009001","Block Group 1, Census Tract 4009, Alameda County, California","54217","4142","null","null",
"1500000US060014009002","Block Group 2, Census Tract 4009, Alameda County, California","62188","16456","null","null",
"1500000US060014010001","Block Group 1, Census Tract 4010, Alameda County, California","53457","30199","null","null",
"1500000US060014010002","Block Group 2, Census Tract 4010, Alameda County, California","65417","33661","null","null",
"1500000US060014010003","Block Group 3, Census Tract 4010, Alameda County, California","52012","18936","null","null",
"1500000US060014010004","Block Group 4, Census Tract 4010, Alameda County, California","33452","22717","null","null",
"1500000US060014010005","Block Group 5, Census Tract 4010, Alameda County, California","32762","15776","null","null",
"1500000US060014010006","Block Group 6, Census Tract 4010, Alameda County, California","22250","20274","null","null",
"1500000US060014011001","Block Group 1, Census Tract 4011, Alameda County, California","52308","37044","null","null",
"1500000US060014011002","Block Group 2, Census Tract 4011, Alameda County, California","53359","8529","null","null",
"1500000US060014011003","Block Group 3, Census Tract 4011, Alameda County, California","50104","21557","null","null",
"1500000US060014011004","Block Group 4, Census Tract 4011, Alameda County, California","60729","19231","null","null",
"1500000US060014012001","Block Group 1, Census Tract 4012, Alameda County, California","85078","32350","null","null",
"1500000US060014012002","Block Group 2, Census Tract 4012, Alameda County, California","59006","15879","null","null",
"1500000US060014012003","Block Group 3, Census Tract 4012, Alameda County, California","53750","19396","null","null",
"1500000US060014013001","Block Group 1, Census Tract 4013, Alameda County, California","35556","5708","null","null",
"1500000US060014013002","Block Group 2, Census Tract 4013, Alameda County, California","23047","19822","null","null",
"1500000US060014013003","Block Group 3, Census Tract 4013, Alameda County, California","39250","18661","null","null",
"1500000US060014014001","Block Group 1, Census Tract 4014, Alameda County, California","29972","18053","null","null",
"1500000US060014014002","Block Group 2, Census Tract 4014, Alameda County, California","25132","11387","null","null",
"1500000US060014014003","Block Group 3, Census Tract 4014, Alameda County, California","27763","21213","null","null",
"1500000US060014015001","Block Group 1, Census Tract 4015, Alameda County, California","19280","3209","null","null",
"1500000US060014015002","Block Group 2, Census Tract 4015, Alameda County, California","49963","6143","null","null",
"1500000US060014015003","Block Group 3, Census Tract 4015, Alameda County, California","36985","13131","null","null",
"1500000US060014016001","Block Group 1, Census Tract 4016, Alameda County, California","33382","14274","null","null",
"1500000US060014016002","Block Group 2, Census Tract 4016, Alameda County, California","29750","27979","null","null",
"1500000US060014017001","Block Group 1, Census Tract 4017, Alameda County, California","51618","31736","null","null",
"1500000US060014017002","Block Group 2, Census Tract 4017, Alameda County, California","64890","26365","null","null",
"1500000US060014017003","Block Group 3, Census Tract 4017, Alameda County, California","-","**","**","-",
"1500000US060014018001","Block Group 1, Census Tract 4018, Alameda County, California","48839","10549","null","null",
"1500000US060014018002","Block Group 2, Census Tract 4018, Alameda County, California","19677","8227","null","null",
"1500000US060014022001","Block Group 1, Census Tract 4022, Alameda County, California","27545","23516","null","null",
"1500000US060014022002","Block Group 2, Census Tract 4022, Alameda County, California","34125","6713","null","null",
"1500000US060014022003","Block Group 3, Census Tract 4022, Alameda County, California","75865","43539","null","null",
"1500000US060014024001","Block Group 1, Census Tract 4024, Alameda County, California","33750","11533","null","null",
"1500000US060014024002","Block Group 2, Census Tract 4024, Alameda County, California","17944","6853","null","null",
"1500000US060014025001","Block Group 1, Census Tract 4025, Alameda County, California","38967","15278","null","null",
"1500000US060014025002","Block Group 2, Census Tract 4025, Alameda County, California","11745","2458","null","null",
"1500000US060014026001","Block Group 1, Census Tract 4026, Alameda County, California","21250","3598","null","null",
"1500000US060014027001","Block Group 1, Census Tract 4027, Alameda County, California","20000","11014","null","null",
"1500000US060014027002","Block Group 2, Census Tract 4027, Alameda County, California","24931","53414","null","null",
"1500000US060014028001","Block Group 1, Census Tract 4028, Alameda County, California","16424","2711","null","null",
"1500000US060014028002","Block Group 2, Census Tract 4028, Alameda County, California","37683","16560","null","null",
"1500000US060014029001","Block Group 1, Census Tract 4029, Alameda County, California","23302","3351","null","null",
"1500000US060014030001","Block Group 1, Census Tract 4030, Alameda County, California","21583","7390","null","null",
"1500000US060014030002","Block Group 2, Census Tract 4030, Alameda County, California","12211","1289","null","null",
"1500000US060014031001","Block Group 1, Census Tract 4031, Alameda County, California","55568","27630","null","null",
"1500000US060014033001","Block Group 1, Census Tract 4033, Alameda County, California","83222","9695","null","null",
"1500000US060014033002","Block Group 2, Census Tract 4033, Alameda County, California","17115","4844","null","null",
"1500000US060014034001","Block Group 1, Census Tract 4034, Alameda County, California","49112","18187","null","null",
"1500000US060014034002","Block Group 2, Census Tract 4034, Alameda County, California","38939","9294","null","null",
"1500000US060014034003","Block Group 3, Census Tract 4034, Alameda County, California","25735","8699","null","null",
"1500000US060014034004","Block Group 4, Census Tract 4034, Alameda County, California","37297","9022","null","null",
"1500000US060014035011","Block Group 1, Census Tract 4035.01, Alameda County, California","22765","18041","null","null",
"1500000US060014035012","Block Group 2, Census Tract 4035.01, Alameda County, California","50985","5206","null","null",
"1500000US060014035013","Block Group 3, Census Tract 4035.01, Alameda County, California","40160","11390","null","null",
"1500000US060014035021","Block Group 1, Census Tract 4035.02, Alameda County, California","72083","40528","null","null",
"1500000US060014035022","Block Group 2, Census Tract 4035.02, Alameda County, California","62958","13311","null","null",
"1500000US060014036001","Block Group 1, Census Tract 4036, Alameda County, California","52768","18670","null","null",
"1500000US060014036002","Block Group 2, Census Tract 4036, Alameda County, California","64234","21334","null","null",
"1500000US060014036003","Block Group 3, Census Tract 4036, Alameda County, California","66036","12221","null","null",
"1500000US060014037011","Block Group 1, Census Tract 4037.01, Alameda County, California","59973","19738","null","null",
"1500000US060014037012","Block Group 2, Census Tract 4037.01, Alameda County, California","52216","13015","null","null",
"1500000US060014037021","Block Group 1, Census Tract 4037.02, Alameda County, California","62750","29592","null","null",
"1500000US060014037022","Block Group 2, Census Tract 4037.02, Alameda County, California","81031","15228","null","null",
"1500000US060014038001","Block Group 1, Census Tract 4038, Alameda County, California","172315","55730","null","null",
"1500000US060014038002","Block Group 2, Census Tract 4038, Alameda County, California","96500","50374","null","null",
"1500000US060014038003","Block Group 3, Census Tract 4038, Alameda County, California","59961","20836","null","null",
"1500000US060014038004","Block Group 4, Census Tract 4038, Alameda County, California","76892","13518","null","null",
"1500000US060014039001","Block Group 1, Census Tract 4039, Alameda County, California","57197","9937","null","null",
"1500000US060014039002","Block Group 2, Census Tract 4039, Alameda County, California","72000","72532","null","null",
"1500000US060014039003","Block Group 3, Census Tract 4039, Alameda County, California","64468","13016","null","null",
"1500000US060014040001","Block Group 1, Census Tract 4040, Alameda County, California","63777","16794","null","null",
