"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1400000US06001400100","Census Tract 4001, Alameda County, California","1286","null","63","null","31","null","24","null","12","null","19","null","0","null","12","null","7","null","11","null","39","null","38","null","51","null","30","null","0","null","12","null","0","null","12","null","9","15","null","null","41","28","null","null","41","null","28","null","154","56","null","null","112","null","63","null","87","43","null","null","113","null","55","null","589","null","97","null",
"1400000US06001400200","Census Tract 4002, Alameda County, California","832","null","43","null","20","null","14","null","0","null","12","null","10","null","11","null","0","null","12","null","6","null","8","null","10","null","11","null","22","null","16","null","11","null","11","null","0","12","null","null","47","22","null","null","57","null","24","null","45","22","null","null","111","null","40","null","112","47","null","null","108","null","45","null","273","null","54","null",
"1400000US06001400300","Census Tract 4003, Alameda County, California","2489","null","98","null","59","null","44","null","262","null","142","null","78","null","82","null","55","null","51","null","119","null","85","null","53","null","52","null","40","null","37","null","103","null","95","null","12","20","null","null","196","126","null","null","192","null","90","null","208","92","null","null","172","null","85","null","231","106","null","null","257","null","104","null","452","null","123","null",
"1400000US06001400400","Census Tract 4004, Alameda County, California","1801","null","87","null","74","null","43","null","51","null","32","null","57","null","41","null","42","null","34","null","39","null","34","null","96","null","57","null","13","null","16","null","14","null","17","null","29","26","null","null","75","52","null","null","118","null","56","null","282","97","null","null","242","null","96","null","137","62","null","null","335","null","106","null","197","null","72","null",
"1400000US06001400500","Census Tract 4005, Alameda County, California","1624","null","57","null","50","null","29","null","81","null","52","null","43","null","41","null","81","null","60","null","70","null","43","null","76","null","47","null","36","null","28","null","76","null","53","null","18","19","null","null","113","64","null","null","146","null","61","null","373","90","null","null","219","null","91","null","82","52","null","null","109","null","50","null","51","null","32","null",
"1400000US06001400600","Census Tract 4006, Alameda County, California","701","null","45","null","35","null","33","null","45","null","31","null","17","null","20","null","51","null","31","null","32","null","31","null","40","null","40","null","39","null","36","null","8","null","12","null","30","21","null","null","49","36","null","null","36","null","23","null","64","30","null","null","77","null","46","null","41","25","null","null","78","null","34","null","59","null","30","null",
"1400000US06001400700","Census Tract 4007, Alameda County, California","1793","null","87","null","89","null","74","null","193","null","97","null","115","null","63","null","160","null","89","null","120","null","60","null","87","null","67","null","141","null","69","null","94","null","62","null","129","78","null","null","68","39","null","null","96","null","44","null","134","60","null","null","116","null","60","null","90","46","null","null","93","null","39","null","68","null","48","null",
"1400000US06001400800","Census Tract 4008, Alameda County, California","1572","null","108","null","99","null","53","null","74","null","45","null","10","null","16","null","54","null","43","null","108","null","71","null","94","null","51","null","111","null","62","null","41","null","26","null","56","30","null","null","141","62","null","null","148","null","62","null","217","73","null","null","134","null","65","null","86","50","null","null","116","null","55","null","83","null","48","null",
"1400000US06001400900","Census Tract 4009, Alameda County, California","1013","null","75","null","85","null","54","null","47","null","34","null","54","null","36","null","26","null","23","null","41","null","41","null","41","null","37","null","30","null","34","null","34","null","34","null","12","13","null","null","152","79","null","null","80","null","52","null","123","60","null","null","119","null","60","null","40","35","null","null","80","null","49","null","49","null","34","null",
"1400000US06001401000","Census Tract 4010, Alameda County, California","2533","null","162","null","278","null","133","null","208","null","125","null","60","null","50","null","380","null","158","null","50","null","41","null","132","null","94","null","106","null","77","null","54","null","45","null","12","18","null","null","216","140","null","null","271","null","148","null","232","92","null","null","199","null","107","null","125","95","null","null","109","null","101","null","101","null","67","null",
"1400000US06001401100","Census Tract 4011, Alameda County, California","2028","null","95","null","145","null","76","null","92","null","79","null","71","null","71","null","71","null","64","null","78","null","56","null","69","null","60","null","76","null","53","null","135","null","96","null","67","67","null","null","217","113","null","null","277","null","140","null","230","100","null","null","266","null","87","null","42","42","null","null","139","null","79","null","53","null","39","null",
"1400000US06001401200","Census Tract 4012, Alameda County, California","1250","null","39","null","40","null","28","null","62","null","54","null","21","null","22","null","87","null","64","null","34","null","29","null","58","null","42","null","23","null","20","null","41","null","29","null","26","22","null","null","45","31","null","null","157","null","69","null","159","64","null","null","137","null","70","null","141","49","null","null","93","null","40","null","126","null","54","null",
"1400000US06001401300","Census Tract 4013, Alameda County, California","1727","null","99","null","182","null","88","null","216","null","72","null","101","null","53","null","98","null","62","null","121","null","58","null","89","null","46","null","114","null","59","null","44","null","39","null","74","54","null","null","123","63","null","null","182","null","68","null","107","59","null","null","94","null","37","null","25","22","null","null","49","null","41","null","108","null","62","null",
"1400000US06001401400","Census Tract 4014, Alameda County, California","1516","null","101","null","218","null","90","null","168","null","73","null","203","null","73","null","110","null","57","null","96","null","52","null","65","null","42","null","73","null","64","null","78","null","57","null","101","64","null","null","100","61","null","null","138","null","68","null","91","48","null","null","45","null","37","null","9","15","null","null","16","null","21","null","5","null","8","null",
"1400000US06001401500","Census Tract 4015, Alameda County, California","1002","null","58","null","113","null","42","null","128","null","44","null","78","null","49","null","35","null","30","null","32","null","22","null","8","null","9","null","28","null","26","null","32","null","25","null","76","54","null","null","101","52","null","null","51","null","25","null","104","38","null","null","97","null","49","null","24","21","null","null","40","null","30","null","55","null","30","null",
"1400000US06001401600","Census Tract 4016, Alameda County, California","731","null","66","null","104","null","56","null","93","null","48","null","50","null","27","null","68","null","46","null","9","null","14","null","31","null","26","null","22","null","20","null","54","null","28","null","27","23","null","null","43","39","null","null","50","null","35","null","73","36","null","null","62","null","47","null","0","12","null","null","19","null","24","null","26","null","16","null",
"1400000US06001401700","Census Tract 4017, Alameda County, California","1241","null","79","null","70","null","63","null","74","null","58","null","57","null","47","null","80","null","56","null","14","null","16","null","64","null","53","null","62","null","55","null","49","null","43","null","23","36","null","null","73","54","null","null","55","null","34","null","180","67","null","null","173","null","81","null","110","58","null","null","80","null","43","null","77","null","46","null",
"1400000US06001401800","Census Tract 4018, Alameda County, California","725","null","73","null","84","null","46","null","84","null","51","null","82","null","46","null","80","null","36","null","67","null","46","null","36","null","29","null","14","null","16","null","22","null","26","null","27","27","null","null","54","30","null","null","55","null","29","null","48","33","null","null","40","null","30","null","4","7","null","null","24","null","23","null","4","null","6","null",
"1400000US06001402200","Census Tract 4022, Alameda County, California","880","null","62","null","50","null","29","null","131","null","53","null","78","null","40","null","46","null","31","null","19","null","18","null","44","null","32","null","60","null","35","null","51","null","32","null","37","29","null","null","52","33","null","null","78","null","37","null","73","42","null","null","71","null","40","null","25","17","null","null","39","null","25","null","26","null","17","null",
"1400000US06001402400","Census Tract 4024, Alameda County, California","1189","null","51","null","130","null","58","null","135","null","70","null","140","null","73","null","113","null","76","null","80","null","63","null","51","null","36","null","111","null","63","null","55","null","43","null","6","11","null","null","28","23","null","null","88","null","56","null","98","80","null","null","35","null","36","null","79","45","null","null","7","null","11","null","33","null","27","null",
"1400000US06001402500","Census Tract 4025, Alameda County, California","725","null","41","null","189","null","58","null","94","null","42","null","91","null","46","null","52","null","30","null","12","null","10","null","81","null","40","null","47","null","39","null","13","null","19","null","11","12","null","null","33","26","null","null","40","null","27","null","11","18","null","null","33","null","29","null","0","12","null","null","0","null","12","null","18","null","20","null",
"1400000US06001402600","Census Tract 4026, Alameda County, California","655","null","44","null","100","null","47","null","132","null","39","null","90","null","40","null","67","null","32","null","43","null","26","null","25","null","23","null","20","null","21","null","6","null","8","null","10","10","null","null","11","11","null","null","29","null","26","null","53","28","null","null","26","null","14","null","10","11","null","null","28","null","20","null","5","null","8","null",
"1400000US06001402700","Census Tract 4027, Alameda County, California","693","null","51","null","81","null","48","null","95","null","47","null","105","null","65","null","31","null","29","null","7","null","16","null","10","null","11","null","15","null","13","null","37","null","36","null","5","8","null","null","42","36","null","null","42","null","30","null","68","37","null","null","31","null","29","null","56","33","null","null","56","null","41","null","12","null","14","null",
"1400000US06001402800","Census Tract 4028, Alameda County, California","2158","null","105","null","367","null","100","null","589","null","125","null","192","null","81","null","74","null","39","null","30","null","27","null","40","null","39","null","62","null","39","null","47","null","39","null","77","62","null","null","48","28","null","null","65","null","38","null","175","79","null","null","72","null","41","null","101","53","null","null","91","null","50","null","128","null","78","null",
"1400000US06001402900","Census Tract 4029, Alameda County, California","851","null","37","null","152","null","53","null","89","null","33","null","70","null","28","null","73","null","36","null","32","null","30","null","67","null","37","null","73","null","41","null","45","null","26","null","5","7","null","null","45","24","null","null","57","null","33","null","90","37","null","null","5","null","8","null","19","14","null","null","8","null","13","null","21","null","19","null",
"1400000US06001403000","Census Tract 4030, Alameda County, California","1501","null","117","null","245","null","94","null","424","null","128","null","202","null","72","null","57","null","39","null","97","null","56","null","49","null","45","null","59","null","37","null","18","null","21","null","23","26","null","null","58","50","null","null","34","null","26","null","29","25","null","null","131","null","77","null","55","37","null","null","0","null","12","null","20","null","22","null",
"1400000US06001403100","Census Tract 4031, Alameda County, California","704","null","47","null","76","null","42","null","84","null","36","null","52","null","26","null","5","null","8","null","36","null","29","null","30","null","26","null","12","null","13","null","17","null","19","null","15","13","null","null","28","23","null","null","33","null","27","null","98","36","null","null","57","null","33","null","88","32","null","null","21","null","15","null","52","null","38","null",
"1400000US06001403300","Census Tract 4033, Alameda County, California","2205","null","121","null","187","null","86","null","180","null","107","null","145","null","92","null","214","null","102","null","44","null","51","null","85","null","77","null","0","null","12","null","45","null","72","null","80","75","null","null","183","127","null","null","151","null","82","null","237","124","null","null","229","null","115","null","150","74","null","null","200","null","100","null","75","null","58","null",
"1400000US06001403400","Census Tract 4034, Alameda County, California","2748","null","185","null","256","null","127","null","180","null","96","null","165","null","104","null","184","null","97","null","185","null","108","null","136","null","91","null","123","null","91","null","233","null","138","null","119","65","null","null","222","127","null","null","269","null","109","null","195","87","null","null","257","null","121","null","72","42","null","null","37","null","35","null","115","null","73","null",
"1400000US06001403501","Census Tract 4035.01, Alameda County, California","2562","null","147","null","267","null","132","null","338","null","137","null","162","null","98","null","252","null","145","null","31","null","38","null","103","null","68","null","128","null","88","null","88","null","72","null","84","86","null","null","257","118","null","null","169","null","94","null","127","72","null","null","142","null","113","null","86","80","null","null","198","null","105","null","130","null","88","null",
"1400000US06001403502","Census Tract 4035.02, Alameda County, California","1238","null","76","null","114","null","67","null","21","null","25","null","53","null","33","null","42","null","30","null","24","null","26","null","108","null","95","null","43","null","39","null","13","null","18","null","114","76","null","null","81","44","null","null","88","null","47","null","206","69","null","null","117","null","74","null","91","51","null","null","86","null","45","null","37","null","29","null",
"1400000US06001403600","Census Tract 4036, Alameda County, California","2518","null","115","null","127","null","85","null","47","null","54","null","111","null","85","null","23","null","22","null","49","null","50","null","257","null","126","null","99","null","65","null","85","null","60","null","106","78","null","null","263","135","null","null","395","null","166","null","313","126","null","null","305","null","123","null","155","80","null","null","72","null","49","null","111","null","87","null",
"1400000US06001403701","Census Tract 4037.01, Alameda County, California","1677","null","98","null","100","null","54","null","31","null","40","null","82","null","54","null","71","null","39","null","33","null","30","null","89","null","49","null","86","null","65","null","75","null","53","null","141","81","null","null","105","51","null","null","263","null","111","null","258","101","null","null","123","null","53","null","97","48","null","null","57","null","37","null","66","null","62","null",
"1400000US06001403702","Census Tract 4037.02, Alameda County, California","1144","null","75","null","54","null","42","null","30","null","30","null","7","null","11","null","19","null","30","null","47","null","47","null","70","null","46","null","40","null","33","null","8","null","12","null","79","78","null","null","107","73","null","null","135","null","65","null","194","91","null","null","119","null","70","null","68","39","null","null","76","null","46","null","91","null","44","null",
"1400000US06001403800","Census Tract 4038, Alameda County, California","1801","null","74","null","72","null","53","null","28","null","25","null","36","null","21","null","45","null","32","null","43","null","47","null","60","null","56","null","89","null","48","null","14","null","16","null","17","20","null","null","175","83","null","null","203","null","81","null","252","95","null","null","245","null","91","null","140","67","null","null","160","null","59","null","222","null","63","null",
"1400000US06001403900","Census Tract 4039, Alameda County, California","2271","null","40","null","120","null","91","null","65","null","81","null","29","null","31","null","169","null","136","null","42","null","39","null","213","null","152","null","56","null","58","null","82","null","52","null","55","44","null","null","260","124","null","null","296","null","114","null","316","126","null","null","78","null","58","null","164","98","null","null","190","null","135","null","136","null","57","null",
"1400000US06001404000","Census Tract 4040, Alameda County, California","1638","null","83","null","98","null","62","null","9","null","15","null","48","null","33","null","55","null","32","null","27","null","27","null","26","null","31","null","103","null","78","null","82","null","54","null","85","46","null","null","155","66","null","null","177","null","63","null","298","95","null","null","211","null","88","null","135","58","null","null","52","null","37","null","77","null","43","null",
"1400000US06001404101","Census Tract 4041.01, Alameda County, California","1619","null","121","null","104","null","53","null","27","null","24","null","20","null","24","null","80","null","57","null","102","null","58","null","26","null","29","null","28","null","23","null","85","null","47","null","79","59","null","null","49","33","null","null","261","null","84","null","145","65","null","null","213","null","86","null","89","51","null","null","91","null","46","null","220","null","79","null",
"1400000US06001404102","Census Tract 4041.02, Alameda County, California","1529","null","94","null","108","null","63","null","149","null","80","null","51","null","36","null","85","null","68","null","8","null","14","null","36","null","27","null","48","null","44","null","28","null","32","null","60","47","null","null","136","71","null","null","183","null","81","null","147","75","null","null","103","null","54","null","69","59","null","null","120","null","69","null","198","null","103","null",
"1400000US06001404200","Census Tract 4042, Alameda County, California","1290","null","79","null","0","null","12","null","26","null","25","null","25","null","22","null","15","null","18","null","33","null","28","null","9","null","13","null","27","null","23","null","8","null","12","null","27","27","null","null","6","11","null","null","41","null","29","null","170","60","null","null","83","null","35","null","118","53","null","null","184","null","56","null","518","null","75","null",
"1400000US06001404300","Census Tract 4043, Alameda County, California","1289","null","66","null","23","null","36","null","11","null","16","null","0","null","12","null","14","null","19","null","8","null","12","null","17","null","20","null","34","null","37","null","0","null","12","null","51","41","null","null","40","24","null","null","57","null","41","null","87","54","null","null","119","null","56","null","83","50","null","null","198","null","72","null","547","null","102","null",
"1400000US06001404400","Census Tract 4044, Alameda County, California","2278","null","99","null","54","null","51","null","25","null","43","null","48","null","44","null","0","null","17","null","30","null","33","null","19","null","30","null","81","null","81","null","18","null","30","null","14","23","null","null","63","54","null","null","206","null","111","null","161","78","null","null","278","null","113","null","181","100","null","null","228","null","113","null","872","null","155","null",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","673","null","33","null","16","null","17","null","0","null","12","null","6","null","8","null","6","null","9","null","0","null","12","null","0","null","12","null","11","null","12","null","10","null","11","null","0","12","null","null","39","24","null","null","32","null","20","null","51","26","null","null","40","null","23","null","47","26","null","null","118","null","38","null","297","null","45","null",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","2345","null","118","null","23","null","26","null","23","null","27","null","59","null","61","null","26","null","30","null","36","null","44","null","19","null","31","null","33","null","30","null","14","null","24","null","52","42","null","null","172","128","null","null","130","null","97","null","238","92","null","null","380","null","165","null","152","90","null","null","266","null","112","null","722","null","153","null",
"1400000US06001404600","Census Tract 4046, Alameda County, California","1784","null","60","null","8","null","13","null","14","null","18","null","24","null","23","null","19","null","20","null","9","null","14","null","44","null","34","null","24","null","18","null","43","null","30","null","18","19","null","null","87","52","null","null","54","null","32","null","100","53","null","null","194","null","81","null","202","60","null","null","365","null","102","null","579","null","94","null",
"1400000US06001404700","Census Tract 4047, Alameda County, California","793","null","37","null","10","null","11","null","10","null","11","null","6","null","9","null","0","null","12","null","6","null","9","null","11","null","11","null","10","null","11","null","5","null","8","null","5","8","null","null","14","12","null","null","39","null","23","null","86","39","null","null","70","null","35","null","118","74","null","null","133","null","46","null","270","null","58","null",
"1400000US06001404800","Census Tract 4048, Alameda County, California","1298","null","32","null","91","null","53","null","89","null","59","null","57","null","59","null","51","null","51","null","78","null","53","null","46","null","34","null","64","null","56","null","46","null","52","null","63","49","null","null","67","43","null","null","163","null","79","null","104","41","null","null","79","null","42","null","42","28","null","null","88","null","42","null","170","null","68","null",
"1400000US06001404900","Census Tract 4049, Alameda County, California","2014","null","81","null","58","null","45","null","135","null","90","null","81","null","45","null","64","null","33","null","121","null","91","null","52","null","38","null","69","null","64","null","68","null","50","null","37","33","null","null","97","69","null","null","258","null","82","null","163","88","null","null","164","null","71","null","59","37","null","null","367","null","87","null","221","null","73","null",
"1400000US06001405000","Census Tract 4050, Alameda County, California","1508","null","75","null","67","null","54","null","72","null","54","null","42","null","34","null","23","null","17","null","32","null","27","null","40","null","41","null","27","null","21","null","55","null","54","null","62","51","null","null","60","51","null","null","83","null","43","null","115","44","null","null","130","null","61","null","128","50","null","null","232","null","87","null","340","null","87","null",
"1400000US06001405100","Census Tract 4051, Alameda County, California","1542","null","82","null","31","null","24","null","18","null","19","null","0","null","12","null","23","null","27","null","17","null","19","null","7","null","11","null","6","null","11","null","14","null","17","null","15","18","null","null","0","12","null","null","85","null","51","null","143","82","null","null","92","null","51","null","155","64","null","null","258","null","85","null","678","null","96","null",
"1400000US06001405200","Census Tract 4052, Alameda County, California","2373","null","129","null","97","null","62","null","145","null","83","null","119","null","57","null","61","null","49","null","72","null","70","null","101","null","73","null","37","null","31","null","55","null","44","null","90","62","null","null","186","99","null","null","274","null","131","null","438","130","null","null","302","null","128","null","81","53","null","null","124","null","59","null","191","null","94","null",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","1489","null","76","null","40","null","51","null","42","null","41","null","81","null","57","null","65","null","54","null","74","null","53","null","65","null","59","null","84","null","65","null","131","null","77","null","87","54","null","null","97","54","null","null","197","null","101","null","232","73","null","null","97","null","54","null","59","53","null","null","68","null","52","null","70","null","43","null",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","1480","null","87","null","90","null","56","null","260","null","88","null","105","null","58","null","128","null","82","null","93","null","70","null","73","null","47","null","83","null","53","null","104","null","64","null","65","59","null","null","80","55","null","null","156","null","89","null","70","47","null","null","30","null","29","null","38","29","null","null","78","null","51","null","27","null","27","null",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","1638","null","99","null","161","null","91","null","229","null","80","null","116","null","63","null","87","null","56","null","74","null","55","null","159","null","74","null","66","null","45","null","72","null","47","null","88","54","null","null","198","89","null","null","193","null","81","null","91","48","null","null","46","null","37","null","6","11","null","null","46","null","54","null","6","null","10","null",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","1100","null","90","null","144","null","81","null","81","null","49","null","80","null","46","null","149","null","75","null","99","null","63","null","61","null","39","null","51","null","42","null","40","null","32","null","108","72","null","null","85","52","null","null","43","null","45","null","113","69","null","null","20","null","25","null","26","25","null","null","0","null","12","null","0","null","12","null",
"1400000US06001405500","Census Tract 4055, Alameda County, California","1604","null","68","null","144","null","72","null","69","null","48","null","139","null","71","null","176","null","76","null","76","null","56","null","85","null","54","null","47","null","39","null","52","null","36","null","63","35","null","null","161","86","null","null","157","null","73","null","162","65","null","null","164","null","51","null","33","32","null","null","47","null","39","null","29","null","30","null",
"1400000US06001405600","Census Tract 4056, Alameda County, California","1448","null","78","null","126","null","61","null","48","null","30","null","39","null","27","null","94","null","62","null","87","null","63","null","77","null","54","null","113","null","65","null","71","null","49","null","80","43","null","null","181","83","null","null","101","null","55","null","125","62","null","null","106","null","70","null","38","26","null","null","110","null","66","null","52","null","29","null",
"1400000US06001405700","Census Tract 4057, Alameda County, California","1306","null","96","null","82","null","65","null","98","null","68","null","73","null","69","null","108","null","73","null","107","null","87","null","122","null","74","null","49","null","44","null","133","null","70","null","61","47","null","null","129","69","null","null","134","null","84","null","70","41","null","null","47","null","36","null","45","42","null","null","39","null","31","null","9","null","15","null",
"1400000US06001405800","Census Tract 4058, Alameda County, California","1365","null","58","null","162","null","78","null","146","null","74","null","55","null","44","null","56","null","32","null","108","null","70","null","58","null","50","null","53","null","35","null","81","null","51","null","60","51","null","null","69","47","null","null","139","null","63","null","154","70","null","null","86","null","47","null","41","32","null","null","85","null","53","null","12","null","14","null",
"1400000US06001405901","Census Tract 4059.01, Alameda County, California","992","null","96","null","87","null","52","null","86","null","53","null","78","null","53","null","149","null","98","null","15","null","20","null","114","null","66","null","41","null","39","null","40","null","39","null","12","20","null","null","140","68","null","null","80","null","71","null","60","51","null","null","53","null","36","null","13","19","null","null","11","null","18","null","13","null","21","null",
"1400000US06001405902","Census Tract 4059.02, Alameda County, California","931","null","50","null","98","null","42","null","116","null","46","null","98","null","61","null","62","null","39","null","64","null","41","null","32","null","25","null","55","null","45","null","25","null","20","null","28","24","null","null","73","34","null","null","93","null","44","null","134","63","null","null","43","null","24","null","0","12","null","null","10","null","13","null","0","null","12","null",
"1400000US06001406000","Census Tract 4060, Alameda County, California","1457","null","96","null","157","null","79","null","268","null","92","null","230","null","90","null","70","null","51","null","51","null","52","null","59","null","48","null","25","null","24","null","0","null","12","null","9","14","null","null","76","49","null","null","82","null","49","null","87","56","null","null","98","null","67","null","44","33","null","null","114","null","59","null","87","null","63","null",
"1400000US06001406100","Census Tract 4061, Alameda County, California","1441","null","115","null","148","null","85","null","83","null","58","null","84","null","65","null","106","null","77","null","77","null","57","null","56","null","39","null","49","null","38","null","83","null","67","null","29","27","null","null","72","64","null","null","135","null","77","null","181","84","null","null","76","null","67","null","149","81","null","null","51","null","37","null","62","null","34","null",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","1372","null","95","null","156","null","73","null","193","null","76","null","79","null","47","null","61","null","46","null","68","null","41","null","135","null","67","null","92","null","58","null","67","null","47","null","114","62","null","null","75","44","null","null","149","null","58","null","72","51","null","null","39","null","40","null","47","44","null","null","20","null","23","null","5","null","9","null",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","1336","null","68","null","138","null","75","null","136","null","68","null","150","null","77","null","151","null","65","null","33","null","34","null","139","null","69","null","115","null","62","null","73","null","50","null","109","56","null","null","75","42","null","null","93","null","58","null","25","31","null","null","29","null","29","null","58","43","null","null","12","null","16","null","0","null","12","null",
"1400000US06001406300","Census Tract 4063, Alameda County, California","1216","null","83","null","55","null","34","null","108","null","59","null","118","null","76","null","85","null","52","null","76","null","48","null","83","null","55","null","63","null","48","null","140","null","79","null","41","34","null","null","88","57","null","null","74","null","53","null","115","63","null","null","41","null","43","null","74","50","null","null","41","null","29","null","14","null","16","null",
"1400000US06001406400","Census Tract 4064, Alameda County, California","738","null","50","null","28","null","27","null","37","null","29","null","56","null","42","null","53","null","33","null","15","null","17","null","11","null","12","null","45","null","30","null","14","null","16","null","50","32","null","null","98","45","null","null","110","null","45","null","83","33","null","null","40","null","29","null","38","33","null","null","29","null","23","null","31","null","21","null",
"1400000US06001406500","Census Tract 4065, Alameda County, California","1953","null","98","null","127","null","62","null","175","null","76","null","164","null","82","null","122","null","64","null","86","null","49","null","51","null","41","null","219","null","86","null","72","null","49","null","111","59","null","null","158","69","null","null","161","null","82","null","210","69","null","null","165","null","74","null","43","26","null","null","75","null","51","null","14","null","21","null",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","1726","null","94","null","90","null","65","null","178","null","91","null","127","null","75","null","55","null","37","null","29","null","37","null","72","null","54","null","74","null","54","null","144","null","75","null","91","70","null","null","145","83","null","null","210","null","101","null","224","95","null","null","168","null","73","null","42","29","null","null","52","null","49","null","25","null","28","null",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","933","null","53","null","33","null","27","null","74","null","65","null","59","null","48","null","33","null","31","null","44","null","37","null","90","null","62","null","37","null","32","null","18","null","17","null","46","38","null","null","155","64","null","null","117","null","66","null","97","56","null","null","58","null","41","null","7","9","null","null","48","null","43","null","17","null","22","null",
"1400000US06001406700","Census Tract 4067, Alameda County, California","2179","null","114","null","93","null","70","null","108","null","92","null","115","null","93","null","105","null","92","null","170","null","82","null","45","null","70","null","14","null","22","null","86","null","76","null","19","24","null","null","249","126","null","null","158","null","69","null","139","74","null","null","286","null","125","null","222","84","null","null","136","null","67","null","234","null","89","null",
