"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)",
"0500000US06001","Alameda County, California","112017","null","1043","null",
"0500000US06003","Alpine County, California","96000","null","24486","null",
"0500000US06005","Amador County, California","69955","null","5482","null",
"0500000US06007","Butte County, California","59863","null","1989","null",
"0500000US06009","Calaveras County, California","70119","null","6448","null",
"0500000US06011","Colusa County, California","61861","null","6540","null",
"0500000US06013","Contra Costa County, California","110455","null","1219","null",
"0500000US06015","Del Norte County, California","53280","null","5046","null",
"0500000US06017","El Dorado County, California","88770","null","3114","null",
"0500000US06019","Fresno County, California","61276","null","1031","null",
"0500000US06021","Glenn County, California","56332","null","4619","null",
"0500000US06023","Humboldt County, California","53350","null","2424","null",
"0500000US06025","Imperial County, California","49078","null","2530","null",
"0500000US06027","Inyo County, California","60925","null","5516","null",
"0500000US06029","Kern County, California","58824","null","1190","null",
"0500000US06031","Kings County, California","63267","null","1900","null",
"0500000US06033","Lake County, California","53399","null","2483","null",
"0500000US06035","Lassen County, California","59292","null","5190","null",
"0500000US06037","Los Angeles County, California","76367","null","411","null",
"0500000US06039","Madera County, California","66709","null","2541","null",
"0500000US06041","Marin County, California","131008","null","4163","null",
"0500000US06043","Mariposa County, California","53304","null","4026","null",
"0500000US06045","Mendocino County, California","56378","null","1858","null",
"0500000US06047","Merced County, California","58861","null","1698","null",
"0500000US06049","Modoc County, California","51090","null","4051","null",
"0500000US06051","Mono County, California","71138","null","11569","null",
"0500000US06053","Monterey County, California","82013","null","1767","null",
"0500000US06055","Napa County, California","97498","null","3817","null",
"0500000US06057","Nevada County, California","74617","null","3763","null",
"0500000US06059","Orange County, California","100485","null","718","null",
"0500000US06061","Placer County, California","99734","null","1495","null",
"0500000US06063","Plumas County, California","57885","null","4555","null",
"0500000US06065","Riverside County, California","76066","null","833","null",
"0500000US06067","Sacramento County, California","76422","null","758","null",
"0500000US06069","San Benito County, California","95606","null","5887","null",
"0500000US06071","San Bernardino County, California","70287","null","765","null",
"0500000US06073","San Diego County, California","88240","null","741","null",
"0500000US06075","San Francisco County, California","126187","null","2010","null",
"0500000US06077","San Joaquin County, California","74962","null","1145","null",
"0500000US06079","San Luis Obispo County, California","82514","null","2487","null",
"0500000US06081","San Mateo County, California","136837","null","2151","null",
"0500000US06083","Santa Barbara County, California","84356","null","1598","null",
"0500000US06085","Santa Clara County, California","140258","null","1577","null",
"0500000US06087","Santa Cruz County, California","96093","null","2903","null",
"0500000US06089","Shasta County, California","61937","null","2140","null",
"0500000US06091","Sierra County, California","56152","null","7184","null",
"0500000US06093","Siskiyou County, California","49857","null","2637","null",
"0500000US06095","Solano County, California","89648","null","1708","null",
"0500000US06097","Sonoma County, California","91607","null","1792","null",
"0500000US06099","Stanislaus County, California","68368","null","1506","null",
"0500000US06101","Sutter County, California","67003","null","2559","null",
"0500000US06103","Tehama County, California","52901","null","3393","null",
"0500000US06105","Trinity County, California","42206","null","3065","null",
"0500000US06107","Tulare County, California","57394","null","1402","null",
"0500000US06109","Tuolumne County, California","66846","null","6779","null",
"0500000US06111","Ventura County, California","94150","null","1310","null",
"0500000US06113","Yolo County, California","78386","null","1935","null",
"0500000US06115","Yuba County, California","62666","null","3347","null",
