"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2017 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2017 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2017 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2017 inflation-adjusted dollars)",
"0500000US06001","Alameda County, California","85743","null","940","null",
"0500000US06003","Alpine County, California","63438","null","4535","null",
"0500000US06005","Amador County, California","60636","null","2765","null",
"0500000US06007","Butte County, California","46516","null","1130","null",
"0500000US06009","Calaveras County, California","54800","null","3529","null",
"0500000US06011","Colusa County, California","56481","null","4858","null",
"0500000US06013","Contra Costa County, California","88456","null","822","null",
"0500000US06015","Del Norte County, California","41287","null","4114","null",
"0500000US06017","El Dorado County, California","74885","null","2565","null",
"0500000US06019","Fresno County, California","48730","null","655","null",
"0500000US06021","Glenn County, California","46260","null","3402","null",
"0500000US06023","Humboldt County, California","43718","null","1579","null",
"0500000US06025","Imperial County, California","44779","null","1850","null",
"0500000US06027","Inyo County, California","51500","null","4578","null",
"0500000US06029","Kern County, California","50826","null","771","null",
"0500000US06031","Kings County, California","49742","null","1744","null",
"0500000US06033","Lake County, California","40446","null","2857","null",
"0500000US06035","Lassen County, California","54083","null","2927","null",
"0500000US06037","Los Angeles County, California","61015","null","262","null",
"0500000US06039","Madera County, California","48210","null","2108","null",
"0500000US06041","Marin County, California","104703","null","1763","null",
"0500000US06043","Mariposa County, California","51385","null","3637","null",
"0500000US06045","Mendocino County, California","46528","null","1787","null",
"0500000US06047","Merced County, California","46338","null","1301","null",
"0500000US06049","Modoc County, California","39296","null","4907","null",
"0500000US06051","Mono County, California","60595","null","6356","null",
"0500000US06053","Monterey County, California","63249","null","1209","null",
"0500000US06055","Napa County, California","79637","null","1895","null",
"0500000US06057","Nevada County, California","60610","null","2262","null",
"0500000US06059","Orange County, California","81851","null","570","null",
"0500000US06061","Placer County, California","80488","null","1431","null",
"0500000US06063","Plumas County, California","50266","null","3476","null",
"0500000US06065","Riverside County, California","60807","null","429","null",
"0500000US06067","Sacramento County, California","60239","null","475","null",
"0500000US06069","San Benito County, California","80760","null","3889","null",
"0500000US06071","San Bernardino County, California","57156","null","594","null",
"0500000US06073","San Diego County, California","70588","null","617","null",
"0500000US06075","San Francisco County, California","96265","null","1349","null",
"0500000US06077","San Joaquin County, California","57813","null","863","null",
"0500000US06079","San Luis Obispo County, California","67175","null","1720","null",
"0500000US06081","San Mateo County, California","105667","null","1195","null",
"0500000US06083","Santa Barbara County, California","68023","null","1420","null",
"0500000US06085","Santa Clara County, California","106761","null","858","null",
"0500000US06087","Santa Cruz County, California","73663","null","1682","null",
"0500000US06089","Shasta County, California","47258","null","1104","null",
"0500000US06091","Sierra County, California","44190","null","9650","null",
"0500000US06093","Siskiyou County, California","40884","null","1957","null",
"0500000US06095","Solano County, California","72950","null","1244","null",
"0500000US06097","Sonoma County, California","71769","null","1046","null",
"0500000US06099","Stanislaus County, California","54260","null","976","null",
"0500000US06101","Sutter County, California","54347","null","2000","null",
"0500000US06103","Tehama County, California","42512","null","2803","null",
"0500000US06105","Trinity County, California","36563","null","5946","null",
"0500000US06107","Tulare County, California","44871","null","1286","null",
"0500000US06109","Tuolumne County, California","54325","null","2700","null",
"0500000US06111","Ventura County, California","81972","null","983","null",
"0500000US06113","Yolo County, California","61621","null","1733","null",
"0500000US06115","Yuba County, California","51776","null","2375","null",
