"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)",
"0500000US06001","Alameda County, California","79831","null","739","null",
"0500000US06003","Alpine County, California","62375","null","5989","null",
"0500000US06005","Amador County, California","57032","null","3247","null",
"0500000US06007","Butte County, California","44366","null","1131","null",
"0500000US06009","Calaveras County, California","53502","null","3912","null",
"0500000US06011","Colusa County, California","54946","null","3336","null",
"0500000US06013","Contra Costa County, California","82881","null","984","null",
"0500000US06015","Del Norte County, California","42363","null","3792","null",
"0500000US06017","El Dorado County, California","72586","null","1756","null",
"0500000US06019","Fresno County, California","45963","null","661","null",
"0500000US06021","Glenn County, California","41699","null","3688","null",
"0500000US06023","Humboldt County, California","42685","null","1286","null",
"0500000US06025","Imperial County, California","42560","null","1587","null",
"0500000US06027","Inyo County, California","47278","null","3449","null",
"0500000US06029","Kern County, California","49788","null","909","null",
"0500000US06031","Kings County, California","47241","null","1395","null",
"0500000US06033","Lake County, California","36132","null","2745","null",
"0500000US06035","Lassen County, California","51457","null","2483","null",
"0500000US06037","Los Angeles County, California","57952","null","331","null",
"0500000US06039","Madera County, California","45742","null","1704","null",
"0500000US06041","Marin County, California","100310","null","1876","null",
"0500000US06043","Mariposa County, California","49265","null","3372","null",
"0500000US06045","Mendocino County, California","43510","null","1518","null",
"0500000US06047","Merced County, California","44397","null","1141","null",
"0500000US06049","Modoc County, California","41194","null","3818","null",
"0500000US06051","Mono County, California","58937","null","6409","null",
"0500000US06053","Monterey County, California","60889","null","992","null",
"0500000US06055","Napa County, California","74609","null","1865","null",
"0500000US06057","Nevada County, California","57429","null","2569","null",
"0500000US06059","Orange County, California","78145","null","490","null",
"0500000US06061","Placer County, California","76926","null","1293","null",
"0500000US06063","Plumas County, California","50125","null","3068","null",
"0500000US06065","Riverside County, California","57972","null","542","null",
"0500000US06067","Sacramento County, California","57509","null","578","null",
"0500000US06069","San Benito County, California","73814","null","3746","null",
"0500000US06071","San Bernardino County, California","54469","null","559","null",
"0500000US06073","San Diego County, California","66529","null","460","null",
"0500000US06075","San Francisco County, California","87701","null","1447","null",
"0500000US06077","San Joaquin County, California","55045","null","896","null",
"0500000US06079","San Luis Obispo County, California","64014","null","1807","null",
"0500000US06081","San Mateo County, California","98546","null","1232","null",
"0500000US06083","Santa Barbara County, California","65161","null","1202","null",
"0500000US06085","Santa Clara County, California","101173","null","661","null",
"0500000US06087","Santa Cruz County, California","70088","null","1935","null",
"0500000US06089","Shasta County, California","45582","null","963","null",
"0500000US06091","Sierra County, California","43984","null","11767","null",
"0500000US06093","Siskiyou County, California","38524","null","2078","null",
"0500000US06095","Solano County, California","69227","null","1596","null",
"0500000US06097","Sonoma County, California","66833","null","1161","null",
"0500000US06099","Stanislaus County, California","51591","null","797","null",
"0500000US06101","Sutter County, California","52943","null","1645","null",
"0500000US06103","Tehama County, California","40687","null","2118","null",
"0500000US06105","Trinity County, California","35270","null","3838","null",
"0500000US06107","Tulare County, California","42789","null","1042","null",
"0500000US06109","Tuolumne County, California","50731","null","1795","null",
"0500000US06111","Ventura County, California","78593","null","962","null",
"0500000US06113","Yolo County, California","57663","null","1664","null",
"0500000US06115","Yuba County, California","48739","null","2031","null",
