"GEO_ID","NAME","B19013_001E","B19013_001M","B19013_001MA","B19013_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"0500000US06001","Alameda County, California","99406","921","null","null",
"0500000US06003","Alpine County, California","63750","17778","null","null",
"0500000US06005","Amador County, California","62772","2756","null","null",
"0500000US06007","Butte County, California","52537","1618","null","null",
"0500000US06009","Calaveras County, California","63158","4128","null","null",
"0500000US06011","Colusa County, California","59401","4265","null","null",
"0500000US06013","Contra Costa County, California","99716","1157","null","null",
"0500000US06015","Del Norte County, California","45283","5017","null","null",
"0500000US06017","El Dorado County, California","83377","2342","null","null",
"0500000US06019","Fresno County, California","53969","794","null","null",
"0500000US06021","Glenn County, California","49633","2854","null","null",
"0500000US06023","Humboldt County, California","48041","1798","null","null",
"0500000US06025","Imperial County, California","47622","1761","null","null",
"0500000US06027","Inyo County, California","57316","4087","null","null",
"0500000US06029","Kern County, California","53350","909","null","null",
"0500000US06031","Kings County, California","57848","1714","null","null",
"0500000US06033","Lake County, California","47040","2697","null","null",
"0500000US06035","Lassen County, California","56352","2090","null","null",
"0500000US06037","Los Angeles County, California","68044","347","null","null",
"0500000US06039","Madera County, California","57585","2351","null","null",
"0500000US06041","Marin County, California","115246","3328","null","null",
"0500000US06043","Mariposa County, California","48820","4413","null","null",
"0500000US06045","Mendocino County, California","51416","2038","null","null",
"0500000US06047","Merced County, California","53672","1936","null","null",
"0500000US06049","Modoc County, California","45507","5925","null","null",
"0500000US06051","Mono County, California","62260","6457","null","null",
"0500000US06053","Monterey County, California","71015","1262","null","null",
"0500000US06055","Napa County, California","88596","2026","null","null",
"0500000US06057","Nevada County, California","66096","3314","null","null",
"0500000US06059","Orange County, California","90234","540","null","null",
"0500000US06061","Placer County, California","89691","1824","null","null",
"0500000US06063","Plumas County, California","55359","4650","null","null",
"0500000US06065","Riverside County, California","67005","638","null","null",
"0500000US06067","Sacramento County, California","67151","802","null","null",
"0500000US06069","San Benito County, California","86958","4946","null","null",
"0500000US06071","San Bernardino County, California","63362","581","null","null",
"0500000US06073","San Diego County, California","78980","723","null","null",
"0500000US06075","San Francisco County, California","112449","1612","null","null",
"0500000US06077","San Joaquin County, California","64432","745","null","null",
"0500000US06079","San Luis Obispo County, California","73518","1656","null","null",
"0500000US06081","San Mateo County, California","122641","1680","null","null",
"0500000US06083","Santa Barbara County, California","74624","1710","null","null",
"0500000US06085","Santa Clara County, California","124055","1117","null","null",
"0500000US06087","Santa Cruz County, California","82234","2168","null","null",
"0500000US06089","Shasta County, California","54667","1486","null","null",
"0500000US06091","Sierra County, California","52148","13874","null","null",
"0500000US06093","Siskiyou County, California","45241","2380","null","null",
"0500000US06095","Solano County, California","81472","1384","null","null",
"0500000US06097","Sonoma County, California","81018","1194","null","null",
"0500000US06099","Stanislaus County, California","60704","1045","null","null",
"0500000US06101","Sutter County, California","59050","2491","null","null",
"0500000US06103","Tehama County, California","44514","2916","null","null",
"0500000US06105","Trinity County, California","40846","3837","null","null",
"0500000US06107","Tulare County, California","49687","1171","null","null",
"0500000US06109","Tuolumne County, California","60108","4605","null","null",
"0500000US06111","Ventura County, California","88131","1069","null","null",
"0500000US06113","Yolo County, California","70228","1616","null","null",
"0500000US06115","Yuba County, California","58054","2384","null","null",
