"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"0500000US06001","Alameda County, California","104888","null","1041","null",
"0500000US06003","Alpine County, California","85750","null","23875","null",
"0500000US06005","Amador County, California","65187","null","4225","null",
"0500000US06007","Butte County, California","54972","null","2501","null",
"0500000US06009","Calaveras County, California","67054","null","4535","null",
"0500000US06011","Colusa County, California","59427","null","5384","null",
"0500000US06013","Contra Costa County, California","103997","null","1239","null",
"0500000US06015","Del Norte County, California","49981","null","5145","null",
"0500000US06017","El Dorado County, California","83710","null","2228","null",
"0500000US06019","Fresno County, California","57109","null","929","null",
"0500000US06021","Glenn County, California","51682","null","3745","null",
"0500000US06023","Humboldt County, California","49235","null","2278","null",
"0500000US06025","Imperial County, California","46222","null","2499","null",
"0500000US06027","Inyo County, California","59296","null","4257","null",
"0500000US06029","Kern County, California","54851","null","1087","null",
"0500000US06031","Kings County, California","61556","null","1585","null",
"0500000US06033","Lake County, California","49254","null","1891","null",
"0500000US06035","Lassen County, California","56971","null","3441","null",
"0500000US06037","Los Angeles County, California","71358","null","336","null",
"0500000US06039","Madera County, California","61924","null","2695","null",
"0500000US06041","Marin County, California","121671","null","3166","null",
"0500000US06043","Mariposa County, California","50960","null","3491","null",
"0500000US06045","Mendocino County, California","52915","null","2375","null",
"0500000US06047","Merced County, California","56330","null","1450","null",
"0500000US06049","Modoc County, California","51250","null","4505","null",
"0500000US06051","Mono County, California","64924","null","12575","null",
"0500000US06053","Monterey County, California","76943","null","1395","null",
"0500000US06055","Napa County, California","92219","null","2624","null",
"0500000US06057","Nevada County, California","68333","null","3075","null",
"0500000US06059","Orange County, California","94441","null","866","null",
"0500000US06061","Placer County, California","93677","null","1470","null",
"0500000US06063","Plumas County, California","57233","null","5514","null",
"0500000US06065","Riverside County, California","70732","null","673","null",
"0500000US06067","Sacramento County, California","70684","null","700","null",
"0500000US06069","San Benito County, California","85808","null","5575","null",
"0500000US06071","San Bernardino County, California","65761","null","602","null",
"0500000US06073","San Diego County, California","82426","null","734","null",
"0500000US06075","San Francisco County, California","119136","null","2130","null",
"0500000US06077","San Joaquin County, California","68628","null","1259","null",
"0500000US06079","San Luis Obispo County, California","77948","null","1751","null",
"0500000US06081","San Mateo County, California","128091","null","2077","null",
"0500000US06083","Santa Barbara County, California","78925","null","1565","null",
"0500000US06085","Santa Clara County, California","130890","null","874","null",
"0500000US06087","Santa Cruz County, California","89986","null","2417","null",
"0500000US06089","Shasta County, California","57139","null","1761","null",
"0500000US06091","Sierra County, California","52103","null","5715","null",
"0500000US06093","Siskiyou County, California","47403","null","2202","null",
"0500000US06095","Solano County, California","84638","null","1362","null",
"0500000US06097","Sonoma County, California","86173","null","1168","null",
"0500000US06099","Stanislaus County, California","62873","null","1328","null",
"0500000US06101","Sutter County, California","63502","null","2681","null",
"0500000US06103","Tehama County, California","48895","null","2550","null",
"0500000US06105","Trinity County, California","41780","null","5371","null",
"0500000US06107","Tulare County, California","52534","null","1235","null",
"0500000US06109","Tuolumne County, California","60509","null","4193","null",
"0500000US06111","Ventura County, California","89295","null","1119","null",
"0500000US06113","Yolo County, California","73746","null","1893","null",
"0500000US06115","Yuba County, California","59424","null","2847","null",
