"GEO_ID","NAME","B25064_001E","B25064_001EA","B25064_001M","B25064_001MA",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Annotation of Estimate!!Median gross rent","Margin of Error!!Median gross rent","Annotation of Margin of Error!!Median gross rent",
"0500000US06001","Alameda County, California","1432","null","9","null",
"0500000US06003","Alpine County, California","1109","null","411","null",
"0500000US06005","Amador County, California","1061","null","51","null",
"0500000US06007","Butte County, California","936","null","16","null",
"0500000US06009","Calaveras County, California","1120","null","140","null",
"0500000US06011","Colusa County, California","896","null","53","null",
"0500000US06013","Contra Costa County, California","1506","null","17","null",
"0500000US06015","Del Norte County, California","818","null","36","null",
"0500000US06017","El Dorado County, California","1105","null","34","null",
"0500000US06019","Fresno County, California","901","null","8","null",
"0500000US06021","Glenn County, California","750","null","32","null",
"0500000US06023","Humboldt County, California","899","null","18","null",
"0500000US06025","Imperial County, California","778","null","16","null",
"0500000US06027","Inyo County, California","829","null","33","null",
"0500000US06029","Kern County, California","905","null","11","null",
"0500000US06031","Kings County, California","889","null","24","null",
"0500000US06033","Lake County, California","882","null","33","null",
"0500000US06035","Lassen County, California","919","null","65","null",
"0500000US06037","Los Angeles County, California","1264","null","4","null",
"0500000US06039","Madera County, California","963","null","24","null",
"0500000US06041","Marin County, California","1764","null","24","null",
"0500000US06043","Mariposa County, California","820","null","147","null",
"0500000US06045","Mendocino County, California","975","null","31","null",
"0500000US06047","Merced County, California","882","null","15","null",
"0500000US06049","Modoc County, California","681","null","86","null",
"0500000US06051","Mono County, California","1107","null","74","null",
"0500000US06053","Monterey County, California","1275","null","17","null",
"0500000US06055","Napa County, California","1442","null","34","null",
"0500000US06057","Nevada County, California","1205","null","54","null",
"0500000US06059","Orange County, California","1608","null","7","null",
"0500000US06061","Placer County, California","1339","null","22","null",
"0500000US06063","Plumas County, California","846","null","32","null",
"0500000US06065","Riverside County, California","1212","null","8","null",
"0500000US06067","Sacramento County, California","1065","null","9","null",
"0500000US06069","San Benito County, California","1316","null","79","null",
"0500000US06071","San Bernardino County, California","1144","null","9","null",
"0500000US06073","San Diego County, California","1395","null","6","null",
"0500000US06075","San Francisco County, California","1632","null","18","null",
"0500000US06077","San Joaquin County, California","1057","null","14","null",
"0500000US06079","San Luis Obispo County, California","1257","null","24","null",
"0500000US06081","San Mateo County, California","1830","null","15","null",
"0500000US06083","Santa Barbara County, California","1423","null","19","null",
"0500000US06085","Santa Clara County, California","1813","null","11","null",
"0500000US06087","Santa Cruz County, California","1482","null","29","null",
"0500000US06089","Shasta County, California","945","null","19","null",
"0500000US06091","Sierra County, California","961","null","195","null",
"0500000US06093","Siskiyou County, California","828","null","29","null",
"0500000US06095","Solano County, California","1337","null","21","null",
"0500000US06097","Sonoma County, California","1380","null","19","null",
"0500000US06099","Stanislaus County, California","1005","null","13","null",
"0500000US06101","Sutter County, California","941","null","24","null",
"0500000US06103","Tehama County, California","781","null","30","null",
"0500000US06105","Trinity County, California","750","null","98","null",
"0500000US06107","Tulare County, California","847","null","11","null",
"0500000US06109","Tuolumne County, California","936","null","30","null",
"0500000US06111","Ventura County, California","1572","null","16","null",
"0500000US06113","Yolo County, California","1147","null","18","null",
"0500000US06115","Yuba County, California","918","null","46","null",
