"Column Name","Label"
"GEO_ID","Geography"
"NAME","Geographic Area Name"
"B25064_001M","Margin of Error!!Median gross rent"
"B25064_001MA","Annotation of Margin of Error!!Median gross rent"
"B25064_001E","Estimate!!Median gross rent"
"B25064_001EA","Annotation of Estimate!!Median gross rent"
