"GEO_ID","NAME","B25064_001E","B25064_001EA","B25064_001M","B25064_001MA",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Annotation of Estimate!!Median gross rent","Margin of Error!!Median gross rent","Annotation of Margin of Error!!Median gross rent",
"0500000US06001","Alameda County, California","1265","null","9","null",
"0500000US06003","Alpine County, California","755","null","120","null",
"0500000US06005","Amador County, California","1039","null","57","null",
"0500000US06007","Butte County, California","885","null","16","null",
"0500000US06009","Calaveras County, California","1043","null","69","null",
"0500000US06011","Colusa County, California","904","null","71","null",
"0500000US06013","Contra Costa County, California","1340","null","13","null",
"0500000US06015","Del Norte County, California","865","null","65","null",
"0500000US06017","El Dorado County, California","1109","null","30","null",
"0500000US06019","Fresno County, California","864","null","8","null",
"0500000US06021","Glenn County, California","740","null","37","null",
"0500000US06023","Humboldt County, California","869","null","21","null",
"0500000US06025","Imperial County, California","725","null","18","null",
"0500000US06027","Inyo County, California","889","null","48","null",
"0500000US06029","Kern County, California","869","null","9","null",
"0500000US06031","Kings County, California","874","null","18","null",
"0500000US06033","Lake County, California","864","null","55","null",
"0500000US06035","Lassen County, California","873","null","59","null",
"0500000US06037","Los Angeles County, California","1187","null","3","null",
"0500000US06039","Madera County, California","888","null","26","null",
"0500000US06041","Marin County, California","1598","null","34","null",
"0500000US06043","Mariposa County, California","797","null","83","null",
"0500000US06045","Mendocino County, California","954","null","34","null",
"0500000US06047","Merced County, California","832","null","16","null",
"0500000US06049","Modoc County, California","614","null","65","null",
"0500000US06051","Mono County, California","1146","null","68","null",
"0500000US06053","Monterey County, California","1183","null","12","null",
"0500000US06055","Napa County, California","1297","null","36","null",
"0500000US06057","Nevada County, California","1135","null","52","null",
"0500000US06059","Orange County, California","1482","null","6","null",
"0500000US06061","Placer County, California","1220","null","19","null",
"0500000US06063","Plumas County, California","844","null","81","null",
"0500000US06065","Riverside County, California","1163","null","9","null",
"0500000US06067","Sacramento County, California","1019","null","11","null",
"0500000US06069","San Benito County, California","1266","null","65","null",
"0500000US06071","San Bernardino County, California","1099","null","8","null",
"0500000US06073","San Diego County, California","1282","null","7","null",
"0500000US06075","San Francisco County, California","1447","null","16","null",
"0500000US06077","San Joaquin County, California","1021","null","16","null",
"0500000US06079","San Luis Obispo County, California","1197","null","18","null",
"0500000US06081","San Mateo County, California","1541","null","22","null",
"0500000US06083","Santa Barbara County, California","1326","null","20","null",
"0500000US06085","Santa Clara County, California","1508","null","12","null",
"0500000US06087","Santa Cruz County, California","1380","null","30","null",
"0500000US06089","Shasta County, California","916","null","25","null",
"0500000US06091","Sierra County, California","1026","null","105","null",
"0500000US06093","Siskiyou County, California","792","null","36","null",
"0500000US06095","Solano County, California","1249","null","23","null",
"0500000US06097","Sonoma County, California","1243","null","17","null",
"0500000US06099","Stanislaus County, California","978","null","10","null",
"0500000US06101","Sutter County, California","869","null","27","null",
"0500000US06103","Tehama County, California","824","null","38","null",
"0500000US06105","Trinity County, California","741","null","76","null",
"0500000US06107","Tulare County, California","805","null","16","null",
"0500000US06109","Tuolumne County, California","922","null","43","null",
"0500000US06111","Ventura County, California","1447","null","16","null",
"0500000US06113","Yolo County, California","1085","null","21","null",
"0500000US06115","Yuba County, California","870","null","36","null",
