"GEO_ID","NAME","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017",
"1500000US060014338001","Block Group 1, Census Tract 4338, Alameda County, California","296","8","51","16","9","13","32","21","39","13","14","41","20","19","0","0","0",
"1500000US060014338002","Block Group 2, Census Tract 4338, Alameda County, California","827","75","31","73","69","18","35","59","65","35","42","106","108","20","45","41","5",
"1500000US060014338003","Block Group 3, Census Tract 4338, Alameda County, California","749","50","44","44","63","19","85","42","46","47","71","61","88","19","39","20","11",
"1500000US060014338004","Block Group 4, Census Tract 4338, Alameda County, California","571","14","48","14","35","49","23","54","21","37","49","57","113","35","9","7","6",
"1500000US060014339001","Block Group 1, Census Tract 4339, Alameda County, California","608","66","14","33","15","62","78","27","74","10","68","41","76","35","0","1","8",
"1500000US060014339002","Block Group 2, Census Tract 4339, Alameda County, California","526","70","45","27","21","36","38","26","63","36","10","23","53","53","25","0","0",
"1500000US060014339003","Block Group 3, Census Tract 4339, Alameda County, California","352","16","17","6","40","27","16","20","32","16","76","45","34","0","0","0","7",
"1500000US060014339004","Block Group 4, Census Tract 4339, Alameda County, California","702","63","38","45","54","99","55","84","33","53","36","70","35","0","14","23","0",
"1500000US060014340001","Block Group 1, Census Tract 4340, Alameda County, California","779","69","55","55","69","74","82","45","57","26","46","62","72","25","26","0","16",
"1500000US060014340002","Block Group 2, Census Tract 4340, Alameda County, California","277","21","23","24","9","12","10","0","4","12","36","23","54","32","8","0","9",
"1500000US060014340003","Block Group 3, Census Tract 4340, Alameda County, California","555","71","54","44","75","28","39","35","53","48","43","49","13","0","3","0","0",
"1500000US060014351011","Block Group 1, Census Tract 4351.01, Alameda County, California","1110","0","10","5","6","20","24","8","7","0","70","73","165","217","142","255","108",
"1500000US060014351012","Block Group 2, Census Tract 4351.01, Alameda County, California","984","50","35","12","47","70","49","72","79","37","82","155","127","73","26","25","45",
"1500000US060014351013","Block Group 3, Census Tract 4351.01, Alameda County, California","534","12","0","8","0","9","34","16","18","27","18","54","64","107","77","37","53",
"1500000US060014351014","Block Group 4, Census Tract 4351.01, Alameda County, California","208","0","7","10","20","0","18","3","8","16","16","32","63","0","8","0","7",
"1500000US060014351015","Block Group 5, Census Tract 4351.01, Alameda County, California","939","69","9","75","64","55","16","117","82","74","129","65","120","43","0","21","0",
"1500000US060014351021","Block Group 1, Census Tract 4351.02, Alameda County, California","790","58","0","10","68","24","24","15","42","21","65","95","150","63","36","31","88",
"1500000US060014351022","Block Group 2, Census Tract 4351.02, Alameda County, California","920","0","36","24","21","16","8","55","69","28","79","95","127","93","140","81","48",
"1500000US060014352001","Block Group 1, Census Tract 4352, Alameda County, California","1360","78","17","58","42","21","28","55","69","58","131","174","228","166","144","83","8",
"1500000US060014353001","Block Group 1, Census Tract 4353, Alameda County, California","450","22","30","21","8","41","10","29","15","41","72","29","75","44","10","0","3",
"1500000US060014353002","Block Group 2, Census Tract 4353, Alameda County, California","1203","97","31","31","37","69","49","25","85","50","152","175","215","98","37","28","24",
"1500000US060014354001","Block Group 1, Census Tract 4354, Alameda County, California","922","115","88","49","68","67","63","86","33","29","95","135","55","19","20","0","0",
"1500000US060014354002","Block Group 2, Census Tract 4354, Alameda County, California","515","41","9","37","56","41","43","40","18","32","58","43","49","12","8","8","20",
"1500000US060014354003","Block Group 3, Census Tract 4354, Alameda County, California","379","21","17","23","35","23","18","30","24","5","51","44","34","21","30","3","0",
"1500000US060014355001","Block Group 1, Census Tract 4355, Alameda County, California","446","75","35","30","16","41","45","14","23","27","15","50","58","5","9","3","0",
"1500000US060014355002","Block Group 2, Census Tract 4355, Alameda County, California","509","72","22","17","24","36","52","33","31","18","66","52","47","12","23","4","0",
"1500000US060014355003","Block Group 3, Census Tract 4355, Alameda County, California","502","69","20","18","23","47","40","42","31","73","60","48","8","0","8","15","0",
"1500000US060014356001","Block Group 1, Census Tract 4356, Alameda County, California","382","23","7","31","20","10","57","43","46","21","39","28","17","17","23","0","0",
"1500000US060014356002","Block Group 2, Census Tract 4356, Alameda County, California","513","19","10","32","15","50","91","8","20","46","82","48","61","24","0","7","0",
"1500000US060014356003","Block Group 3, Census Tract 4356, Alameda County, California","426","29","19","23","11","56","12","36","3","72","61","66","21","17","0","0","0",
"1500000US060014356004","Block Group 4, Census Tract 4356, Alameda County, California","488","32","24","13","8","35","35","19","42","54","69","84","58","7","8","0","0",
"1500000US060014356005","Block Group 5, Census Tract 4356, Alameda County, California","914","105","62","53","35","50","51","129","54","48","70","116","94","26","13","0","8",
"1500000US060014356006","Block Group 6, Census Tract 4356, Alameda County, California","440","9","14","15","19","25","51","31","34","66","53","38","54","31","0","0","0",
"1500000US060014357001","Block Group 1, Census Tract 4357, Alameda County, California","414","37","30","9","2","24","34","62","26","26","64","48","33","10","4","0","5",
"1500000US060014357002","Block Group 2, Census Tract 4357, Alameda County, California","244","10","12","0","8","10","20","10","7","6","15","31","60","33","16","0","6",
"1500000US060014357003","Block Group 3, Census Tract 4357, Alameda County, California","433","16","0","38","48","22","37","4","4","19","46","67","72","26","29","0","5",
"1500000US060014357004","Block Group 4, Census Tract 4357, Alameda County, California","398","25","15","22","20","21","57","33","22","20","32","31","54","43","3","0","0",
"1500000US060014358001","Block Group 1, Census Tract 4358, Alameda County, California","394","37","6","12","0","21","12","12","20","23","63","65","79","32","4","8","0",
"1500000US060014358002","Block Group 2, Census Tract 4358, Alameda County, California","393","12","37","0","25","12","0","23","17","25","42","45","68","42","25","20","0",
"1500000US060014358003","Block Group 3, Census Tract 4358, Alameda County, California","465","13","34","26","15","5","47","34","13","19","69","40","92","34","8","9","7",
"1500000US060014358004","Block Group 4, Census Tract 4358, Alameda County, California","385","22","6","14","11","12","25","13","25","20","45","61","54","9","32","29","7",
"1500000US060014359001","Block Group 1, Census Tract 4359, Alameda County, California","603","13","7","14","41","0","31","36","31","34","91","77","108","39","66","8","7",
"1500000US060014359002","Block Group 2, Census Tract 4359, Alameda County, California","510","15","20","21","22","42","33","36","15","17","82","67","61","35","28","16","0",
"1500000US060014359003","Block Group 3, Census Tract 4359, Alameda County, California","355","15","0","14","15","0","20","9","26","5","60","89","40","9","38","0","15",
"1500000US060014359004","Block Group 4, Census Tract 4359, Alameda County, California","218","7","0","6","24","0","27","4","0","20","16","26","40","36","12","0","0",
"1500000US060014360001","Block Group 1, Census Tract 4360, Alameda County, California","351","14","3","18","37","15","21","6","43","16","50","48","39","29","12","0","0",
"1500000US060014360002","Block Group 2, Census Tract 4360, Alameda County, California","578","12","0","38","33","16","13","38","38","46","75","99","93","13","35","17","12",
"1500000US060014360003","Block Group 3, Census Tract 4360, Alameda County, California","512","22","10","7","39","9","15","10","21","20","56","114","101","43","17","22","6",
"1500000US060014361001","Block Group 1, Census Tract 4361, Alameda County, California","313","12","23","0","19","9","17","0","9","6","8","42","116","25","6","13","8",
"1500000US060014361002","Block Group 2, Census Tract 4361, Alameda County, California","787","124","61","64","17","39","68","31","45","37","56","120","67","20","19","10","9",
"1500000US060014361003","Block Group 3, Census Tract 4361, Alameda County, California","634","35","16","52","24","69","36","44","18","20","56","71","116","50","12","9","6",
"1500000US060014362001","Block Group 1, Census Tract 4362, Alameda County, California","296","33","0","13","10","21","19","26","3","6","41","34","66","11","0","5","8",
"1500000US060014362002","Block Group 2, Census Tract 4362, Alameda County, California","771","65","62","29","81","28","39","38","63","41","97","78","126","14","5","0","5",
"1500000US060014363001","Block Group 1, Census Tract 4363, Alameda County, California","678","52","28","11","58","36","69","59","33","38","87","84","72","38","4","0","9",
"1500000US060014363002","Block Group 2, Census Tract 4363, Alameda County, California","639","52","20","32","46","49","34","35","51","26","63","111","44","9","40","21","6",
"1500000US060014363003","Block Group 3, Census Tract 4363, Alameda County, California","300","8","18","31","5","28","26","15","33","48","32","17","17","13","0","0","9",
"1500000US060014363004","Block Group 4, Census Tract 4363, Alameda County, California","269","32","12","13","19","7","37","15","4","26","11","48","28","12","5","0","0",
"1500000US060014364011","Block Group 1, Census Tract 4364.01, Alameda County, California","363","0","0","0","12","14","0","7","20","0","28","76","82","52","36","24","12",
"1500000US060014364012","Block Group 2, Census Tract 4364.01, Alameda County, California","794","48","0","28","61","29","55","53","80","52","63","77","112","76","15","45","0",
"1500000US060014364013","Block Group 3, Census Tract 4364.01, Alameda County, California","641","87","25","19","16","36","28","65","22","26","36","80","125","22","25","22","7",
"1500000US060014364014","Block Group 4, Census Tract 4364.01, Alameda County, California","657","51","57","50","54","32","69","57","20","49","40","23","49","53","20","33","0",
"1500000US060014364015","Block Group 5, Census Tract 4364.01, Alameda County, California","351","9","8","59","15","10","31","19","8","58","19","54","33","18","0","10","0",
"1500000US060014364021","Block Group 1, Census Tract 4364.02, Alameda County, California","393","5","16","12","11","12","6","11","5","0","2","69","63","73","38","37","33",
"1500000US060014364022","Block Group 2, Census Tract 4364.02, Alameda County, California","204","0","6","13","9","0","0","6","0","0","14","23","46","16","20","21","30",
"1500000US060014364023","Block Group 3, Census Tract 4364.02, Alameda County, California","460","6","0","23","9","5","6","17","13","8","26","29","77","76","51","46","68",
"1500000US060014365001","Block Group 1, Census Tract 4365, Alameda County, California","601","52","32","33","28","35","49","39","37","25","60","91","86","13","21","0","0",
"1500000US060014365002","Block Group 2, Census Tract 4365, Alameda County, California","1123","160","46","53","26","9","42","51","75","31","150","102","229","101","30","12","6",
"1500000US060014366011","Block Group 1, Census Tract 4366.01, Alameda County, California","463","48","0","38","14","13","32","46","17","36","23","68","60","22","29","10","7",
"1500000US060014366012","Block Group 2, Census Tract 4366.01, Alameda County, California","843","66","19","51","68","36","74","46","33","83","60","115","98","49","19","26","0",
"1500000US060014366013","Block Group 3, Census Tract 4366.01, Alameda County, California","583","8","43","22","16","60","78","41","48","70","50","37","48","15","29","8","10",
"1500000US060014366021","Block Group 1, Census Tract 4366.02, Alameda County, California","1107","90","71","57","100","100","74","78","67","76","115","79","95","56","35","0","14",
"1500000US060014366022","Block Group 2, Census Tract 4366.02, Alameda County, California","450","18","40","48","15","34","36","41","7","0","69","21","77","31","13","0","0",
"1500000US060014367001","Block Group 1, Census Tract 4367, Alameda County, California","187","0","8","0","14","0","10","23","24","0","38","41","19","5","5","0","0",
"1500000US060014367002","Block Group 2, Census Tract 4367, Alameda County, California","638","51","7","29","55","11","15","7","63","37","109","85","109","45","7","8","0",
"1500000US060014368001","Block Group 1, Census Tract 4368, Alameda County, California","898","63","55","15","56","86","63","41","44","59","112","106","101","76","8","13","0",
"1500000US060014368002","Block Group 2, Census Tract 4368, Alameda County, California","447","29","11","2","17","21","19","22","18","24","34","59","102","72","0","17","0",
"1500000US060014369001","Block Group 1, Census Tract 4369, Alameda County, California","671","94","41","18","11","70","46","34","26","52","75","122","64","7","5","6","0",
"1500000US060014369002","Block Group 2, Census Tract 4369, Alameda County, California","256","0","10","18","0","6","6","14","28","10","35","36","67","12","0","14","0",
"1500000US060014369003","Block Group 3, Census Tract 4369, Alameda County, California","293","0","5","7","9","20","9","33","27","14","14","50","62","36","0","7","0",
"1500000US060014369004","Block Group 4, Census Tract 4369, Alameda County, California","659","39","23","22","43","45","31","70","30","25","78","81","114","40","11","0","7",
"1500000US060014370001","Block Group 1, Census Tract 4370, Alameda County, California","523","16","12","15","17","12","0","6","53","26","106","80","95","53","21","11","0",
"1500000US060014370002","Block Group 2, Census Tract 4370, Alameda County, California","246","0","14","0","0","29","8","29","0","18","23","35","61","22","7","0","0",
"1500000US060014370003","Block Group 3, Census Tract 4370, Alameda County, California","487","15","11","18","12","13","30","23","42","41","65","93","38","44","31","11","0",
"1500000US060014371001","Block Group 1, Census Tract 4371, Alameda County, California","244","6","0","22","0","17","17","12","6","0","34","49","23","23","18","9","8",
"1500000US060014371002","Block Group 2, Census Tract 4371, Alameda County, California","313","6","10","0","5","11","10","22","0","9","40","80","51","21","35","6","7",
"1500000US060014371003","Block Group 3, Census Tract 4371, Alameda County, California","1168","86","68","64","13","64","63","58","105","101","172","130","137","57","28","14","8",
"1500000US060014371004","Block Group 4, Census Tract 4371, Alameda County, California","501","18","14","14","42","14","16","48","35","13","6","55","79","69","48","16","14",
"1500000US060014371005","Block Group 5, Census Tract 4371, Alameda County, California","484","0","9","18","23","0","16","22","28","36","70","154","84","7","9","0","8",
"1500000US060014372001","Block Group 1, Census Tract 4372, Alameda County, California","687","72","25","112","20","8","19","38","37","17","49","51","74","61","37","40","27",
"1500000US060014372002","Block Group 2, Census Tract 4372, Alameda County, California","1075","75","33","0","80","11","83","49","61","63","77","172","225","66","33","47","0",
"1500000US060014372003","Block Group 3, Census Tract 4372, Alameda County, California","417","6","7","23","40","26","0","35","23","50","30","43","79","18","30","7","0",
"1500000US060014373001","Block Group 1, Census Tract 4373, Alameda County, California","257","19","3","4","6","10","13","0","11","11","30","25","83","26","16","0","0",
"1500000US060014373002","Block Group 2, Census Tract 4373, Alameda County, California","428","11","14","16","17","17","17","25","21","32","65","92","47","41","8","5","0",
"1500000US060014373003","Block Group 3, Census Tract 4373, Alameda County, California","260","0","4","5","24","26","26","24","11","13","15","23","62","12","0","7","8",
"1500000US060014374001","Block Group 1, Census Tract 4374, Alameda County, California","249","6","0","17","17","6","6","21","6","5","21","56","13","55","11","9","0",
"1500000US060014374002","Block Group 2, Census Tract 4374, Alameda County, California","259","15","8","0","8","27","18","38","13","0","0","48","31","28","12","0","13",
"1500000US060014374003","Block Group 3, Census Tract 4374, Alameda County, California","239","6","10","18","6","0","0","35","15","18","43","46","5","10","17","7","3",
"1500000US060014374004","Block Group 4, Census Tract 4374, Alameda County, California","208","5","11","24","8","18","8","0","5","0","42","32","21","17","17","0","0",
"1500000US060014375001","Block Group 1, Census Tract 4375, Alameda County, California","1205","83","65","81","92","91","100","90","123","74","116","179","75","25","0","11","0",
"1500000US060014376001","Block Group 1, Census Tract 4376, Alameda County, California","609","74","47","17","26","35","43","25","26","51","32","49","104","73","0","7","0",
"1500000US060014376002","Block Group 2, Census Tract 4376, Alameda County, California","309","12","0","7","15","9","4","14","19","17","30","61","52","51","6","8","4",
"1500000US060014377001","Block Group 1, Census Tract 4377, Alameda County, California","1597","105","122","70","95","141","146","167","155","123","227","132","63","26","0","0","25",
"1500000US060014377002","Block Group 2, Census Tract 4377, Alameda County, California","575","41","24","34","43","46","9","63","8","37","73","60","121","16","0","0","0",
"1500000US060014378001","Block Group 1, Census Tract 4378, Alameda County, California","973","68","30","35","29","42","24","58","27","27","129","137","221","106","27","13","0",
"1500000US060014378002","Block Group 2, Census Tract 4378, Alameda County, California","251","5","0","0","17","6","7","6","25","3","37","35","53","27","8","11","11",
"1500000US060014379001","Block Group 1, Census Tract 4379, Alameda County, California","395","25","8","28","26","27","24","13","35","62","34","13","46","38","16","0","0",
"1500000US060014379002","Block Group 2, Census Tract 4379, Alameda County, California","328","33","14","15","14","8","24","20","36","7","41","38","35","10","25","8","0",
"1500000US060014380001","Block Group 1, Census Tract 4380, Alameda County, California","702","23","36","21","34","13","38","60","31","24","61","139","75","28","69","31","19",
"1500000US060014380002","Block Group 2, Census Tract 4380, Alameda County, California","327","0","4","6","20","9","6","36","12","5","22","80","43","51","6","11","16",
"1500000US060014381001","Block Group 1, Census Tract 4381, Alameda County, California","481","0","0","0","21","19","0","10","0","0","42","62","18","129","93","52","35",
"1500000US060014381002","Block Group 2, Census Tract 4381, Alameda County, California","300","9","0","0","12","0","29","18","7","12","40","27","82","53","0","11","0",
"1500000US060014381003","Block Group 3, Census Tract 4381, Alameda County, California","343","16","30","17","0","8","16","11","40","40","44","38","26","50","7","0","0",
"1500000US060014381004","Block Group 4, Census Tract 4381, Alameda County, California","468","34","28","29","23","10","0","7","20","33","83","37","108","31","0","25","0",
"1500000US060014381005","Block Group 5, Census Tract 4381, Alameda County, California","262","6","0","0","6","13","14","6","28","6","23","44","70","30","8","8","0",
"1500000US060014381006","Block Group 6, Census Tract 4381, Alameda County, California","248","0","16","7","5","0","17","6","29","7","30","45","79","0","2","5","0",
"1500000US060014382011","Block Group 1, Census Tract 4382.01, Alameda County, California","378","14","0","6","8","22","13","20","15","19","25","121","26","57","20","7","5",
"1500000US060014382012","Block Group 2, Census Tract 4382.01, Alameda County, California","500","36","17","29","39","42","60","43","0","12","23","56","104","13","14","0","12",
"1500000US060014382013","Block Group 3, Census Tract 4382.01, Alameda County, California","314","11","14","4","7","0","6","13","21","49","26","42","46","46","12","12","5",
"1500000US060014382021","Block Group 1, Census Tract 4382.02, Alameda County, California","628","0","17","30","45","20","24","57","17","45","40","118","132","25","24","34","0",
"1500000US060014382022","Block Group 2, Census Tract 4382.02, Alameda County, California","1391","78","94","55","96","113","117","62","25","23","160","190","157","73","60","74","14",
"1500000US060014382023","Block Group 3, Census Tract 4382.02, Alameda County, California","387","55","18","8","32","20","18","18","15","41","30","57","48","15","6","6","0",
"1500000US060014382024","Block Group 4, Census Tract 4382.02, Alameda County, California","556","21","24","6","39","30","52","30","19","16","46","75","77","64","33","8","16",
"1500000US060014383001","Block Group 1, Census Tract 4383, Alameda County, California","312","12","28","5","24","16","7","12","9","11","31","47","56","19","19","10","6",
"1500000US060014383002","Block Group 2, Census Tract 4383, Alameda County, California","376","0","24","0","12","0","16","20","30","12","31","68","118","23","0","22","0",
"1500000US060014383003","Block Group 3, Census Tract 4383, Alameda County, California","224","11","14","15","11","0","13","15","0","0","33","30","43","5","19","10","5",
"1500000US060014384001","Block Group 1, Census Tract 4384, Alameda County, California","372","7","14","21","17","24","22","0","19","11","46","73","69","36","7","0","6",
"1500000US060014384002","Block Group 2, Census Tract 4384, Alameda County, California","376","19","6","36","28","5","18","10","21","29","36","69","36","29","14","6","14",
"1500000US060014401001","Block Group 1, Census Tract 4401, Alameda County, California","749","41","21","20","16","13","6","26","50","8","115","100","124","68","48","49","44",
"1500000US060014402001","Block Group 1, Census Tract 4402, Alameda County, California","386","26","24","36","7","27","19","17","19","25","37","33","46","54","7","9","0",
"1500000US060014402002","Block Group 2, Census Tract 4402, Alameda County, California","381","24","16","7","7","5","49","20","28","24","42","72","38","27","0","12","10",
"1500000US060014402003","Block Group 3, Census Tract 4402, Alameda County, California","290","10","11","36","6","14","24","4","13","17","26","59","38","11","7","0","14",
"1500000US060014402004","Block Group 4, Census Tract 4402, Alameda County, California","350","20","7","22","0","22","11","23","15","11","59","71","32","40","0","6","11",
"1500000US060014403011","Block Group 1, Census Tract 4403.01, Alameda County, California","309","16","15","10","5","20","0","27","0","0","53","42","84","31","0","0","6",
"1500000US060014403012","Block Group 2, Census Tract 4403.01, Alameda County, California","74","0","0","0","7","11","0","0","0","0","0","5","24","11","16","0","0",
"1500000US060014403013","Block Group 3, Census Tract 4403.01, Alameda County, California","972","48","32","19","8","12","35","43","5","30","70","158","187","203","58","40","24",
"1500000US060014403014","Block Group 4, Census Tract 4403.01, Alameda County, California","512","20","7","0","9","23","30","11","26","13","28","100","99","102","24","20","0",
"1500000US060014403015","Block Group 5, Census Tract 4403.01, Alameda County, California","227","37","7","5","14","33","9","24","17","0","34","43","0","0","0","4","0",
"1500000US060014403021","Block Group 1, Census Tract 4403.02, Alameda County, California","712","12","0","0","11","5","7","10","5","20","59","90","149","109","102","86","47",
"1500000US060014403022","Block Group 2, Census Tract 4403.02, Alameda County, California","809","17","21","2","31","13","35","7","15","40","77","125","192","90","105","32","7",
"1500000US060014403023","Block Group 3, Census Tract 4403.02, Alameda County, California","355","0","0","0","0","14","7","16","5","8","20","39","102","54","43","30","17",
"1500000US060014403041","Block Group 1, Census Tract 4403.04, Alameda County, California","353","15","10","5","6","20","0","17","0","6","72","58","76","15","32","10","11",
"1500000US060014403042","Block Group 2, Census Tract 4403.04, Alameda County, California","509","61","39","17","48","17","31","17","12","0","49","51","99","32","20","10","6",
"1500000US060014403043","Block Group 3, Census Tract 4403.04, Alameda County, California","400","22","13","10","18","6","4","14","29","5","20","40","88","62","43","12","14",
"1500000US060014403051","Block Group 1, Census Tract 4403.05, Alameda County, California","259","7","6","14","0","0","0","6","5","5","22","36","64","46","23","10","15",
"1500000US060014403052","Block Group 2, Census Tract 4403.05, Alameda County, California","259","0","0","5","11","6","0","7","0","17","5","45","72","30","39","22","0",
"1500000US060014403053","Block Group 3, Census Tract 4403.05, Alameda County, California","521","0","12","0","5","7","26","23","14","10","65","62","148","85","45","12","7",
"1500000US060014403061","Block Group 1, Census Tract 4403.06, Alameda County, California","665","0","3","28","19","10","33","34","37","24","97","99","162","63","16","26","14",
"1500000US060014403062","Block Group 2, Census Tract 4403.06, Alameda County, California","350","16","0","9","19","23","11","0","6","5","24","45","70","64","18","34","6",
"1500000US060014403071","Block Group 1, Census Tract 4403.07, Alameda County, California","267","4","0","15","0","0","13","26","0","16","20","24","85","23","14","19","8",
"1500000US060014403072","Block Group 2, Census Tract 4403.07, Alameda County, California","1291","46","87","68","90","53","92","75","75","57","72","153","240","114","29","31","9",
"1500000US060014403081","Block Group 1, Census Tract 4403.08, Alameda County, California","378","5","0","13","0","19","3","4","22","18","33","35","91","55","37","39","4",
"1500000US060014403082","Block Group 2, Census Tract 4403.08, Alameda County, California","389","12","0","20","34","18","39","6","16","20","50","52","83","32","0","7","0",
"1500000US060014403083","Block Group 3, Census Tract 4403.08, Alameda County, California","1108","121","101","33","40","12","53","35","42","39","54","124","180","109","59","84","22",
"1500000US060014403091","Block Group 1, Census Tract 4403.09, Alameda County, California","741","28","0","8","11","0","15","0","0","6","84","69","198","128","81","62","51",
"1500000US060014403092","Block Group 2, Census Tract 4403.09, Alameda County, California","762","55","55","11","61","32","59","31","29","25","55","167","72","52","9","49","0",
"1500000US060014403093","Block Group 3, Census Tract 4403.09, Alameda County, California","751","24","0","0","13","10","11","39","10","35","66","135","196","103","39","27","43",
"1500000US060014403311","Block Group 1, Census Tract 4403.31, Alameda County, California","235","0","9","0","4","0","5","44","11","11","35","17","30","27","32","10","0",
"1500000US060014403312","Block Group 2, Census Tract 4403.31, Alameda County, California","659","20","35","21","24","27","36","25","40","41","71","121","85","77","17","0","19",
"1500000US060014403321","Block Group 1, Census Tract 4403.32, Alameda County, California","852","23","14","7","5","0","4","0","5","12","27","97","153","40","141","240","84",
"1500000US060014411001","Block Group 1, Census Tract 4411, Alameda County, California","803","55","53","34","44","30","52","27","26","22","61","32","123","85","52","67","40",
"1500000US060014411002","Block Group 2, Census Tract 4411, Alameda County, California","663","15","6","0","4","0","6","10","7","37","43","87","106","145","91","48","58",
"1500000US060014412001","Block Group 1, Census Tract 4412, Alameda County, California","1082","71","51","40","51","51","101","26","58","17","73","142","232","77","19","40","33",
"1500000US060014412002","Block Group 2, Census Tract 4412, Alameda County, California","509","8","0","0","32","8","21","29","15","8","26","53","141","51","58","32","27",
"1500000US060014412003","Block Group 3, Census Tract 4412, Alameda County, California","854","4","40","6","0","8","13","17","15","13","89","126","169","130","60","84","80",
"1500000US060014413011","Block Group 1, Census Tract 4413.01, Alameda County, California","275","6","0","7","12","0","0","0","7","0","8","5","46","32","44","65","43",
"1500000US060014413012","Block Group 2, Census Tract 4413.01, Alameda County, California","734","37","5","0","13","39","18","42","30","33","100","112","109","105","39","22","30",
"1500000US060014413021","Block Group 1, Census Tract 4413.02, Alameda County, California","1060","7","0","16","30","32","71","22","49","37","71","115","168","163","126","85","68",
"1500000US060014413022","Block Group 2, Census Tract 4413.02, Alameda County, California","514","15","9","26","17","25","16","31","58","8","41","13","105","58","60","25","7",
"1500000US060014413023","Block Group 3, Census Tract 4413.02, Alameda County, California","301","33","16","0","0","13","7","0","7","31","8","19","84","30","22","14","17",
"1500000US060014414011","Block Group 1, Census Tract 4414.01, Alameda County, California","1142","59","0","33","15","49","45","75","49","57","153","140","235","81","53","74","24",
"1500000US060014414012","Block Group 2, Census Tract 4414.01, Alameda County, California","899","9","8","10","30","20","6","51","15","27","118","71","139","171","118","91","15",
"1500000US060014414013","Block Group 3, Census Tract 4414.01, Alameda County, California","285","13","8","8","22","5","23","7","8","16","15","20","53","23","25","18","21",
"1500000US060014414021","Block Group 1, Census Tract 4414.02, Alameda County, California","554","5","0","0","0","9","8","7","0","0","19","26","115","119","80","111","55",
"1500000US060014414022","Block Group 2, Census Tract 4414.02, Alameda County, California","774","60","20","40","11","46","20","46","48","20","60","70","111","81","78","41","22",
"1500000US060014414023","Block Group 3, Census Tract 4414.02, Alameda County, California","351","0","0","0","0","8","15","10","0","7","25","95","46","87","25","15","18",
"1500000US060014415011","Block Group 1, Census Tract 4415.01, Alameda County, California","1404","22","25","18","47","15","17","37","24","43","101","116","260","282","158","172","67",
"1500000US060014415031","Block Group 1, Census Tract 4415.03, Alameda County, California","244","25","0","10","0","12","0","0","10","13","8","51","90","9","0","16","0",
"1500000US060014415032","Block Group 2, Census Tract 4415.03, Alameda County, California","806","0","16","0","13","7","8","0","11","15","45","62","186","162","105","117","59",
"1500000US060014415033","Block Group 3, Census Tract 4415.03, Alameda County, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US060014415034","Block Group 4, Census Tract 4415.03, Alameda County, California","1292","13","12","33","0","22","23","21","40","27","65","137","278","197","200","167","57",
"1500000US060014415035","Block Group 5, Census Tract 4415.03, Alameda County, California","1391","9","21","0","24","6","16","5","43","65","124","265","369","232","54","105","53",
"1500000US060014415211","Block Group 1, Census Tract 4415.21, Alameda County, California","488","0","32","16","19","0","0","14","20","6","26","64","110","82","66","27","6",
"1500000US060014415212","Block Group 2, Census Tract 4415.21, Alameda County, California","974","22","25","7","6","0","17","25","6","10","75","134","220","181","88","100","58",
"1500000US060014415213","Block Group 3, Census Tract 4415.21, Alameda County, California","326","38","9","26","45","9","14","17","22","29","17","15","9","41","14","12","9",
"1500000US060014415221","Block Group 1, Census Tract 4415.22, Alameda County, California","329","4","0","24","0","0","17","13","0","0","13","26","68","49","62","39","14",
"1500000US060014415222","Block Group 2, Census Tract 4415.22, Alameda County, California","1085","41","21","43","29","8","27","61","62","47","69","111","199","160","45","120","42",
"1500000US060014416011","Block Group 1, Census Tract 4416.01, Alameda County, California","1048","28","9","16","0","16","34","45","40","30","112","257","149","131","97","74","10",
"1500000US060014416012","Block Group 2, Census Tract 4416.01, Alameda County, California","386","28","0","0","15","17","8","12","20","13","23","70","91","63","26","0","0",
"1500000US060014416021","Block Group 1, Census Tract 4416.02, Alameda County, California","739","39","35","22","25","20","17","4","14","45","89","103","100","111","70","24","21",
"1500000US060014416022","Block Group 2, Census Tract 4416.02, Alameda County, California","203","0","0","20","0","11","0","9","14","10","8","14","52","22","17","26","0",
"1500000US060014416023","Block Group 3, Census Tract 4416.02, Alameda County, California","932","8","31","18","27","88","65","14","85","62","79","181","144","70","11","35","14",
"1500000US060014416024","Block Group 4, Census Tract 4416.02, Alameda County, California","315","6","17","0","7","0","21","5","0","28","41","64","61","36","16","13","0",
"1500000US060014417001","Block Group 1, Census Tract 4417, Alameda County, California","911","33","15","42","66","0","60","56","75","39","78","142","167","117","0","21","0",
"1500000US060014417002","Block Group 2, Census Tract 4417, Alameda County, California","694","27","6","33","10","16","34","32","46","39","83","51","117","84","26","66","24",
"1500000US060014417003","Block Group 3, Census Tract 4417, Alameda County, California","316","0","0","16","15","33","9","0","0","0","19","106","80","38","0","0","0",
"1500000US060014417004","Block Group 4, Census Tract 4417, Alameda County, California","462","20","36","15","22","46","14","14","7","4","78","40","35","88","11","32","0",
"1500000US060014418001","Block Group 1, Census Tract 4418, Alameda County, California","999","30","20","15","7","16","20","56","57","53","55","218","182","104","99","8","59",
"1500000US060014418002","Block Group 2, Census Tract 4418, Alameda County, California","1322","112","20","13","45","19","102","32","66","65","178","195","225","100","15","70","65",
"1500000US060014419011","Block Group 1, Census Tract 4419.01, Alameda County, California","2504","49","72","57","41","57","54","87","71","79","238","477","502","378","112","162","68",
