bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G06003709175044000238000U1,G06003702380001,060372380001,1.0,1.0,1.0,1.0
G06003709175044000238000U2,G06003702380002,060372380002,1.0,1.0,1.0,1.0
G06003709175044000238000U3,G06003702380003,060372380003,1.0,1.0,1.0,1.0
G06003709175044000238000U4,G06003702380004,060372380004,1.0,1.0,1.0,1.0
G06003709175044000238000U5,G06003702380005,060372380005,1.0,1.0,1.0,1.0
G06003709175044000238000U6,G06003702380006,060372380006,1.0,1.0,1.0,1.0
G06003709175044000238100U1,G06003702381001,060372381001,1.0,1.0,1.0,1.0
G06003709175044000238100U2,G06003702381002,060372381002,1.0,1.0,1.0,1.0
G06003709175044000238100U3,G06003702381003,060372381003,1.0,1.0,1.0,1.0
G06003709175044000238100U4,G06003702381004,060372381004,1.0,1.0,1.0,1.0
G06003709175044000238200U1,G06003702382001,060372382001,1.0,1.0,1.0,1.0
G06003709175044000238200U2,G06003702382002,060372382002,1.0,1.0,1.0,1.0
G06003709175044000238200U3,G06003702382003,060372382003,1.0,1.0,1.0,1.0
G06003709175044000238200U4,G06003702382004,060372382004,1.0,1.0,1.0,1.0
G06003709175044000238310U1,G06003702383101,060372383101,1.0,1.0,1.0,1.0
G06003709175044000238310U2,G06003702383102,060372383102,1.0,1.0,1.0,1.0
G06003709175044000238310U3,G06003702397012,060372397012,1.0,1.0,1.0,1.0
G06003709175044000238320U1,G06003702383201,060372383201,1.0,1.0,1.0,1.0
G06003709175044000238320U2,G06003702383202,060372383202,0.4342629482,0.490521327,0.4855072464,0.4755700326
G06003709175044000238320U2,G06003702383203,060372383203,0.5657370518,0.509478673,0.5144927536,0.5244299674
G06003709175044000238320U3,G06003702397024,060372397024,1.0,1.0,1.0,1.0
G06003709175044000238400U1,G06003702384001,060372384001,1.0,1.0,1.0,1.0
G06003709175044000238400U2,G06003702384002,060372384002,1.0,1.0,1.0,1.0
G06003709175044000238400U3,G06003702384003,060372384003,1.0,1.0,1.0,1.0
G06003709175044000238400U4,G06003702384004,060372384004,1.0,1.0,1.0,1.0
G06003709175044000239200U1,G06003702392021,060372392021,1.0,1.0,1.0,1.0
G06003709175044000239200U2,G06003702392012,060372392012,0.5165501166,0.5176767677,0.5130111524,0.5222405272
G06003709175044000239200U2,G06003702392023,060372392023,0.4834498834,0.4823232323,0.4869888476,0.4777594728
G06003709175044000239200U3,G06003702392011,060372392011,1.0,1.0,1.0,1.0
G06003709175044000239200U4,G06003702392022,060372392022,1.0,1.0,1.0,1.0
G06003709175044000239310U1,G06003702393102,060372393102,1.0,1.0,1.0,1.0
G06003709175044000239310U2,G06003702393103,060372393103,1.0,1.0,1.0,1.0
G06003709175044000239320U1,G06003702393201,060372393201,0.7806487081,0.7844827586,0.7977272727,0.7986870897
G06003709175044000239320U1,G06003702393202,060372393202,0.2193512919,0.2155172414,0.2022727273,0.2013129103
G06003709175044000239320U2,G06003702393202,060372393202,1.0,1.0,1.0,1.0
G06003709175044000239330U1,G06003702393301,060372393301,1.0,1.0,1.0,1.0
G06003709175044000239330U2,G06003702393301,060372393301,0.1912004345,0.1949152542,0.1835748792,0.178807947
G06003709175044000239330U2,G06003702393302,060372393302,0.8087995655,0.8050847458,0.8164251208,0.821192053
G06003709175044000239500U1,G06003702395011,060372395011,1.0,1.0,1.0,1.0
G06003709175044000239500U2,G06003702395021,060372395021,1.0,1.0,1.0,1.0
G06003709175044000239500U3,G06003702395022,060372395022,0.1743264659,0.2007722008,0.2041420118,0.209039548
G06003709175044000239500U3,G06003702395023,060372395023,0.8256735341,0.7992277992,0.7958579882,0.790960452
G06003709175044000239500U4,G06003702395013,060372395013,1.0,1.0,1.0,1.0
G06003709175044000239500U5,G06003702395012,060372395012,0.5918513224,0.6177474403,0.6353887399,0.6377171216
G06003709175044000239500U5,G06003702395022,060372395022,0.4081486776,0.3822525597,0.3646112601,0.3622828784
G06003709175044000239600U1,G06003702396011,060372396011,0.5107248521,0.5196998124,0.4953560372,0.4858681023
G06003709175044000239600U1,G06003702396012,060372396012,0.4892751479,0.4803001876,0.5046439628,0.5141318977
G06003709175044000239600U2,G06003702396021,060372396021,0.5834348356,0.5878787879,0.5681444992,0.5617647059
G06003709175044000239600U2,G06003702396022,060372396022,0.4165651644,0.4121212121,0.4318555008,0.4382352941
G06003709175044000239700U1,G06003702397011,060372397011,0.8347826087,0.8393285372,0.828685259,0.8384754991
G06003709175044000239700U1,G06003702397012,060372397012,0.1652173913,0.1606714628,0.171314741,0.1615245009
G06003709175044000239700U2,G06003702397012,060372397012,0.3971756399,0.3727272727,0.3694029851,0.3603896104
G06003709175044000239700U2,G06003702397023,060372397023,0.6028243601,0.6272727273,0.6305970149,0.6396103896
G06003709175044000239700U3,G06003702397022,060372397022,1.0,1.0,1.0,1.0
G06003709175044000239700U4,G06003702397012,060372397012,0.2282157676,0.2219321149,0.2063829787,0.2039215686
G06003709175044000239700U4,G06003702397021,060372397021,0.5529045643,0.5718015666,0.5829787234,0.5882352941
G06003709175044000239700U4,G06003702397024,060372397024,0.218879668,0.2062663185,0.2106382979,0.2078431373
G06003709175044000239800U1,G06003702398011,060372398011,0.7813646368,0.752851711,0.7352941176,0.7424657534
G06003709175044000239800U1,G06003702398024,060372398024,0.2186353632,0.247148289,0.2647058824,0.2575342466
G06003709175044000239800U2,G06003702398021,060372398021,1.0,1.0,1.0,1.0
G06003709175044000239800U3,G06003702398023,060372398023,1.0,1.0,1.0,1.0
G06003709175044000239800U4,G06003702398013,060372398013,0.7651391162,0.7647058824,0.7492795389,0.7390180879
G06003709175044000239800U4,G06003702398024,060372398024,0.2348608838,0.2352941176,0.2507204611,0.2609819121
G06003709175044000239800U5,G06003702398012,060372398012,0.7347204161,0.7173144876,0.7521865889,0.763496144
G06003709175044000239800U5,G06003702398024,060372398024,0.2652795839,0.2826855124,0.2478134111,0.236503856
G06003709175044000239800U6,G06003702398022,060372398022,1.0,1.0,1.0,1.0
G06003709175044000240010U1,G06003702400101,060372400101,1.0,1.0,1.0,1.0
G06003709175044000240010U2,G06003702400102,060372400102,1.0,1.0,1.0,1.0
G06003709175044000240010U3,G06003702400103,060372400103,1.0,1.0,1.0,1.0
G06003709175044000240020U1,G06003702400201,060372400201,1.0,1.0,1.0,1.0
G06003709175044000240020U2,G06003702400202,060372400202,1.0,1.0,1.0,1.0
G06003709175044000240020U3,G06003702400203,060372400203,1.0,1.0,1.0,1.0
G06003709175044000240200U1,G06003702402003,060372402003,1.0,1.0,1.0,1.0
G06003709175044000240200U2,G06003702402002,060372402002,1.0,1.0,1.0,1.0
G06003709175044000240200U3,G06003702397024,060372397024,4.27952e-05,6.69977e-05,5.07472e-05,4.28978e-05
G06003709175044000240200U3,G06003702402001,060372402001,0.9999572048,0.9999330023,0.9999492528,0.9999571022
G06003709175044000240200U4,G06003702383203,060372383203,0.0090566868,0.0090551365,0.014093166,0.0121822282
G06003709175044000240200U4,G06003702403003,060372403003,0.8168292916,0.8334645485,0.8829656576,0.8522245515
G06003709175044000240200U4,G06003702404012,060372404012,0.1741140216,0.157480315,0.1029411765,0.1355932203
G06003709175044000240300U1,G06003702403002,060372403002,0.565776459,0.5768321513,0.5494699647,0.5520504732
G06003709175044000240300U1,G06003702403003,060372403003,0.434223541,0.4231678487,0.4505300353,0.4479495268
G06003709175044000240300U2,G06003702404012,060372404012,1.0,1.0,1.0,1.0
G06003709175044000240300U2,G06003702404013,060372404013,0.0,0.0,0.0,0.0
G06003709175044000240300U3,G06003702403004,060372403004,1.0,1.0,1.0,1.0
G06003709175044000240300U4,G06003702403001,060372403001,1.0,1.0,1.0,1.0
G06003709175044000240400U1,G06003702404011,060372404011,0.4797214256,0.4890656064,0.4813614263,0.477037037
G06003709175044000240400U1,G06003702404013,060372404013,0.5202785744,0.5109343936,0.5186385737,0.522962963
G06003709175044000240400U2,G06003702404011,060372404011,0.3650680029,0.380952381,0.3746835443,0.3644646925
G06003709175044000240400U2,G06003702404021,060372404021,0.6349319971,0.619047619,0.6253164557,0.6355353075
G06003709175044000240400U3,G06003702404022,060372404022,1.0,1.0,1.0,1.0
G06003709175044000240400U4,G06003702404023,060372404023,1.0,1.0,1.0,1.0
G06003709175044000240500U1,G06003702405001,060372405001,0.6236355007,0.6032482599,0.6195856874,0.6325503356
G06003709175044000240500U1,G06003702405004,060372405004,0.3763644993,0.3967517401,0.3804143126,0.3674496644
G06003709175044000240500U2,G06003702405002,060372405002,1.0,1.0,1.0,1.0
G06003709175044000240500U3,G06003702405003,060372405003,1.0,1.0,1.0,1.0
G06003709175044000240500U4,G06003702404022,060372404022,0.6431181486,0.5942857143,0.5676855895,0.56640625
G06003709175044000240500U4,G06003702405004,060372405004,0.3568818514,0.4057142857,0.4323144105,0.43359375
G06003709175044000240500U5,G06003702404012,060372404012,0.6347087379,0.6352941176,0.6467889908,0.6465863454
G06003709175044000240500U5,G06003702404021,060372404021,0.2330097087,0.2411764706,0.2293577982,0.2329317269
G06003709175044000240500U5,G06003702405004,060372405004,0.1322815534,0.1235294118,0.123853211,0.1204819277
G06003709175044000240600U1,G06003702406001,060372406001,1.0,1.0,1.0,1.0
G06003709175044000240600U2,G06003702406002,060372406002,1.0,1.0,1.0,1.0
G06003709175044000240600U3,G06003702406003,060372406003,1.0,1.0,1.0,1.0
G06003709175044000240600U4,G06003702406004,060372406004,1.0,1.0,1.0,1.0
G06003709175044000240700U1,G06003702407001,060372407001,1.0,1.0,1.0,1.0
G06003709175044000240700U2,G06003702407002,060372407002,1.0,1.0,1.0,1.0
G06003709175044000240700U3,G06003702407003,060372407003,1.0,1.0,1.0,1.0
G06003709175044000240700U4,G06003702407004,060372407004,1.0,1.0,1.0,1.0
G06003709175044000240700U5,G06003702407005,060372407005,1.0,1.0,1.0,1.0
G06003709175044000240800U1,G06003702408001,060372408001,1.0,1.0,1.0,1.0
G06003709175044000240800U2,G06003702408002,060372408002,1.0,1.0,1.0,1.0
G06003709175044000240800U3,G06003702408003,060372408003,1.0,1.0,1.0,1.0
G06003709175044000240900U1,G06003702409001,060372409001,1.0,1.0,1.0,1.0
G06003709175044000240900U2,G06003702409002,060372409002,0.8601286174,0.8538681948,0.8511627907,0.8639175258
G06003709175044000240900U2,G06003702409003,060372409003,0.1398713826,0.1461318052,0.1488372093,0.1360824742
G06003709175044000240900U3,G06003702409003,060372409003,1.0,1.0,1.0,1.0
G06003709175044000240900U4,G06003702409004,060372409004,1.0,1.0,1.0,1.0
G06003709175044000240900U5,G06003702409005,060372409005,1.0,1.0,1.0,1.0
G06003709175044000241000U1,G06003702410011,060372410011,1.0,1.0,1.0,1.0
G06003709175044000241000U2,G06003702410013,060372410013,0.6071428571,0.6219512195,0.6090909091,0.6025104603
G06003709175044000241000U2,G06003702410023,060372410023,0.3928571429,0.3780487805,0.3909090909,0.3974895397
G06003709175044000241000U3,G06003702410013,060372410013,0.4017621145,0.3886639676,0.4203821656,0.4259818731
G06003709175044000241000U3,G06003702410023,060372410023,0.5982378855,0.6113360324,0.5796178344,0.5740181269
G06003709175044000241000U4,G06003702410013,060372410013,0.6403385049,0.65,0.6440677966,0.6542553191
G06003709175044000241000U4,G06003702410022,060372410022,0.3596614951,0.35,0.3559322034,0.3457446809
G06003709175044000241000U5,G06003702410022,060372410022,1.0,1.0,1.0,1.0
G06003709175044000241000U6,G06003702410021,060372410021,1.0,1.0,1.0,1.0
G06003709175044000241110U1,G06003702411202,060372411202,0.5777951525,0.5598455598,0.5655737705,0.5224586288
G06003709175044000241110U1,G06003702412013,060372412013,0.4222048475,0.4401544402,0.4344262295,0.4775413712
G06003709175044000241110U2,G06003702411102,060372411102,0.7226950355,0.704379562,0.6739811912,0.6828571429
G06003709175044000241110U2,G06003702411202,060372411202,0.2773049645,0.295620438,0.3260188088,0.3171428571
G06003709175044000241120U1,G06003702411203,060372411203,0.0,0.0,0.0,0.0
G06003709175044000241120U1,G06003702412023,060372412023,1.0,1.0,1.0,1.0
G06003709175044000241120U2,G06003702411101,060372411101,0.4240506329,0.4460966543,0.4658753709,0.4673366834
G06003709175044000241120U2,G06003702411203,060372411203,0.5759493671,0.5539033457,0.5341246291,0.5326633166
G06003709175044000241120U3,G06003702411101,060372411101,0.4050493963,0.4101123596,0.4199535963,0.4229979466
G06003709175044000241120U3,G06003702411204,060372411204,0.5949506037,0.5898876404,0.5800464037,0.5770020534
G06003709175044000241120U4,G06003702411101,060372411101,0.1993464052,0.2058823529,0.2093663912,0.1990632319
G06003709175044000241120U4,G06003702411201,060372411201,0.8006535948,0.7941176471,0.7906336088,0.8009367681
G06003709175044000241200U1,G06003702412012,060372412012,0.716357776,0.6879432624,0.7209944751,0.7135549872
G06003709175044000241200U1,G06003702412013,060372412013,0.1047542305,0.1134751773,0.0939226519,0.0920716113
G06003709175044000241200U1,G06003702412025,060372412025,0.1788879936,0.1985815603,0.1850828729,0.1943734015
G06003709175044000241200U2,G06003702412022,060372412022,0.7491961415,0.7882352941,0.7790432802,0.7804347826
G06003709175044000241200U2,G06003702412025,060372412025,0.2508038585,0.2117647059,0.2209567198,0.2195652174
G06003709175044000241200U3,G06003702412021,060372412021,1.0,1.0,1.0,1.0
G06003709175044000241200U4,G06003702412011,060372412011,0.8917137476,0.8760683761,0.8535825545,0.8624641834
G06003709175044000241200U4,G06003702412025,060372412025,0.1082862524,0.1239316239,0.1464174455,0.1375358166
G06003709175044000241300U1,G06003702412024,060372412024,0.5173652695,0.5,0.4978540773,0.5081300813
G06003709175044000241300U1,G06003702413001,060372413001,0.4826347305,0.5,0.5021459227,0.4918699187
G06003709175044000241300U2,G06003702413001,060372413001,0.1978319783,0.1755952381,0.1867612293,0.1837209302
G06003709175044000241300U2,G06003702413002,060372413002,0.8021680217,0.8244047619,0.8132387707,0.8162790698
G06003709175044000241300U3,G06003702412024,060372412024,0.7437888199,0.7278481013,0.7438423645,0.7534883721
G06003709175044000241300U3,G06003702413001,060372413001,0.2562111801,0.2721518987,0.2561576355,0.2465116279
G06003709175044000241400U1,G06003702410012,060372410012,0.3931540342,0.3814180929,0.368627451,0.3647469459
G06003709175044000241400U1,G06003702414001,060372414001,0.6068459658,0.6185819071,0.631372549,0.6352530541
G06003709175044000241400U2,G06003702414002,060372414002,1.0,1.0,1.0,1.0
G06003709175044000241400U3,G06003702410012,060372410012,1.0,1.0,1.0,1.0
G06003709175044000241400U3,G06003702414002,060372414002,0.0,0.0,0.0,0.0
G06003709175044000241400U4,G06003702410012,060372410012,0.0,0.0,0.0,0.0
G06003709175044000241400U4,G06003702412024,060372412024,0.0,0.0,0.0,0.0
G06003709175044000241400U4,G06003702413001,060372413001,0.2590529248,0.2631578947,0.2619047619,0.2611111111
G06003709175044000241400U4,G06003702414002,060372414002,0.7409470752,0.7368421053,0.7380952381,0.7388888889
G06003709175044000242000U1,G06003702420001,060372420001,1.0,1.0,1.0,1.0
G06003709175044000242000U2,G06003702420002,060372420002,1.0,1.0,1.0,1.0
G06003709175044000242000U3,G06003702420003,060372420003,1.0,1.0,1.0,1.0
G06003709175044000242100U1,G06003702421001,060372421001,1.0,1.0,1.0,1.0
G06003709175044000242200U1,G06003702422001,060372422001,1.0,1.0,1.0,1.0
G06003709175044000242200U2,G06003702422002,060372422002,1.0,1.0,1.0,1.0
G06003709175044000242200U3,G06003702422003,060372422003,1.0,1.0,1.0,1.0
G06003709175044000242200U4,G06003702422004,060372422004,1.0,1.0,1.0,1.0
G06003709175044000242300U1,G06003702423001,060372423001,0.9172131148,0.9350912779,0.9282051282,0.9263622975
G06003709175044000242300U1,G06003702423002,060372423002,0.0827868852,0.0649087221,0.0717948718,0.0736377025
G06003709175044000242300U2,G06003702423002,060372423002,1.0,1.0,1.0,1.0
G06003709175044000242300U3,G06003702423003,060372423003,1.0,1.0,1.0,1.0
G06003709175044000242600U1,G06003702426001,060372426001,1.0,1.0,1.0,1.0
G06003709175044000242600U2,G06003702426002,060372426002,0.8364163946,0.8296529968,0.8323943662,0.8331015299
G06003709175044000242600U2,G06003702426003,060372426003,0.1635836054,0.1703470032,0.1676056338,0.1668984701
G06003709175044000242600U3,G06003702426003,060372426003,1.0,1.0,1.0,1.0
G06003709175044000242700U1,G06003702427001,060372427001,0.9486983155,0.9732142857,0.968503937,0.9704797048
G06003709175044000242700U1,G06003702427005,060372427005,0.0513016845,0.0267857143,0.031496063,0.0295202952
G06003709175044000242700U2,G06003702427002,060372427002,1.0,1.0,1.0,1.0
G06003709175044000242700U3,G06003702427003,060372427003,1.0,1.0,1.0,1.0
G06003709175044000242700U4,G06003702427004,060372427004,1.0,1.0,1.0,1.0
G06003709175044000242700U5,G06003702427005,060372427005,1.0,1.0,1.0,1.0
G06003709175044000243000U1,G06003702430001,060372430001,1.0,1.0,1.0,1.0
G06003709175044000243000U2,G06003702430002,060372430002,1.0,1.0,1.0,1.0
G06003709175044000243000U3,G06003702430003,060372430003,1.0,1.0,1.0,1.0
G06003709175044000243000U4,G06003702430004,060372430004,1.0,1.0,1.0,1.0
G06003709175044000243100U1,G06003702431001,060372431001,1.0,1.0,1.0,1.0
G06003709175044000243100U2,G06003702431002,060372431002,1.0,1.0,1.0,1.0
G06003709175044000243100U3,G06003702431003,060372431003,1.0,1.0,1.0,1.0
G06003709175044000261101U1,G06003701943003,060371943003,0.1806480249,0.1779661017,0.2035573123,0.2030217186
G06003709175044000261101U1,G06003702611011,060372611011,0.8193519751,0.8220338983,0.7964426877,0.7969782814
G06003709175044000261101U1,G06003707006004,060377006004,0.0,0.0,0.0,0.0
G06003709175044000261101U2,G06003702611012,060372611012,0.9999789628,0.999979061,0.9999788307,0.9999790091
G06003709175044000261101U2,G06003707006004,060377006004,0.0,0.0,0.0,0.0
G06003709175044000261101U2,G06003707006005,060377006005,2.10372e-05,2.0939e-05,2.11693e-05,2.09909e-05
G06003709175044000261102U1,G06003702611021,060372611021,1.0,1.0,1.0,1.0
G06003709175044000261102U2,G06003702611022,060372611022,1.0,1.0,1.0,1.0
G06003709175044000261102U2,G06003707007001,060377007001,0.0,0.0,0.0,0.0
G06003709175044000261200U1,G06003702612002,060372612002,1.0,1.0,1.0,1.0
G06003709175044000261200U9,G06003702612001,060372612001,0.735513989,0.7571659428,0.718740778,0.7177325314
G06003709175044000261200U9,G06003702612002,060372612002,0.264486011,0.2428340572,0.281259222,0.2822674686
G06003709175044000262100U1,G06003702621001,060372621001,0.9998009184,0.9998652986,0.9998849425,0.9998971553
G06003709175044000262100U1,G06003707007002,060377007002,0.0001990816,0.0001347014,0.0001150575,0.0001028447
G06003709175044000262100U2,G06003702621002,060372621002,1.0,1.0,1.0,1.0
G06003709175044000262100U3,G06003702621002,060372621002,1.0,1.0,1.0,1.0
G06003709175044000262100U4,G06003702612001,060372612001,1.59141e-05,1.52671e-05,1.63129e-05,1.64085e-05
G06003709175044000262100U4,G06003702621003,060372621003,0.9999840859,0.9999847329,0.9999836871,0.9999835915
G06003709175044000262200U1,G06003702622002,060372622002,1.0,1.0,1.0,1.0
G06003709175044000262200U9,G06003702622001,060372622001,1.0,1.0,1.0,1.0
G06003709175044000262301R9,G06003702623011,060372623011,1.0,1.0,1.0,1.0
G06003709175044000262301U9,G06003702623011,060372623011,1.0,1.0,1.0,1.0
G06003709175044000262302U1,G06003702623021,060372623021,1.0,1.0,1.0,1.0
G06003709175044000262302U2,G06003702623022,060372623022,1.0,1.0,1.0,1.0
G06003709175044000262303U1,G06003702623031,060372623031,1.0,1.0,1.0,1.0
G06003709175044000262303U2,G06003702623032,060372623032,1.0,1.0,1.0,1.0
G06003709175044000262303U3,G06003702623033,060372623033,1.0,1.0,1.0,1.0
G06003709175044000262400R1,G06003702623011,060372623011,0.0007000934,0.0006861032,0.0007184009,0.00070215
G06003709175044000262400R1,G06003702624001,060372624001,0.269935558,0.2643255219,0.2719904308,0.2750174062
G06003709175044000262400R1,G06003702624002,060372624002,0.7249765584,0.7306917757,0.7228699763,0.7198100484
G06003709175044000262400R1,G06003709800191,060379800191,0.0043877902,0.0042965993,0.004421192,0.0044703954
G06003709175044000262400U1,G06003702624001,060372624001,0.2718521265,0.261385396,0.2620823014,0.2616859081
G06003709175044000262400U1,G06003702624002,060372624002,0.7276332082,0.7381215316,0.7374264798,0.7378285356
G06003709175044000262400U1,G06003709800191,060379800191,0.0005146653,0.0004930724,0.0004912188,0.0004855563
G06003709175044000262400U2,G06003702624001,060372624001,1.0,1.0,1.0,1.0
G06003709175044000262500R1,G06003702624001,060372624001,0.0074461305,0.0074391621,0.007423463,0.0074299717
G06003709175044000262500R1,G06003702625013,060372625013,0.9728313388,0.9728905603,0.9744856914,0.9746155891
G06003709175044000262500R1,G06003709800191,060379800191,0.0197225307,0.0196702775,0.0180908456,0.0179544392
G06003709175044000262500U1,G06003702625013,060372625013,0.9999977801,0.9999975751,0.9999976087,0.9999974873
G06003709175044000262500U1,G06003709800191,060379800191,2.2199e-06,2.4249e-06,2.3913e-06,2.5127e-06
G06003709175044000262500U2,G06003702625012,060372625012,1.0,1.0,1.0,1.0
G06003709175044000262500U3,G06003702625011,060372625011,1.0,1.0,1.0,1.0
G06003709175044000262601R9,G06003701375041,060371375041,0.0,0.0,0.0,0.0
G06003709175044000262601R9,G06003702626011,060372626011,0.8136378884,0.811878367,0.8042355066,0.8043269853
G06003709175044000262601R9,G06003709800191,060379800191,0.1863621116,0.188121633,0.1957644934,0.1956730147
G06003709175044000262601U9,G06003702626011,060372626011,0.9996554276,0.9996965509,0.9997488286,0.9997348251
G06003709175044000262601U9,G06003709800191,060379800191,0.0003445724,0.0003034491,0.0002511714,0.0002651749
G06003709175044000262602R3,G06003702626043,060372626043,0.0,0.0,0.0,0.0
G06003709175044000262602R3,G06003709902000,060379902000,0.0,0.0,0.0,0.0
G06003709175044000262602U1,G06003702626044,060372626044,0.9980485965,0.9979659121,0.9981602882,0.9981799449
G06003709175044000262602U1,G06003709800191,060379800191,0.0019514035,0.0020340879,0.0018397118,0.0018200551
G06003709175044000262602U2,G06003702626041,060372626041,1.0,1.0,1.0,1.0
G06003709175044000262602U3,G06003702626043,060372626043,1.0,1.0,1.0,1.0
G06003709175044000262602U3,G06003702627041,060372627041,0.0,0.0,0.0,0.0
G06003709175044000262602U4,G06003702626043,060372626043,0.9072344195,0.9094806877,0.9052771024,0.9047272911
G06003709175044000262602U4,G06003709800191,060379800191,0.0927655805,0.0905193123,0.0947228976,0.0952727089
G06003709175044000262602U9,G06003702626011,060372626011,0.2230805428,0.2082591878,0.2000855103,0.2029386701
G06003709175044000262602U9,G06003702626042,060372626042,0.7769194572,0.7917408122,0.7999144897,0.7970613299
G06003709175044000262701R3,G06003702627041,060372627041,0.0,0.0,0.0,0.0
G06003709175044000262701R3,G06003709902000,060379902000,0.0,0.0,0.0,0.0
G06003709175044000262701U3,G06003702626043,060372626043,1.57633e-05,0.0,0.0,0.0
G06003709175044000262701U3,G06003702627041,060372627041,0.9999842367,1.0,1.0,1.0
G06003709175044000262702R4,G06003702627061,060372627061,0.0,0.0,0.0,0.0
G06003709175044000262702R4,G06003709902000,060379902000,0.0,0.0,0.0,0.0
G06003709175044000262702U1,G06003702627062,060372627062,1.0,1.0,1.0,1.0
G06003709175044000262702U2,G06003702627062,060372627062,1.0,1.0,1.0,1.0
G06003709175044000262702U3,G06003702627063,060372627063,1.0,1.0,1.0,1.0
G06003709175044000262702U4,G06003702627061,060372627061,1.0,1.0,1.0,1.0
G06003709175044000262800R2,G06003702628022,060372628022,0.0,0.0,0.0,0.0
G06003709175044000262800R2,G06003709902000,060379902000,0.0,0.0,0.0,0.0
G06003709175044000262800U1,G06003702628023,060372628023,1.0,1.0,1.0,1.0
G06003709175044000262800U1,G06003707013041,060377013041,0.0,0.0,0.0,0.0
G06003709175044000262800U2,G06003702628022,060372628022,1.0,1.0,1.0,1.0
G06003709175044000262800U3,G06003702628021,060372628021,1.0,1.0,1.0,1.0
G06003709175044000264000U1,G06003702640002,060372640002,1.0,1.0,1.0,1.0
G06003709175044000264000U2,G06003702640002,060372640002,1.0,1.0,1.0,1.0
G06003709175044000264000U3,G06003702640003,060372640003,1.0,1.0,1.0,1.0
G06003709175044000264000U4,G06003702640001,060372640001,1.0,1.0,1.0,1.0
G06003709175044000264101U1,G06003702641021,060372641021,1.0,1.0,1.0,1.0
G06003709175044000264101U2,G06003702641031,060372641031,1.0,1.0,1.0,1.0
G06003709175044000264301U1,G06003702643011,060372643011,1.0,1.0,1.0,1.0
G06003709175044000264301U2,G06003702643012,060372643012,1.0,1.0,1.0,1.0
G06003709175044000264301U3,G06003702643013,060372643013,1.0,1.0,1.0,1.0
G06003709175044000264302U1,G06003702643021,060372643021,1.0,1.0,1.0,1.0
G06003709175044000264302U2,G06003702643022,060372643022,1.0,1.0,1.0,1.0
G06003709175044000264302U3,G06003702643023,060372643023,1.0,1.0,1.0,1.0
G06003709175044000264302U4,G06003702643023,060372643023,1.0,1.0,1.0,1.0
G06003709175044000265100U1,G06003702651002,060372651002,1.0,1.0,1.0,1.0
G06003709175044000265100U2,G06003702651002,060372651002,1.0,1.0,1.0,1.0
G06003709175044000265100U3,G06003702651001,060372651001,1.0,1.0,1.0,1.0
G06003709175044000265200U1,G06003702652011,060372652011,1.0,1.0,1.0,1.0
G06003709175044000265200U2,G06003702652011,060372652011,0.6488222698,0.3542600897,0.4458762887,0.4192771084
G06003709175044000265200U2,G06003702652022,060372652022,0.3511777302,0.6457399103,0.5541237113,0.5807228916
G06003709175044000265200U3,G06003702652012,060372652012,0.6639979339,0.2123893805,0.2044491525,0.193326791
G06003709175044000265200U3,G06003702652024,060372652024,0.3360020661,0.7876106195,0.7955508475,0.806673209
G06003709175044000265301U1,G06003702652021,060372652021,0.9152759949,1.0,0.9954751131,0.996031746
G06003709175044000265301U1,G06003702653011,060372653011,0.0847240051,0.0,0.0045248869,0.003968254
G06003709175044000265301U2,G06003702652023,060372652023,1.0,1.0,1.0,1.0
G06003709175044000265301U3,G06003702652023,060372652023,1.0,0.0,1.0,1.0
G06003709175044000265301U4,G06003702653011,060372653011,1.0,1.0,1.0,1.0
G06003709175044000265303U1,G06003702653031,060372653031,1.0,1.0,1.0,1.0
G06003709175044000265303U2,G06003702653032,060372653032,1.0,1.0,1.0,1.0
G06003709175044000265304U1,G06003702653041,060372653041,1.0,1.0,1.0,1.0
G06003709175044000265304U2,G06003702653042,060372653042,1.0,1.0,1.0,1.0
G06003709175044000265305U1,G06003702653051,060372653051,1.0,1.0,1.0,1.0
G06003709175044000265410U1,G06003702654101,060372654101,1.0,1.0,1.0,1.0
G06003709175044000265410U2,G06003702654102,060372654102,1.0,1.0,1.0,1.0
G06003709175044000265420U1,G06003702654201,060372654201,1.0,1.0,1.0,1.0
G06003709175044000265420U2,G06003702654202,060372654202,1.0,1.0,1.0,1.0
G06003709175044000265510U1,G06003702655101,060372655101,1.0,1.0,1.0,1.0
G06003709175044000265510U2,G06003702655102,060372655102,1.0,1.0,1.0,1.0
G06003709175044000265520U1,G06003702655201,060372655201,1.0,1.0,1.0,1.0
G06003709175044000265520U2,G06003702655202,060372655202,1.0,1.0,1.0,1.0
G06003709175044000265520U3,G06003702655203,060372655203,1.0,1.0,1.0,1.0
G06003709175044000265600U1,G06003702656011,060372656011,0.0595238095,0.0562130178,0.0424242424,0.0379581152
G06003709175044000265600U1,G06003702656021,060372656021,0.9404761905,0.9437869822,0.9575757576,0.9620418848
G06003709175044000265600U2,G06003702656011,060372656011,1.0,1.0,1.0,1.0
G06003709175044000265600U3,G06003702656012,060372656012,1.0,1.0,1.0,1.0
G06003709175044000265600U4,G06003702656011,060372656011,0.173428444,0.1693121693,0.1743119266,0.1654135338
