bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G06009709294070098153002U3,G06009701530023,060971530023,1.0,1.0,1.0,1.0
G06009709294070098153002U4,G06009701530024,060971530024,1.0,1.0,1.0,1.0
G06009709294070098153002U5,G06009701530025,060971530025,1.0,1.0,1.0,1.0
G06009709294070098153003U1,G06009701530031,060971530031,1.0,1.0,1.0,1.0
G06009709294070098153003U2,G06009701530032,060971530032,1.0,1.0,1.0,1.0
G06009709294070098153003U3,G06009701530033,060971530033,1.0,1.0,1.0,1.0
G06009709294070098153003U4,G06009701530034,060971530034,1.0,1.0,1.0,1.0
G06009709294070098153005R2,G06009701530052,060971530052,1.0,1.0,1.0,1.0
G06009709294070098153005R3,G06009701530053,060971530053,1.0,0.0,1.0,1.0
G06009709294070098153005U1,G06009701530051,060971530051,1.0,1.0,1.0,1.0
G06009709294070098153005U3,G06009701530053,060971530053,1.0,1.0,1.0,1.0
G06009709294070098153005U4,G06009701530054,060971530054,1.0,1.0,1.0,1.0
G06009709294070098153005U5,G06009701530055,060971530055,1.0,1.0,1.0,1.0
G06009709294070098153005U6,G06009701530056,060971530056,1.0,1.0,1.0,1.0
G06009709294070098153006U1,G06009701530061,060971530061,1.0,1.0,1.0,1.0
G06009709294070098153006U2,G06009701530062,060971530062,1.0,1.0,1.0,1.0
G06009709294070098153006U3,G06009701530063,060971530063,1.0,1.0,1.0,1.0
G06009709294070098153006U4,G06009701530064,060971530064,1.0,1.0,1.0,1.0
G06009709294070098153006U5,G06009701530065,060971530065,1.0,1.0,1.0,1.0
G06009709294070098153006U6,G06009701530066,060971530066,1.0,1.0,1.0,1.0
G06009709294070098153101U1,G06009701531031,060971531031,1.0,1.0,1.0,1.0
G06009709294070098153101U1,G06009701531032,060971531032,0.0,0.0,0.0,0.0
G06009709294070098153101U1,G06009701531042,060971531042,0.0,0.0,0.0,0.0
G06009709294070098153101U2,G06009701531043,060971531043,1.0,1.0,1.0,1.0
G06009709294070098153101U3,G06009701531033,060971531033,0.9008455035,0.8771929825,0.875739645,0.8720930233
G06009709294070098153101U3,G06009701531042,060971531042,0.0991544965,0.1228070175,0.124260355,0.1279069767
G06009709294070098153101U4,G06009701531032,060971531032,1.0,1.0,1.0,1.0
G06009709294070098153101U5,G06009701531041,060971531041,1.0,1.0,1.0,1.0
G06009709294070098153101U5,G06009701531042,060971531042,0.0,0.0,0.0,0.0
G06009709294070098153102U1,G06009701531021,060971531021,1.0,1.0,1.0,1.0
G06009709294070098153102U2,G06009701531022,060971531022,1.0,1.0,1.0,1.0
G06009709294070098153102U3,G06009701531023,060971531023,0.0,0.0,0.0,0.0
G06009709294070098153102U4,G06009701531024,060971531024,0.0,0.0,0.0,0.0
G06009709294070098153200U1,G06009701532001,060971532001,0.0182186235,0.0140449438,0.0147368421,0.0144628099
G06009709294070098153200U1,G06009701532003,060971532003,0.0,0.0,0.0,0.0
G06009709294070098153200U1,G06009701532004,060971532004,0.9817813765,0.9859550562,0.9852631579,0.9855371901
G06009709294070098153300R3,G06009701533003,060971533003,1.0,1.0,1.0,1.0
G06009709294070098153300R4,G06009701533004,060971533004,0.0,0.0,0.0,0.0
G06009709294070098153300U1,G06009701533001,060971533001,1.0,1.0,1.0,1.0
G06009709294070098153300U2,G06009701533002,060971533002,1.0,1.0,1.0,1.0
G06009709294070098153300U3,G06009701533003,060971533003,0.0,0.0,0.0,0.0
G06009709294070098153300U4,G06009701533004,060971533004,1.0,1.0,1.0,1.0
G06009709294070770153005R2,G06009701530052,060971530052,0.0,0.0,0.0,0.0
G06009709294085922152701U5,G06009701527015,060971527015,1.0,1.0,1.0,1.0
G06009709294085922152702R1,G06009701527021,060971527021,1.0,1.0,1.0,1.0
G06009709294085922152702R2,G06009701527024,060971527024,1.0,1.0,1.0,1.0
G06009709294099999151401R1,G06009701514011,060971514011,1.0,1.0,1.0,1.0
G06009709294099999151401U1,G06009701514011,060971514011,1.0,1.0,1.0,1.0
G06009709294099999151401U3,G06009701514013,060971514013,1.0,1.0,1.0,1.0
G06009709294099999151402U1,G06009701514021,060971514021,0.0,0.0,0.0,0.0
G06009709294099999151402U2,G06009701514022,060971514022,1.0,1.0,1.0,1.0
G06009709294099999151402U3,G06009701514022,060971514022,0.0674715408,0.0663951487,0.0727357524,0.0734077079
G06009709294099999151402U3,G06009701514023,060971514023,0.9323096829,0.9333895652,0.9270284021,0.9263542678
G06009709294099999151402U3,G06009701514025,060971514025,0.0002187763,0.0002152861,0.0002358455,0.0002380243
G06009709294099999151402U4,G06009701514024,060971514024,1.0,1.0,1.0,1.0
G06009709294099999151502R2,G06009701515022,060971515022,0.7140611495,0.7174310481,0.7166056276,0.7180577562
G06009709294099999151502R2,G06009701515023,060971515023,0.2859388505,0.2825689519,0.2833943724,0.2819422438
G06009709294099999151502R3,G06009701515023,060971515023,1.0,1.0,1.0,1.0
G06009709294099999151502U1,G06009701515021,060971515021,1.0,1.0,1.0,1.0
G06009709294099999151502U2,G06009701515022,060971515022,1.0,1.0,1.0,1.0
G06009709294099999151502U3,G06009701515023,060971515023,1.0,1.0,1.0,1.0
G06009709294099999151502U6,G06009701515026,060971515026,0.0,0.0,0.0,0.0
G06009709294099999151503R1,G06009701515031,060971515031,1.0,1.0,1.0,1.0
G06009709294099999151503U3,G06009701515033,060971515033,0.0,0.0,0.0,0.0
G06009709294099999151600R1,G06009701516012,060971516012,0.999299755,0.9992883347,0.9993260057,0.9993513467
G06009709294099999151600R1,G06009701516023,060971516023,0.000700245,0.0007116653,0.0006739943,0.0006486533
G06009709294099999151600R2,G06009701516023,060971516023,0.0,0.0,0.0,0.0
G06009709294099999151600R6,G06009701516021,060971516021,1.0,1.0,1.0,1.0
G06009709294099999151600U1,G06009701516012,060971516012,1.0,1.0,1.0,1.0
G06009709294099999151600U2,G06009701516023,060971516023,1.0,1.0,1.0,1.0
G06009709294099999151600U3,G06009701516012,060971516012,1.0,1.0,1.0,1.0
G06009709294099999151700U1,G06009701517006,060971517006,1.0,1.0,1.0,1.0
G06009709294099999152202U1,G06009701522021,060971522021,1.0,1.0,1.0,1.0
G06009709294099999152202U2,G06009701522022,060971522022,1.0,1.0,1.0,1.0
G06009709294099999152202U3,G06009701522023,060971522023,1.0,1.0,1.0,1.0
G06009709294099999152202U4,G06009701522024,060971522024,1.0,1.0,1.0,1.0
G06009709294099999152202U5,G06009701522025,060971522025,0.0,0.0,0.0,0.0
G06009709294099999152300U2,G06009701523002,060971523002,1.0,1.0,1.0,1.0
G06009709294099999152300U3,G06009701523003,060971523003,1.0,1.0,1.0,1.0
G06009709294099999152400R3,G06009701524003,060971524003,0.529258894,0.509454674,0.4992482007,0.4992558721
G06009709294099999152400R3,G06009701524005,060971524005,0.470741106,0.490545326,0.5007517993,0.5007441279
G06009709294099999152400U1,G06009701524001,060971524001,0.0,0.0,0.0,0.0
G06009709294099999152400U2,G06009701524002,060971524002,1.0,1.0,1.0,1.0
G06009709294099999152400U3,G06009701524004,060971524004,0.4227272727,0.3939393939,0.4814814815,0.4819277108
G06009709294099999152400U3,G06009701524005,060971524005,0.5772727273,0.6060606061,0.5185185185,0.5180722892
G06009709294099999152501U1,G06009701525012,060971525012,1.0,1.0,1.0,1.0
G06009709294099999152501U2,G06009701525011,060971525011,1.0,1.0,1.0,1.0
G06009709294099999152501U3,G06009701525013,060971525013,1.0,1.0,1.0,1.0
G06009709294099999152502U1,G06009701525021,060971525021,1.0,1.0,1.0,1.0
G06009709294099999152502U2,G06009701525022,060971525022,1.0,1.0,1.0,1.0
G06009709294099999152600R1,G06009701526001,060971526001,0.980288097,0.9795396419,0.9756097561,0.9730250482
G06009709294099999152600R1,G06009701526002,060971526002,0.019711903,0.0204603581,0.0243902439,0.0269749518
G06009709294099999152600R2,G06009701526002,060971526002,1.0,1.0,1.0,1.0
G06009709294099999152600R5,G06009701526005,060971526005,1.0,1.0,1.0,1.0
G06009709294099999152600U1,G06009701526001,060971526001,1.0,1.0,1.0,1.0
G06009709294099999152600U2,G06009701526002,060971526002,1.0,1.0,1.0,1.0
G06009709294099999152600U3,G06009701526003,060971526003,1.0,1.0,1.0,1.0
G06009709294099999152600U4,G06009701526004,060971526004,1.0,1.0,1.0,1.0
G06009709294099999152600U5,G06009701526005,060971526005,1.0,1.0,1.0,1.0
G06009709294099999152701R1,G06009701527011,060971527011,1.0,1.0,1.0,1.0
G06009709294099999152701U4,G06009701527014,060971527014,1.0,1.0,1.0,1.0
G06009709294099999152701U5,G06009701527015,060971527015,1.0,1.0,1.0,1.0
G06009709294099999152702R1,G06009701527021,060971527021,1.0,1.0,1.0,1.0
G06009709294099999152702R2,G06009701527024,060971527024,1.0,1.0,1.0,1.0
G06009709294099999152702U2,G06009701527024,060971527024,1.0,1.0,1.0,1.0
G06009709294099999152702U3,G06009701527022,060971527022,1.0,1.0,1.0,1.0
G06009709294099999152801U1,G06009701528011,060971528011,1.0,1.0,1.0,1.0
G06009709294099999152801U3,G06009701528013,060971528013,1.0,1.0,1.0,1.0
G06009709294099999152901R1,G06009701529061,060971529061,1.0,1.0,1.0,1.0
G06009709294099999152901R2,G06009701529062,060971529062,1.0,1.0,1.0,1.0
G06009709294099999152901U1,G06009701529052,060971529052,0.2366412214,0.2222222222,0.2450980392,0.2321428571
G06009709294099999152901U1,G06009701529061,060971529061,0.7633587786,0.7777777778,0.7549019608,0.7678571429
G06009709294099999152901U2,G06009701529062,060971529062,1.0,1.0,1.0,1.0
G06009709294099999152903U1,G06009701529031,060971529031,1.0,1.0,1.0,1.0
G06009709294099999152903U2,G06009701529032,060971529032,1.0,1.0,1.0,1.0
G06009709294099999152903U4,G06009701529034,060971529034,0.0,0.0,0.0,0.0
G06009709294099999152904U1,G06009701529041,060971529041,1.0,1.0,1.0,1.0
G06009709294099999152904U2,G06009701529042,060971529042,0.0,0.0,0.0,0.0
G06009709294099999152904U3,G06009701529043,060971529043,1.0,1.0,1.0,1.0
G06009709294099999152904U4,G06009701529044,060971529044,1.0,1.0,1.0,1.0
G06009709294099999153001U2,G06009701530012,060971530012,1.0,1.0,1.0,1.0
G06009709294099999153001U3,G06009701530013,060971530013,1.0,1.0,1.0,1.0
G06009709294099999153002U1,G06009701530021,060971530021,1.0,1.0,1.0,1.0
G06009709294099999153003U2,G06009701530032,060971530032,1.0,1.0,1.0,1.0
G06009709294099999153003U3,G06009701530033,060971530033,1.0,1.0,1.0,1.0
G06009709294099999153005R2,G06009701530052,060971530052,1.0,1.0,1.0,1.0
G06009709294099999153005R3,G06009701530053,060971530053,1.0,1.0,1.0,1.0
G06009709294099999153005U1,G06009701530051,060971530051,1.0,1.0,1.0,1.0
G06009709294099999153005U2,G06009701530052,060971530052,1.0,1.0,1.0,1.0
G06009709294099999153005U3,G06009701530053,060971530053,1.0,1.0,1.0,1.0
G06009709294099999153006U4,G06009701530064,060971530064,1.0,1.0,1.0,1.0
G06009709294099999153101U5,G06009701531041,060971531041,1.0,1.0,1.0,1.0
G06009709294099999153200U1,G06009701532001,060971532001,0.3414542729,0.3699421965,0.432677761,0.4293948127
G06009709294099999153200U1,G06009701532003,060971532003,0.6585457271,0.6300578035,0.567322239,0.5706051873
G06009709294099999153200U2,G06009701532002,060971532002,1.0,1.0,1.0,1.0
G06009709294099999153300R3,G06009701533003,060971533003,1.0,1.0,1.0,1.0
G06009709294099999153300R4,G06009701533004,060971533004,1.0,1.0,1.0,1.0
G06009709294099999153300U1,G06009701533001,060971533001,1.0,1.0,1.0,1.0
G06009709294099999153300U2,G06009701533002,060971533002,1.0,1.0,1.0,1.0
G06009709294099999153300U3,G06009701533003,060971533003,1.0,1.0,1.0,1.0
G06009709294099999153300U4,G06009701533004,060971533004,1.0,1.0,1.0,1.0
G06009709298030812153600R1,G06009701536001,060971536001,1.0,1.0,1.0,1.0
G06009709298030812153600U1,G06009701536001,060971536001,1.0,1.0,1.0,1.0
G06009709298030812153600U3,G06009701536003,060971536003,1.0,1.0,1.0,1.0
G06009709298070098153403R1,G06009701534031,060971534031,0.0,0.0,0.0,0.0
G06009709298070770153401U1,G06009701534011,060971534011,1.0,1.0,1.0,1.0
G06009709298070770153401U2,G06009701534012,060971534012,1.0,1.0,1.0,1.0
G06009709298070770153401U3,G06009701534013,060971534013,1.0,1.0,1.0,1.0
G06009709298070770153401U4,G06009701534014,060971534014,1.0,1.0,1.0,1.0
G06009709298070770153401U5,G06009701534015,060971534015,1.0,1.0,1.0,1.0
G06009709298070770153401U6,G06009701534016,060971534016,1.0,1.0,1.0,1.0
G06009709298070770153403U2,G06009701534032,060971534032,1.0,1.0,1.0,1.0
G06009709298070770153403U3,G06009701534033,060971534033,1.0,1.0,1.0,1.0
G06009709298070770153403U4,G06009701534034,060971534034,1.0,1.0,1.0,1.0
G06009709298070770153404U1,G06009701534041,060971534041,1.0,1.0,1.0,1.0
G06009709298070770153404U2,G06009701534041,060971534041,1.473e-07,1.076e-07,1.988e-07,1.976e-07
G06009709298070770153404U2,G06009701534042,060971534042,0.9999998527,0.9999998924,0.9999998012,0.9999998024
G06009709298070770153404U3,G06009701534043,060971534043,1.0,1.0,1.0,1.0
G06009709298099999153401U1,G06009701534011,060971534011,1.0,1.0,1.0,1.0
G06009709298099999153401U2,G06009701534012,060971534012,1.0,1.0,1.0,1.0
G06009709298099999153401U3,G06009701534013,060971534013,1.0,1.0,1.0,1.0
G06009709298099999153401U4,G06009701534014,060971534014,1.0,1.0,1.0,1.0
G06009709298099999153403R1,G06009701534031,060971534031,0.0,0.0,0.0,0.0
G06009709298099999153403U1,G06009701534031,060971534031,1.0,1.0,1.0,1.0
G06009709298099999153403U2,G06009701534032,060971534032,1.0,1.0,1.0,1.0
G06009709298099999153403U4,G06009701534034,060971534034,1.0,1.0,1.0,1.0
G06009709298099999153404U1,G06009701534041,060971534041,1.0,1.0,1.0,1.0
G06009709298099999153404U2,G06009701534042,060971534042,1.0,1.0,1.0,1.0
G06009709298099999153404U3,G06009701534043,060971534043,1.0,1.0,1.0,1.0
G06009709298099999153404U4,G06009701534044,060971534044,1.0,1.0,1.0,1.0
G06009709298099999153501R1,G06009701535011,060971535011,1.0,1.0,1.0,1.0
G06009709298099999153501R2,G06009701535012,060971535012,1.0,1.0,1.0,1.0
G06009709298099999153501R3,G06009701535013,060971535013,1.0,1.0,1.0,1.0
G06009709298099999153501R4,G06009701535014,060971535014,1.0,1.0,1.0,1.0
G06009709298099999153501U1,G06009701535011,060971535011,1.0,1.0,1.0,1.0
G06009709298099999153501U2,G06009701535012,060971535012,1.0,1.0,1.0,1.0
G06009709298099999153501U3,G06009701535013,060971535013,1.0,1.0,1.0,1.0
G06009709298099999153501U4,G06009701535014,060971535014,1.0,1.0,1.0,1.0
G06009709298099999153502R1,G06009701535021,060971535021,1.0,1.0,1.0,1.0
G06009709298099999153502R2,G06009701535022,060971535022,1.0,1.0,1.0,1.0
G06009709298099999153502R3,G06009701535023,060971535023,1.0,1.0,1.0,1.0
G06009709298099999153502R4,G06009701535024,060971535024,1.0,1.0,1.0,1.0
G06009709298099999153502U1,G06009701535021,060971535021,1.0,1.0,1.0,1.0
G06009709298099999153502U2,G06009701535022,060971535022,1.0,1.0,1.0,1.0
G06009709298099999153502U3,G06009701535023,060971535023,1.0,1.0,1.0,1.0
G06009709298099999153600R1,G06009701536001,060971536001,1.0,1.0,1.0,1.0
G06009709298099999153600R2,G06009701536002,060971536002,1.0,1.0,1.0,1.0
G06009709298099999153600R4,G06009701536004,060971536004,1.0,1.0,1.0,1.0
G06009709298099999153600R5,G06009701536005,060971536005,1.0,1.0,1.0,1.0
G06009709298099999153600U2,G06009701536002,060971536002,1.0,1.0,1.0,1.0
G06009709298099999153600U3,G06009701536003,060971536003,1.0,1.0,1.0,1.0
G06009709298099999153600U4,G06009701536004,060971536004,1.0,1.0,1.0,1.0
G06009709298099999153600U5,G06009701536005,060971536005,1.0,1.0,1.0,1.0
G06009709307007848150302U2,G06009701503053,060971503053,1.0,1.0,1.0,1.0
G06009709307007848150302U4,G06009701503052,060971503052,0.1615384615,0.15,0.1498470948,0.1647058824
G06009709307007848150302U4,G06009701503061,060971503061,0.7186813187,0.69,0.7308868502,0.7147058824
G06009709307007848150302U4,G06009701503063,060971503063,0.1197802198,0.16,0.119266055,0.1205882353
G06009709307007848150302U5,G06009701503052,060971503052,0.8994378513,0.9240121581,0.9019607843,0.9022869023
G06009709307007848150302U5,G06009701503061,060971503061,0.1005621487,0.0759878419,0.0980392157,0.0977130977
G06009709307007848150302U6,G06009701503054,060971503054,0.7342444951,0.732,0.6865284974,0.6738095238
G06009709307007848150302U6,G06009701503061,060971503061,0.1586940015,0.168,0.2227979275,0.2333333333
G06009709307007848150302U6,G06009701503062,060971503062,0.1070615034,0.1,0.0906735751,0.0928571429
G06009709307007848150304U1,G06009701503041,060971503041,1.0,1.0,1.0,1.0
G06009709307007848150304U2,G06009701503042,060971503042,1.0,1.0,1.0,1.0
G06009709307021894150303U2,G06009701503032,060971503032,1.0,1.0,1.0,1.0
G06009709307021894150500U5,G06009701505005,060971505005,1.0,1.0,1.0,1.0
G06009709307022510150302U5,G06009701503052,060971503052,0.0,0.0,0.0,0.0
G06009709307022510150303U3,G06009701503033,060971503033,1.0,1.0,1.0,1.0
G06009709307022510150304U3,G06009701503043,060971503043,1.0,1.0,1.0,1.0
G06009709307022510150304U4,G06009701503044,060971503044,1.0,1.0,1.0,1.0
G06009709307023973150302U2,G06009701503053,060971503053,0.7644124169,0.7703349282,0.7375415282,0.7330173776
G06009709307023973150302U2,G06009701503062,060971503062,0.2355875831,0.2296650718,0.2624584718,0.2669826224
G06009709307023973150302U3,G06009701503062,060971503062,0.7475035663,0.7604790419,0.7137809187,0.7162162162
G06009709307023973150302U3,G06009701503063,060971503063,0.2524964337,0.2395209581,0.2862190813,0.2837837838
G06009709307030028150500R6,G06009701505006,060971505006,1.0,1.0,1.0,1.0
G06009709307030028150500U6,G06009701505006,060971505006,1.0,1.0,1.0,1.0
G06009709307072646150100R1,G06009701501001,060971501001,0.0,0.0,0.0,0.0
G06009709307072646150201U1,G06009701502033,060971502033,1.0,1.0,1.0,1.0
G06009709307072646150201U2,G06009701502042,060971502042,1.0,1.0,1.0,1.0
G06009709307072646150201U3,G06009701502031,060971502031,0.0359477124,0.0426829268,0.0348101266,0.0317002882
G06009709307072646150201U3,G06009701502041,060971502041,0.9640522876,0.9573170732,0.9651898734,0.9682997118
G06009709307072646150201U4,G06009701502032,060971502032,0.4012237762,0.3857566766,0.358649789,0.3543788187
G06009709307072646150201U4,G06009701502041,060971502041,0.277972028,0.2878338279,0.3122362869,0.3136456212
G06009709307072646150201U4,G06009701502043,060971502043,0.3208041958,0.3264094955,0.3291139241,0.3319755601
G06009709307072646150201U5,G06009701502031,060971502031,0.988372093,0.9927797834,0.9903381643,0.9910313901
G06009709307072646150201U5,G06009701502032,060971502032,0.011627907,0.0072202166,0.0096618357,0.0089686099
G06009709307072646150201U6,G06009701502043,060971502043,1.0,1.0,1.0,1.0
G06009709307072646150202U1,G06009701502021,060971502021,1.0,1.0,1.0,1.0
G06009709307072646150202U2,G06009701502022,060971502022,1.0,1.0,1.0,1.0
G06009709307072646150202U3,G06009701502023,060971502023,1.0,1.0,1.0,1.0
G06009709307072646150202U4,G06009701502024,060971502024,1.0,1.0,1.0,1.0
G06009709307072646150202U5,G06009701502025,060971502025,1.0,1.0,1.0,1.0
G06009709307078126150100R2,G06009701501002,060971501002,1.0,1.0,1.0,1.0
G06009709307078126150303R4,G06009701503034,060971503034,1.0,1.0,1.0,1.0
G06009709307078126150303U1,G06009701503031,060971503031,1.0,1.0,1.0,1.0
G06009709307078126150303U4,G06009701503034,060971503034,1.0,1.0,1.0,1.0
G06009709307099999150100R1,G06009701501001,060971501001,1.0,1.0,1.0,1.0
G06009709307099999150100R2,G06009701501002,060971501002,1.0,1.0,1.0,1.0
G06009709307099999150100R3,G06009701501003,060971501003,1.0,1.0,1.0,1.0
G06009709307099999150100U1,G06009701501001,060971501001,1.0,1.0,1.0,1.0
G06009709307099999150100U2,G06009701501002,060971501002,1.0,1.0,1.0,1.0
G06009709307099999150201U1,G06009701502033,060971502033,0.0,0.0,0.0,0.0
G06009709307099999150201U3,G06009701502031,060971502031,1.0,1.0,1.0,1.0
G06009709307099999150201U4,G06009701502032,060971502032,1.0,1.0,1.0,1.0
G06009709307099999150201U5,G06009701502031,060971502031,0.5941807044,0.5257142857,0.5797101449,0.5853658537
G06009709307099999150201U5,G06009701502032,060971502032,0.4058192956,0.4742857143,0.4202898551,0.4146341463
G06009709307099999150201U6,G06009701502043,060971502043,1.0,1.0,1.0,1.0
G06009709307099999150202R3,G06009701502023,060971502023,1.0,1.0,1.0,1.0
G06009709307099999150202R4,G06009701502024,060971502024,1.0,1.0,1.0,1.0
G06009709307099999150202U1,G06009701502021,060971502021,1.0,1.0,1.0,1.0
G06009709307099999150202U2,G06009701502022,060971502022,0.0,0.0,0.0,0.0
G06009709307099999150202U3,G06009701502023,060971502023,1.0,1.0,1.0,1.0
G06009709307099999150202U4,G06009701502024,060971502024,1.0,1.0,1.0,1.0
G06009709307099999150202U5,G06009701502025,060971502025,1.0,1.0,1.0,1.0
G06009709307099999150302R1,G06009701503051,060971503051,0.5555555556,0.511627907,0.4909090909,0.4912280702
G06009709307099999150302R1,G06009701503063,060971503063,0.4444444444,0.488372093,0.5090909091,0.5087719298
G06009709307099999150302R3,G06009701503063,060971503063,1.0,1.0,1.0,1.0
G06009709307099999150302U1,G06009701503051,060971503051,0.9730603448,0.963800905,0.9655172414,0.9619771863
G06009709307099999150302U1,G06009701503063,060971503063,0.0269396552,0.036199095,0.0344827586,0.0380228137
G06009709307099999150302U3,G06009701503063,060971503063,1.0,1.0,1.0,1.0
G06009709307099999150302U4,G06009701503063,060971503063,1.0,1.0,1.0,1.0
G06009709307099999150302U6,G06009701503062,060971503062,1.0,1.0,1.0,1.0
G06009709307099999150303R1,G06009701503031,060971503031,1.0,1.0,1.0,1.0
G06009709307099999150303R2,G06009701503032,060971503032,1.0,1.0,1.0,1.0
G06009709307099999150303R4,G06009701503034,060971503034,1.0,1.0,1.0,1.0
G06009709307099999150303U2,G06009701503032,060971503032,1.0,1.0,1.0,1.0
G06009709307099999150303U4,G06009701503034,060971503034,1.0,1.0,1.0,1.0
G06009709307099999150500R2,G06009701505002,060971505002,1.0,1.0,1.0,1.0
G06009709307099999150500R3,G06009701505003,060971505003,1.0,1.0,1.0,1.0
G06009709307099999150500R4,G06009701505004,060971505004,1.0,1.0,1.0,1.0
G06009709307099999150500U1,G06009701505001,060971505001,1.0,1.0,1.0,1.0
G06009709307099999150500U3,G06009701505003,060971505003,1.0,1.0,1.0,1.0
G06009709307099999150500U6,G06009701505006,060971505006,1.0,1.0,1.0,1.0
G06009909135033504002901R1,G06009900029011,060990029011,1.0,1.0,1.0,1.0
G06009909135033504002901R2,G06009900029012,060990029012,1.0,1.0,1.0,1.0
G06009909135034904002902R1,G06009900029021,060990029021,0.5625,0.625,0.4285714286,0.4
G06009909135034904002902R1,G06009900029024,060990029024,0.4375,0.375,0.5714285714,0.6
G06009909135034904002902R4,G06009900029024,060990029024,1.0,1.0,1.0,1.0
G06009909135034904002902U1,G06009900029021,060990029021,1.0,1.0,1.0,1.0
G06009909135034904002902U2,G06009900029022,060990029022,1.0,1.0,1.0,1.0
G06009909135034904002902U3,G06009900029023,060990029023,1.0,1.0,1.0,1.0
G06009909135034904002902U4,G06009900029024,060990029024,1.0,1.0,1.0,1.0
G06009909135038422002901R5,G06009900029015,060990029015,1.0,1.0,1.0,1.0
G06009909135038422002901U5,G06009900029015,060990029015,1.0,1.0,1.0,1.0
G06009909135099999002901R1,G06009900029011,060990029011,1.0,1.0,1.0,1.0
G06009909135099999002901R2,G06009900029012,060990029012,1.0,1.0,1.0,1.0
G06009909135099999002901R3,G06009900029013,060990029013,1.0,1.0,1.0,1.0
G06009909135099999002901R4,G06009900029014,060990029014,1.0,1.0,1.0,1.0
G06009909135099999002901R5,G06009900029015,060990029015,1.0,1.0,1.0,1.0
G06009909135099999002901U5,G06009900029015,060990029015,1.0,1.0,1.0,1.0
G06009909135099999002902R1,G06009900029012,060990029012,0.0,0.0,0.0,0.0
G06009909135099999002902R1,G06009900029021,060990029021,0.5628211195,0.5654414729,0.6012007383,0.5959774744
G06009909135099999002902R1,G06009900029024,060990029024,0.4371788805,0.4345585271,0.3987992617,0.4040225256
G06009909135099999002902R4,G06009900029024,060990029024,1.0,1.0,1.0,1.0
G06009909135099999002902U2,G06009900029022,060990029022,1.0,1.0,1.0,1.0
G06009909135099999002902U4,G06009900029024,060990029024,1.0,1.0,1.0,1.0
G06009909198008172002301U1,G06009900023011,060990023011,1.0,1.0,1.0,1.0
G06009909198008172002301U2,G06009900023012,060990023012,0.0,0.0,0.0,0.0
G06009909198008172002400U1,G06009900024021,060990024021,1.0,1.0,1.0,1.0
G06009909198008172002400U2,G06009900024012,060990024012,0.0070492939,0.0078103288,0.008280123,0.0083533984
G06009909198008172002400U2,G06009900024023,060990024023,0.9929507061,0.9921896712,0.991719877,0.9916466016
G06009909198008172002400U3,G06009900024022,060990024022,1.0,1.0,1.0,1.0
G06009909198008172002400U4,G06009900024011,060990024011,0.0157709151,0.0131407235,0.0138640661,0.0124891174
G06009909198008172002400U4,G06009900024023,060990024023,0.9842290849,0.9868592765,0.9861359339,0.9875108826
G06009909198009353002100R1,G06009900021001,060990021001,0.0,0.0,0.0,0.0
G06009909198009353002302R1,G06009900023021,060990023021,0.0,0.0,0.0,0.0
G06009909198009353002302U1,G06009900023021,060990023021,1.0,1.0,1.0,1.0
G06009909198009353002302U2,G06009900023022,060990023022,1.0,1.0,1.0,1.0
G06009909198009353002604U2,G06009900026042,060990026042,0.0,0.0,0.0,0.0
G06009909198009353002701R2,G06009900027012,060990027012,0.0,0.0,0.0,0.0
G06009909198009353002701U1,G06009900027011,060990027011,1.0,1.0,1.0,1.0
G06009909198009353002701U2,G06009900027012,060990027012,1.0,1.0,1.0,1.0
G06009909198009353002702R2,G06009900027022,060990027022,0.0,0.0,0.0,0.0
G06009909198009353002702U2,G06009900027022,060990027022,1.0,1.0,1.0,1.0
G06009909198009353002702U3,G06009900027023,060990027023,1.0,1.0,1.0,1.0
G06009909198009353002702U4,G06009900027024,060990027024,1.0,1.0,1.0,1.0
G06009909198009353003001U1,G06009900030011,060990030011,1.0,1.0,1.0,1.0
G06009909198012524002501U1,G06009900025013,060990025013,1.0,1.0,1.0,1.0
G06009909198012524002502U1,G06009900025042,060990025042,1.0,1.0,1.0,1.0
G06009909198012524002502U2,G06009900025041,060990025041,1.0,1.0,1.0,1.0
G06009909198012524002502U3,G06009900025031,060990025031,1.0,1.0,1.0,1.0
G06009909198012524002502U4,G06009900025032,060990025032,0.0,0.0,0.0,0.0
G06009909198012524002502U4,G06009900025033,060990025033,0.9861660079,0.9810810811,0.9810874704,0.9817351598
G06009909198012524002502U4,G06009900025042,060990025042,0.0138339921,0.0189189189,0.0189125296,0.0182648402
G06009909198012524002502U5,G06009900025032,060990025032,1.0,1.0,1.0,1.0
G06009909198012524002602U1,G06009900026021,060990026021,1.0,1.0,1.0,1.0
G06009909198012524002602U2,G06009900026022,060990026022,1.0,1.0,1.0,1.0
G06009909198012524002602U3,G06009900026023,060990026023,1.0,1.0,1.0,1.0
G06009909198012524002603U1,G06009900026031,060990026031,1.0,1.0,1.0,1.0
G06009909198012524002603U2,G06009900026032,060990026032,1.0,1.0,1.0,1.0
G06009909198012524002604U1,G06009900026041,060990026041,1.0,1.0,1.0,1.0
G06009909198012524002604U2,G06009900026042,060990026042,1.0,1.0,1.0,1.0
