bg2010gj,bg2010ge,bg2020gj,bg2020ge,wt_pop,wt_adult,wt_hh,wt_fam,wt_hu,parea
G06000104001001,060014001001,G06000104001001,060014001001,0.580649956948,0.569014879424,0.55356429224,0.561645322045,0.550856067193,0.819476851744
G06000104001001,060014001001,G06000104237002,060014237002,7.743475e-6,8.363807e-6,7.988263e-6,8.660543e-6,7.519039e-6,4.17726122e-4
G06000104001001,060014001001,G06000109821001,060019821001,0,0,0,0,0,1.09874803e-4
G06000104001001,060014001001,G06000104237001,060014237001,3.84873885e-4,4.05313602e-4,4.30127322e-4,4.1969354e-4,4.04861963e-4,2.16000598e-4
G06000104001001,060014001001,G06000104227001,060014227001,0.004745958669,0.005128456735,0.006589557534,0.002746233534,0.007078398231,7.43024752e-4
G06000104001001,060014001001,G06001303540011,060133540011,0,0,0,0,0,0.003124799031
G06000104001001,060014001001,G06000104238001,060014238001,0.01132424603,0.010787147875,0.010366997589,0.011277718994,0.010160443518,0.002011343348
G06000104001001,060014001001,G06000104001002,060014001002,0.402887220994,0.414655838557,0.429041037052,0.423902371344,0.431492710057,0.173881346171
G06000104001001,060014001001,G06000104238002,060014238002,0,0,0,0,0,1.903343e-5
G06000104002001,060014002001,G06000104002001,060014002001,0.96405351275,0.96352823026,0.960430514162,0.965646892043,0.961107246051,0.973351577635
G06000104002001,060014002001,G06000104238002,060014238002,0.02340931187,0.023005264937,0.022965809695,0.026009400924,0.022143186431,0.020020186146
G06000104002001,060014002001,G06000104238003,060014238003,0.01253717538,0.013466504802,0.016603676143,0.008343707034,0.016749567518,0.006628236219
G06000104002002,060014002002,G06000104002002,060014002002,1,1,1,1,1,1
G06000104003001,060014003001,G06000104003001,060014003001,1,1,1,1,1,1
G06000104003002,060014003002,G06000104003002,060014003002,1,1,1,1,1,1
G06000104003003,060014003003,G06000104003003,060014003003,1,1,1,1,1,1
G06000104003004,060014003004,G06000104003004,060014003004,1,1,1,1,1,1
G06000104004001,060014004001,G06000104004001,060014004001,0.99491507732,0.994481670387,0.994395271385,0.996545696773,0.99395317993,0.996554690921
G06000104004001,060014004001,G06000104238003,060014238003,0.00508492268,0.005518329613,0.005604728615,0.003454303227,0.00604682007,0.003445309079
G06000104004002,060014004002,G06000104004002,060014004002,1,1,1,1,1,1
G06000104004003,060014004003,G06000104004003,060014004003,1,1,1,1,1,1
G06000104005001,060014005001,G06000104005001,060014005001,1,1,1,1,1,1
G06000104005002,060014005002,G06000104005002,060014005002,0.996845957765,0.997156398545,0.997996040412,0.997412552178,0.996816077365,0.995418022932
G06000104005002,060014005002,G06000104239011,060014239011,0.003154042235,0.002843601455,0.002003959588,0.002587447822,0.003183922635,0.004581977068
G06000104005003,060014005003,G06000104005003,060014005003,0.989210783276,0.988182732583,0.984080547494,0.992129074995,0.984708541409,0.986615740492
G06000104005003,060014005003,G06000104239011,060014239011,0.010789216724,0.011817267417,0.015919452506,0.007870925005,0.015291458591,0.013384259508
G06000104006001,060014006001,G06000104006001,060014006001,1,1,1,1,1,1
G06000104006002,060014006002,G06000104006002,060014006002,1,1,1,1,1,1
G06000104007001,060014007001,G06000104007001,060014007001,0.979324982413,0.978805146797,0.979406759107,0.978791743268,0.978993639906,0.911691731447
G06000104007001,060014007001,G06000104239011,060014239011,0.001707038974,0.001609359832,0.001859955448,0.002136523876,0.00196942145,0.003867261675
G06000104007001,060014007001,G06000104240014,060014240014,0.018967978613,0.019585493371,0.018733285445,0.019071732856,0.019036938645,0.021013570178
G06000104007001,060014007001,G06000104008001,060014008001,0,0,0,0,0,0.007565059074
G06000104007001,060014007001,G06000104240022,060014240022,0,0,0,0,0,1.9988094e-4
G06000104007001,060014007001,G06000104008002,060014008002,0,0,0,0,0,0.038159878681
G06000104007001,060014007001,G06000104008003,060014008003,0,0,0,0,0,0.017502618006
G06000104007002,060014007002,G06000104007002,060014007002,1,1,1,1,1,1
G06000104007003,060014007003,G06000104007003,060014007003,1,1,1,1,1,1
G06000104007004,060014007004,G06000104007004,060014007004,0.998871212392,0.998907947902,0.998581531216,0.99856218846,0.998529510925,0.999282252996
G06000104007004,060014007004,G06000104251041,060014251041,0.001128787608,0.001092052098,0.001418468784,0.00143781154,0.001470489075,7.17747004e-4
G06000104008001,060014008001,G06000104008001,060014008001,0.953946075984,0.959885294877,0.962534819224,0.950828543708,0.959398444975,0.971912817513
G06000104008001,060014008001,G06000104240021,060014240021,0.008992321153,0.008741385482,0.008992321153,0.006961088658,0.008965501693,0.006864606091
G06000104008001,060014008001,G06000104240022,060014240022,0.037061602862,0.031373319641,0.028472859623,0.042210367634,0.031636053332,0.021222576396
G06000104008002,060014008002,G06000104008002,060014008002,1,1,1,1,1,1
G06000104008003,060014008003,G06000104008003,060014008003,1,1,1,1,1,1
G06000104009001,060014009001,G06000104008003,060014008003,0,0,0,0,0,0.053917831234
G06000104009001,060014009001,G06000104009001,060014009001,1,1,1,1,1,0.946082168766
G06000104009002,060014009002,G06000104009002,060014009002,0.969473874521,0.970276712057,0.974452394127,0.971439873124,0.975583137282,0.963645058656
G06000104009002,060014009002,G06000104008003,060014008003,0.00796460177,0.009933774834,0.004237288136,0.004484304933,0.00364298725,0.006509730437
G06000104009002,060014009002,G06000104251041,060014251041,0.022535408548,0.01976445781,0.021281461677,0.024045283691,0.020747412691,0.029635377017999998
G06000104009002,060014009002,G06000104251045,060014251045,2.6115161e-5,2.5055299e-5,2.8856061e-5,3.0538253e-5,2.6462777e-5,2.0983389e-4
G06000104010001,060014010001,G06000104010001,060014010001,1,1,1,1,1,1
G06000104010002,060014010002,G06000104010002,060014010002,1,1,1,1,1,1
G06000104010003,060014010003,G06000104010003,060014010003,0.871428571429,0.875,0.86827458256,0.88,0.871237458194,0.863541653351
G06000104010003,060014010003,G06000104010006,060014010006,0.128571428571,0.125,0.13172541744,0.12,0.128762541806,0.136458346649
G06000104010004,060014010004,G06000104010004,060014010004,1,1,1,1,1,1
G06000104010005,060014010005,G06000104010005,060014010005,0.9391980851,0.938950708487,0.943579441303,0.936369632747,0.942642447457,0.98450356368
G06000104010005,060014010005,G06000104251042,060014251042,0.0608019149,0.061049291513,0.056420558697,0.063630367253,0.057357552543,0.01549643632
G06000104010006,060014010006,G06000104010006,060014010006,0.9948964,0.994401922924,0.992587855017,0.99798735597,0.993237596765,0.994925431904
G06000104010006,060014010006,G06000104251042,060014251042,8.13440226e-4,8.2067201e-4,8.30934641e-4,7.57404268e-4,8.32386337e-4,0.004001575036
G06000104010006,060014010006,G06000104251041,060014251041,0.004290159774,0.004777405066,0.006581210343,0.001255239762,0.005930016898,0.00107299306
G06000104011001,060014011001,G06000104011001,060014011001,1,1,1,1,1,1
G06000104011002,060014011002,G06000104011002,060014011002,1,1,1,1,1,1
G06000104011003,060014011003,G06000104011003,060014011003,1,1,1,1,1,0.977345760691
G06000104011003,060014011003,G06000104010005,060014010005,0,0,0,0,0,0.022654239309
G06000104011004,060014011004,G06000104003003,060014003003,0.012444444444,0.014358974359,0.007936507937,0,0.007299270073,0.015350337289
G06000104011004,060014011004,G06000104011004,060014011004,0.987555555556,0.985641025641,0.992063492063,1,0.992700729927,0.984649662711
G06000104012001,060014012001,G06000104012001,060014012001,1,1,1,1,0.998102466793,0.999244529667
G06000104012001,060014012001,G06000104011001,060014011001,0,0,0,0,0.001897533207,7.55470333e-4
G06000104012002,060014012002,G06000104012002,060014012002,1,1,1,1,1,1
G06000104012003,060014012003,G06000104012003,060014012003,1,1,1,1,1,1
G06000104013001,060014013001,G06000104013001,060014013001,1,1,1,1,1,1
G06000104013002,060014013002,G06000104013002,060014013002,1,1,1,1,1,1
G06000104013003,060014013003,G06000104013003,060014013003,1,1,1,1,1,1
G06000104014001,060014014001,G06000104013001,060014013001,0,0,0,0,0,0.014431767545
G06000104014001,060014014001,G06000104010005,060014010005,1.5758004e-5,1.5812155e-5,2.1514981e-5,1.7341723e-5,2.1390514e-5,1.55541916e-4
G06000104014001,060014014001,G06000104014001,060014014001,0.999984241996,0.999984187845,0.999978485019,0.999982658277,0.999978609486,0.985412690539
G06000104014002,060014014002,G06000104014002,060014014002,1,1,1,1,1,1
G06000104014003,060014014003,G06000104014003,060014014003,1,1,1,1,1,1
G06000104015001,060014015001,G06000104015001,060014015001,1,1,1,1,1,1
G06000104015002,060014015002,G06000104015002,060014015002,1,1,1,1,1,1
G06000104015003,060014015003,G06000104015003,060014015003,1,1,1,1,1,1
G06000104016001,060014016001,G06000104016001,060014016001,1,1,1,1,1,1
G06000104016002,060014016002,G06000104016002,060014016002,1,1,1,1,1,1
G06000104017001,060014017001,G06000104017003,060014017003,0.999707008874,0.999657209023,0.999527310786,0.999827017516,0.999338852106,0.973705760189
G06000104017001,060014017001,G06000104251042,060014251042,2.92991126e-4,3.42790977e-4,4.72689214e-4,1.72982484e-4,4.2927898e-4,3.70773917e-4
G06000104017001,060014017001,G06000104251043,060014251043,0,0,0,0,0,0.003380184295
G06000104017001,060014017001,G06000104251044,060014251044,0,0,0,0,2.31868914e-4,0.003224368263
G06000104017001,060014017001,G06000104251022,060014251022,0,0,0,0,0,0.019318913337
G06000104017002,060014017002,G06000104017001,060014017001,0.587814705848,0.587681689365,0.573508683014,0.576966313227,0.572015189978,0.390371968386
G06000104017002,060014017002,G06000104017002,060014017002,0.412185294152,0.412318310635,0.426491316986,0.423033686773,0.427984810022,0.609628031614
G06000104017003,060014017003,G06000104017003,060014017003,0.979166666667,0.978723404255,0.6,1,0.6,0.984979827647
G06000104017003,060014017003,G06000104251012,060014251012,0.020833333333,0.021276595745,0.4,0,0.4,0.015020172353
G06000104018001,060014018001,G06000104018001,060014018001,1,1,1,1,1,1
G06000104018002,060014018002,G06000104018002,060014018002,1,1,1,1,1,1
G06000104022001,060014022001,G06000104022001,060014022001,1,1,1,1,1,1
G06000104022002,060014022002,G06000104022001,060014022001,0.314726840855,0.325434439179,0.265734265734,0.288461538462,0.266055045872,0.252889788526
G06000104022002,060014022002,G06000104022002,060014022002,0.685273159145,0.674565560821,0.734265734266,0.711538461538,0.733944954128,0.747110211474
G06000104022003,060014022003,G06000104022003,060014022003,1,1,1,1,1,0.989754788269
G06000104022003,060014022003,G06000104022002,060014022002,0,0,0,0,0,7.57519078e-4
G06000104022003,060014022003,G06000104017001,060014017001,0,0,0,0,0,0.003918524615
G06000104022003,060014022003,G06000104018002,060014018002,0,0,0,0,0,0.005569168038
G06000104024001,060014024001,G06000104024001,060014024001,0.741959064327,0.738334858188,0.705454545455,0.683823529412,0.715384615385,0.739051198354
G06000104024001,060014024001,G06000104024002,060014024002,0.258040935673,0.261665141812,0.294545454545,0.316176470588,0.284615384615,0.260948801646
G06000104024002,060014024002,G06000104024002,060014024002,1,1,1,1,1,1
G06000104025001,060014025001,G06000104025001,060014025001,1,1,1,1,1,1
G06000104025002,060014025002,G06000104025002,060014025002,1,1,1,1,1,1
G06000104026001,060014026001,G06000104026001,060014026001,1,1,1,1,1,1
G06000104027001,060014027001,G06000104028011,060014028011,0.003738317757,0.004761904762,0,0,0,0.055892097001
G06000104027001,060014027001,G06000104027001,060014027001,0.990770202548,0.988242996103,1,1,1,0.93128455034
G06000104027001,060014027001,G06000104027002,060014027002,0.005491479695,0.006995099135,0,0,0,0.012823352659
G06000104027002,060014027002,G06000104027002,060014027002,1,1,1,1,1,1
G06000104028001,060014028001,G06000104028022,060014028022,0.663865546218,0.702175543886,0.843450479233,0.645454545455,0.847935548842,0.585769065011
G06000104028001,060014028001,G06000104028021,060014028021,0.336134453782,0.297824456114,0.156549520767,0.354545454545,0.152064451158,0.414230934989
G06000104028002,060014028002,G06000104028011,060014028011,0.479916536255,0.435444579781,0.405156537753,0.498349834983,0.375377643505,0.645923890091
G06000104028002,060014028002,G06000104028012,060014028012,0.192488262911,0.223507917174,0.261510128913,0.174917491749,0.229607250755,0.094598106673
G06000104028002,060014028002,G06000104028013,060014028013,0.323943661972,0.336784409257,0.333333333333,0.326732673267,0.39501510574,0.168297500471
G06000104028002,060014028002,G06000104028021,060014028021,0.003651538863,0.004263093788,0,0,0,0.091180502765
G06000104029001,060014029001,G06000104029001,060014029001,0.513249651325,0.514433752776,0.514657980456,0.435779816514,0.521376433785,0.875232261358
G06000104029001,060014029001,G06000104029002,060014029002,0.486750348675,0.485566247224,0.485342019544,0.564220183486,0.478623566215,0.124767738642
G06000104030001,060014030001,G06000104030003,060014030003,0.390694710006,0.403520649966,0.454143646409,0.326424870466,0.480436760692,0.703894155357
G06000104030001,060014030001,G06000104030001,060014030001,0.609305289994,0.596479350034,0.545856353591,0.673575129534,0.519563239308,0.296105844643
G06000104030002,060014030002,G06000104030002,060014030002,0.922887612797,0.925022583559,0.92268907563,0.915789473684,0.90205371248,0.837323341304
G06000104030002,060014030002,G06000104030001,060014030001,0.077112387203,0.074977416441,0.07731092437,0.084210526316,0.09794628752,0.162676658696
G06000104031001,060014031001,G06000104031001,060014031001,0.243967828418,0.234404536862,0.385164051355,0.425454545455,0.367509986684,0.573668308097
G06000104031001,060014031001,G06000104031002,060014031002,0.756032171582,0.765595463138,0.614835948645,0.574545454545,0.632490013316,0.426331691903
G06000104033001,060014033001,G06000104033022,060014033022,0.455371900826,0.444294699012,0.413966882649,0.446088794926,0.424361493124,0.789965777959
G06000104033001,060014033001,G06000104060003,060014060003,0,0,0,0,0,0.001069861988
G06000104033001,060014033001,G06000104033012,060014033012,0,0,0,0,0,0.024896636435
G06000104033001,060014033001,G06000104033021,060014033021,0.238429752066,0.24213836478,0.25629949604,0.247357293869,0.255402750491,0.081459833454
G06000104033001,060014033001,G06000104033023,060014033023,0.306198347107,0.313566936208,0.32973362131,0.306553911205,0.320235756385,0.102607890164
G06000104033002,060014033002,G06000104033011,060014033011,0.545287637699,0.54538852578100006,0.616541353383,0.5875,0.603667136812,0.499938276454
G06000104033002,060014033002,G06000104033012,060014033012,0.454712362301,0.454611474219,0.383458646617,0.4125,0.396332863188,0.500061723546
G06000104034001,060014034001,G06000104034011,060014034011,1,1,1,1,1,0.968687450471
G06000104034001,060014034001,G06000104029001,060014029001,0,0,0,0,0,0.031312549529
G06000104034002,060014034002,G06000104034022,060014034022,0.856931060044,0.850079744817,0.856978085352,0.87619047619,0.853333333333,0.387280149171
G06000104034002,060014034002,G06000104034021,060014034021,0.143068939956,0.149920255183,0.143021914648,0.12380952381,0.146666666667,0.612719850829
G06000104034003,060014034003,G06000104034013,060014034013,1,1,1,1,1,1
G06000104034004,060014034004,G06000104034012,060014034012,1,1,1,1,1,1
G06000104035011,060014035011,G06000104035011,060014035011,0.529708984375,0.535483333333,0.549851190476,0.564942751377,0.557241812125,0.325106072017
G06000104035011,060014035011,G06000104035014,060014035014,0.470291015625,0.464516666667,0.450148809524,0.435057248623,0.442758187875,0.674893927983
G06000104035012,060014035012,G06000104035012,060014035012,1,1,1,1,1,1
G06000104035013,060014035013,G06000104035013,060014035013,1,1,1,1,1,1
G06000104035021,060014035021,G06000104035021,060014035021,1,1,1,1,1,1
G06000104035022,060014035022,G06000104035022,060014035022,1,1,1,1,1,0.987499882429
G06000104035022,060014035022,G06000104036003,060014036003,0,0,0,0,0,0.012500117571
G06000104036001,060014036001,G06000104036003,060014036003,1,1,1,1,1,0.990201095375
G06000104036001,060014036001,G06000104037021,060014037021,0,0,0,0,0,0.009798904625
G06000104036002,060014036002,G06000104036003,060014036003,1,1,1,1,1,1
G06000104036003,060014036003,G06000104036002,060014036002,0.596944151739,0.594372801876,0.615728328865,0.597523219814,0.613333333333,0.572845945601
G06000104036003,060014036003,G06000104036001,060014036001,0.403055848261,0.405627198124,0.384271671135,0.402476780186,0.386666666667,0.427154054399
G06000104037011,060014037011,G06000104037011,060014037011,1,1,1,1,1,1
G06000104037012,060014037012,G06000104037012,060014037012,1,1,1,1,1,1
G06000104037021,060014037021,G06000104036003,060014036003,0,0,0,0,0,0.028583691771
G06000104037021,060014037021,G06000104037021,060014037021,1,1,1,1,1,0.971416308229
G06000104037022,060014037022,G06000104037022,060014037022,1,1,1,1,1,1
G06000104038001,060014038001,G06000104038001,060014038001,0.962752693073,0.962202259187,0.967442289411,0.96448833597999994,0.966825018332,0.971455729182
G06000104038001,060014038001,G06000104261004,060014261004,0.037247306927,0.037797740813,0.032557710589,0.03551166402,0.033174981668,0.028544270818
G06000104038002,060014038002,G06000104038002,060014038002,1,1,1,1,1,1
G06000104038003,060014038003,G06000104038003,060014038003,1,1,1,1,1,1
G06000104038004,060014038004,G06000104038004,060014038004,0.998442971871,0.998505930396,0.99845070889,0.998430503241,0.998476545962,0.996466143861
G06000104038004,060014038004,G06000104262002,060014262002,0.001557028129,0.001494069604,0.00154929111,0.001569496759,0.001523454038,0.001938059117
G06000104038004,060014038004,G06000104262003,060014262003,0,0,0,0,0,0.001595797021
G06000104039001,060014039001,G06000104039001,060014039001,0.996105186427,0.996017737024,0.995838152805,0.996221190069,0.995892991262,0.989088644937
G06000104039001,060014039001,G06000104262003,060014262003,0.003894813573,0.003982262976,0.004161847195,0.003778809931,0.004107008738,0.010911355063
G06000104039002,060014039002,G06000104039002,060014039002,1,1,1,1,1,1
G06000104039003,060014039003,G06000104039003,060014039003,1,1,1,1,1,1
G06000104040001,060014040001,G06000104040003,060014040003,0.420515896821,0.424063116371,0.426086956522,0.421818181818,0.416964285714,0.391857622976
G06000104040001,060014040001,G06000104040001,060014040001,0.579484103179,0.575936883629,0.573913043478,0.578181818182,0.583035714286,0.597120378857
G06000104040001,060014040001,G06000104035013,060014035013,0,0,0,0,0,0.011021998167
G06000104040002,060014040002,G06000104040002,060014040002,1,1,1,1,1,1
G06000104041011,060014041011,G06000104041011,060014041011,0.971531008464,0.973629831948,0.97665237617,0.959255167758,0.98007749852,0.980788202751
G06000104041011,060014041011,G06000104042003,060014042003,0.019147084421,0.017910447761,0.014331210191,0.032388663968,0.012195121951,0.012847627461
G06000104041011,060014041011,G06000104262001,060014262001,0.009321907115,0.00845972029,0.009016413639,0.008356168274,0.007727379529,0.006364169789
G06000104041012,060014041012,G06000104041013,060014041013,0.483707865169,0.491557223265,0.490157480315,0.442244224422,0.49861239593,0.391617362956
G06000104041012,060014041012,G06000104041012,060014041012,0.516292134831,0.508442776735,0.509842519685,0.557755775578,0.50138760407,0.608382637044
G06000104041021,060014041021,G06000104041021,060014041021,1,1,1,1,1,1
G06000104041022,060014041022,G06000104041022,060014041022,1,1,1,1,1,1
G06000104042001,060014042001,G06000104042001,060014042001,1,1,1,1,1,1
G06000104042002,060014042002,G06000104042002,060014042002,1,1,1,1,1,1
G06000104042003,060014042003,G06000104042003,060014042003,0.97532791345,0.974786816598,0.971063355318,0.9676036411,0.971555554802,0.990626904778
G06000104042003,060014042003,G06000104261001,060014261001,0.02467208655,0.025213183402,0.028936644682,0.0323963589,0.028444445198,0.009373095222
G06000104043001,060014043001,G06000104043001,060014043001,0.993303473454,0.992694347217,0.992360481028,0.993081471894,0.992555532577,0.990328632325
G06000104043001,060014043001,G06000104238001,060014238001,0.006696526546,0.007305652783,0.007639518972,0.006918528106,0.007444467423,0.009671367675
G06000104043002,060014043002,G06000104043002,060014043002,1,1,1,1,1,1
G06000104043003,060014043003,G06000104043003,060014043003,1,1,1,1,1,1
G06000104044001,060014044001,G06000104044001,060014044001,0.695240656571,0.652552475811,0.592680282731,0.783906939776,0.589600498103,0.911913578242
G06000104044001,060014044001,G06001303530013,060133530013,0,0,0,0,0,2.61203322e-4
G06000104044001,060014044001,G06000104044004,060014044004,0.304759343429,0.347447524189,0.407319717269,0.216093060224,0.410399501897,0.086968525676
G06000104044001,060014044001,G06000104043001,060014043001,0,0,0,0,0,8.5669276e-4
G06000104044002,060014044002,G06000104044002,060014044002,1,1,1,1,1,1
G06000104044003,060014044003,G06000104044003,060014044003,0.999727169814,0.99975590083,0.999810831824,0.999793072778,0.999777765328,0.999390700819
G06000104044003,060014044003,G06001303530013,060133530013,2.72830186e-4,2.4409917e-4,1.89168176e-4,2.06927222e-4,2.22234672e-4,6.09299181e-4
G06000104045011,060014045011,G06000104044002,060014044002,0,0,0,0,0,0.008440878716
G06000104045011,060014045011,G06000104045011,060014045011,0.977328689844,0.9777418054,0.977716519999,0.977476389138,0.977634334863,0.968781360522
G06000104045011,060014045011,G06000104261001,060014261001,0.007421401623,0.007436064647,0.007619654023,0.007238366949,0.007575525897,0.008705725925
G06000104045011,060014045011,G06000104261003,060014261003,4.9796187e-5,2.5459819e-5,2.4275641e-5,3.4650708e-5,2.3523438e-5,2.20706007e-4
G06000104045011,060014045011,G06000104261006,060014261006,0.015200112345,0.014796670134,0.014639550337,0.015250593205,0.014766615801,0.01385132883
G06000104045021,060014045021,G06000104045021,060014045021,1,1,1,1,1,1
G06000104045022,060014045022,G06000104045022,060014045022,1,1,1,1,1,1
G06000104045023,060014045023,G06000104045023,060014045023,0.991585991625,0.992417897911,0.991316358426,0.991596052423,0.991654514025,0.991708346874
G06000104045023,060014045023,G06001303530013,060133530013,5.46836e-7,6.00951e-7,5.73556e-7,5.86233e-7,5.6247e-7,1.83254452e-4
G06000104045023,060014045023,G06000104046001,060014046001,0.008413461538,0.007581501137,0.008683068017,0.008403361345,0.008344923505,0.008108398674
G06000104045024,060014045024,G06000104045024,060014045024,0.985106382979,0.985155195682,0.98533007335,0.984095427435,0.98604651162800006,0.983893014252
G06000104045024,060014045024,G06000104046004,060014046004,0.014893617021,0.014844804318,0.01466992665,0.015904572565,0.013953488372,0.016106985748
G06000104046001,060014046001,G06000104046001,060014046001,1,1,1,1,1,1
G06000104046002,060014046002,G06000104046002,060014046002,1,1,1,1,1,1
G06000104046003,060014046003,G06000104046003,060014046003,1,1,1,1,1,1
G06000104046004,060014046004,G06000104046004,060014046004,0.999989934618,0.999987423784,0.999985254481,0.999993035873,0.999985780097,0.979581717272
G06000104046004,060014046004,G06000104301021,060014301021,1.0065382e-5,1.2576216e-5,1.4745519e-5,6.964127e-6,1.4219903e-5,0.014807323008
G06000104046004,060014046004,G06001303522021,060133522021,0,0,0,0,0,0.00561095972
G06000104047001,060014047001,G06000104045011,060014045011,0.001756391969,0.002192340047,0.002064947315,0.003118491863,0.002031996028,0.005931201974
G06000104047001,060014047001,G06000104047001,060014047001,0.997701149425,0.997130559541,0.997297297297,0.995918367347,0.997340425532,0.966317497209
G06000104047001,060014047001,G06000104261003,060014261003,5.42458606e-4,6.77100412e-4,6.37755388e-4,9.6314079e-4,6.2757844e-4,0.010812937006
G06000104047001,060014047001,G06000104047002,060014047002,0,0,0,0,0,0.016938363811
G06000104047002,060014047002,G06000104047002,060014047002,1,1,1,1,1,1
G06000104048001,060014048001,G06000104048001,060014048001,1,1,1,1,1,1
G06000104048002,060014048002,G06000104048002,060014048002,1,1,1,1,1,1
G06000104049001,060014049001,G06000104049001,060014049001,0.998396405329,0.998450771531,0.998654475917,0.998432860185,0.998590389278,0.997088669015
G06000104049001,060014049001,G06000104261003,060014261003,0.001603594671,0.001549228469,0.001345524083,0.001567139815,0.001409610722,0.002911330985
G06000104049002,060014049002,G06000104049002,060014049002,1,1,1,1,1,1
G06000104049003,060014049003,G06000104049003,060014049003,1,1,1,1,1,1
G06000104049004,060014049004,G06000104049004,060014049004,1,1,1,1,1,1
G06000104050001,060014050001,G06000104050001,060014050001,1,1,1,1,1,1
G06000104050002,060014050002,G06000104050002,060014050002,0.978255188794,0.979895759958,0.981838268297,0.978885456298,0.981530242165,0.974423572141
G06000104050002,060014050002,G06000104261003,060014261003,0.021744811206,0.020104240042,0.018161731703,0.021114543702,0.018469757835,0.025576427859
G06000104050003,060014050003,G06000104050003,060014050003,1,1,1,1,1,1
G06000104051001,060014051001,G06000104051001,060014051001,0.99646940341,0.996878531617,0.996809170728,0.996675555287,0.996833678762,0.989470328369
G06000104051001,060014051001,G06000104261003,060014261003,0.00353059659,0.003121468383,0.003190829272,0.003324444713,0.003166321238,0.010529671631
G06000104051002,060014051002,G06000104051002,060014051002,1,1,1,1,1,1
G06000104051003,060014051003,G06000104051003,060014051003,1,1,1,1,1,1
G06000104051004,060014051004,G06000104051004,060014051004,1,1,1,1,1,1
G06000104051005,060014051005,G06000104051005,060014051005,0.99947758136,0.999403682446,0.999293623607,0.999077598944,0.999311722905,0.998505782127
G06000104051005,060014051005,G06000104261002,060014261002,1.4187643e-5,1.3927686e-5,1.4346789e-5,1.3801036e-5,1.4701613e-5,3.1867206e-5
G06000104051005,060014051005,G06000104261004,060014261004,5.08230997e-4,5.82389868e-4,6.92029604e-4,9.0860002e-4,6.73575482e-4,0.001462350667
G06000104052001,060014052001,G06000104050003,060014050003,0,0,0,0,0,9.20742712e-4
G06000104052001,060014052001,G06000104052001,060014052001,1,1,1,1,1,0.999079257288
G06000104052002,060014052002,G06000104052002,060014052002,1,1,1,1,1,1
G06000104052003,060014052003,G06000104052003,060014052003,1,1,1,1,1,1
G06000104052004,060014052004,G06000104052004,060014052004,1,1,1,1,1,1
G06000104053011,060014053011,G06000104053011,060014053011,0.479752530934,0.493150684932,0.504008016032,0.429022082019,0.512612612613,0.487815508975
G06000104053011,060014053011,G06000104053013,060014053013,0.520247469066,0.506849315068,0.495991983968,0.570977917981,0.487387387387,0.512184491025
G06000104053012,060014053012,G06000104053012,060014053012,1,1,1,1,1,1
G06000104053021,060014053021,G06000104053021,060014053021,1,1,1,1,1,1
G06000104053022,060014053022,G06000104053022,060014053022,1,1,1,1,1,1
G06000104054011,060014054011,G06000104054011,060014054011,1,1,1,1,1,1
G06000104054012,060014054012,G06000104054012,060014054012,1,1,1,1,1,1
G06000104054013,060014054013,G06000104054013,060014054013,1,1,1,1,1,1
G06000104054021,060014054021,G06000104054021,060014054021,1,1,1,1,1,1
G06000104054022,060014054022,G06000104054022,060014054022,1,1,1,1,1,1
G06000104055001,060014055001,G06000104055001,060014055001,1,1,1,1,1,1
G06000104055002,060014055002,G06000104055002,060014055002,1,1,1,1,1,1
G06000104055003,060014055003,G06000104055003,060014055003,1,1,1,1,1,1
G06000104055004,060014055004,G06000104055004,060014055004,1,1,1,1,1,1
G06000104056001,060014056001,G06000104056001,060014056001,1,1,1,1,1,1
G06000104056002,060014056002,G06000104056002,060014056002,1,1,1,1,1,1
G06000104056003,060014056003,G06000104056003,060014056003,1,1,1,1,1,1
G06000104057001,060014057001,G06000104057001,060014057001,1,1,1,1,1,1
G06000104057002,060014057002,G06000104057002,060014057002,1,1,1,1,1,1
G06000104057003,060014057003,G06000104057003,060014057003,1,1,1,1,1,1
G06000104058001,060014058001,G06000104058001,060014058001,1,1,1,1,1,1
G06000104058002,060014058002,G06000104058002,060014058002,1,1,1,1,1,1
G06000104058003,060014058003,G06000104058003,060014058003,1,1,1,1,1,1
G06000104058004,060014058004,G06000104058004,060014058004,1,1,1,1,1,1
G06000104059011,060014059011,G06000104059011,060014059011,1,1,1,1,1,1
G06000104059012,060014059012,G06000104059012,060014059012,1,1,1,1,1,1
G06000104059013,060014059013,G06000104059013,060014059013,1,1,1,1,1,1
G06000104059021,060014059021,G06000104059021,060014059021,1,1,1,1,1,1
G06000104059022,060014059022,G06000104059022,060014059022,1,1,1,1,1,1
G06000104060001,060014060001,G06000104060001,060014060001,1,1,1,1,1,0.999788608469
G06000104060001,060014060001,G06000104272005,060014272005,0,0,0,0,0,0
G06000104060001,060014060001,G06000104273002,060014273002,0,0,0,0,0,0
G06000104060001,060014060001,G06000104061003,060014061003,0,0,0,0,0,2.11391531e-4
G06000104060002,060014060002,G06000104060002,060014060002,1,1,1,1,1,1
G06000104060003,060014060003,G06000104060003,060014060003,0.508373851972,0.526984126984,0.590697674419,0.492574257426,0.572057205721,0.449394287268
G06000104060003,060014060003,G06000104060004,060014060004,0.491626148028,0.473015873016,0.409302325581,0.507425742574,0.427942794279,0.550605712732
