"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars)",
"1400000US06001400100","Census Tract 4001, Alameda County, California","177417","null","36076","null",
"1400000US06001400200","Census Tract 4002, Alameda County, California","153125","null","27431","null",
"1400000US06001400300","Census Tract 4003, Alameda County, California","85313","null","12979","null",
"1400000US06001400400","Census Tract 4004, Alameda County, California","99539","null","12492","null",
"1400000US06001400500","Census Tract 4005, Alameda County, California","83650","null","10698","null",
"1400000US06001400600","Census Tract 4006, Alameda County, California","61597","null","19301","null",
"1400000US06001400700","Census Tract 4007, Alameda County, California","46424","null","9550","null",
"1400000US06001400800","Census Tract 4008, Alameda County, California","61111","null","6875","null",
"1400000US06001400900","Census Tract 4009, Alameda County, California","55691","null","5252","null",
"1400000US06001401000","Census Tract 4010, Alameda County, California","51073","null","12481","null",
"1400000US06001401100","Census Tract 4011, Alameda County, California","71205","null","9195","null",
"1400000US06001401200","Census Tract 4012, Alameda County, California","83208","null","12747","null",
"1400000US06001401300","Census Tract 4013, Alameda County, California","37123","null","8910","null",
"1400000US06001401400","Census Tract 4014, Alameda County, California","25985","null","4360","null",
"1400000US06001401500","Census Tract 4015, Alameda County, California","48903","null","6162","null",
"1400000US06001401600","Census Tract 4016, Alameda County, California","36544","null","10701","null",
"1400000US06001401700","Census Tract 4017, Alameda County, California","66308","null","20935","null",
"1400000US06001401800","Census Tract 4018, Alameda County, California","28185","null","4945","null",
"1400000US06001402200","Census Tract 4022, Alameda County, California","45400","null","12041","null",
"1400000US06001402400","Census Tract 4024, Alameda County, California","33724","null","7285","null",
"1400000US06001402500","Census Tract 4025, Alameda County, California","23693","null","4578","null",
"1400000US06001402600","Census Tract 4026, Alameda County, California","22955","null","3404","null",
"1400000US06001402700","Census Tract 4027, Alameda County, California","44792","null","18845","null",
"1400000US06001402800","Census Tract 4028, Alameda County, California","17363","null","4298","null",
"1400000US06001402900","Census Tract 4029, Alameda County, California","28854","null","7509","null",
"1400000US06001403000","Census Tract 4030, Alameda County, California","19490","null","2852","null",
"1400000US06001403100","Census Tract 4031, Alameda County, California","51184","null","21447","null",
"1400000US06001403300","Census Tract 4033, Alameda County, California","52246","null","18870","null",
"1400000US06001403400","Census Tract 4034, Alameda County, California","51172","null","6759","null",
"1400000US06001403501","Census Tract 4035.01, Alameda County, California","37032","null","6974","null",
"1400000US06001403502","Census Tract 4035.02, Alameda County, California","67672","null","13682","null",
"1400000US06001403600","Census Tract 4036, Alameda County, California","70600","null","7147","null",
"1400000US06001403701","Census Tract 4037.01, Alameda County, California","66086","null","7137","null",
"1400000US06001403702","Census Tract 4037.02, Alameda County, California","78266","null","11418","null",
"1400000US06001403800","Census Tract 4038, Alameda County, California","85313","null","10535","null",
"1400000US06001403900","Census Tract 4039, Alameda County, California","73125","null","10916","null",
"1400000US06001404000","Census Tract 4040, Alameda County, California","77065","null","4920","null",
"1400000US06001404101","Census Tract 4041.01, Alameda County, California","86635","null","21589","null",
"1400000US06001404102","Census Tract 4041.02, Alameda County, California","77303","null","13246","null",
"1400000US06001404200","Census Tract 4042, Alameda County, California","169519","null","27259","null",
"1400000US06001404300","Census Tract 4043, Alameda County, California","193523","null","16883","null",
"1400000US06001404400","Census Tract 4044, Alameda County, California","150074","null","34111","null",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","181484","null","25562","null",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","133068","null","31471","null",
"1400000US06001404600","Census Tract 4046, Alameda County, California","163322","null","9929","null",
"1400000US06001404700","Census Tract 4047, Alameda County, California","159107","null","24130","null",
"1400000US06001404800","Census Tract 4048, Alameda County, California","61875","null","4459","null",
"1400000US06001404900","Census Tract 4049, Alameda County, California","84375","null","21398","null",
"1400000US06001405000","Census Tract 4050, Alameda County, California","122237","null","13931","null",
"1400000US06001405100","Census Tract 4051, Alameda County, California","182153","null","24095","null",
"1400000US06001405200","Census Tract 4052, Alameda County, California","75417","null","7588","null",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","60928","null","7192","null",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","35638","null","6655","null",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","39712","null","12397","null",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","33555","null","6870","null",
"1400000US06001405500","Census Tract 4055, Alameda County, California","50225","null","6562","null",
"1400000US06001405600","Census Tract 4056, Alameda County, California","53063","null","7520","null",
"1400000US06001405700","Census Tract 4057, Alameda County, California","48851","null","5602","null",
"1400000US06001405800","Census Tract 4058, Alameda County, California","44375","null","7803","null",
"1400000US06001405901","Census Tract 4059.01, Alameda County, California","31607","null","5230","null",
"1400000US06001405902","Census Tract 4059.02, Alameda County, California","32833","null","7358","null",
"1400000US06001406000","Census Tract 4060, Alameda County, California","30909","null","12815","null",
"1400000US06001406100","Census Tract 4061, Alameda County, California","44485","null","12794","null",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","37336","null","5358","null",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","33583","null","6059","null",
"1400000US06001406300","Census Tract 4063, Alameda County, California","43307","null","8814","null",
"1400000US06001406400","Census Tract 4064, Alameda County, California","59500","null","9818","null",
"1400000US06001406500","Census Tract 4065, Alameda County, California","41346","null","6274","null",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","48467","null","5374","null",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","53162","null","9590","null",
"1400000US06001406700","Census Tract 4067, Alameda County, California","73167","null","20221","null",
"1400000US06001406800","Census Tract 4068, Alameda County, California","94167","null","16583","null",
"1400000US06001406900","Census Tract 4069, Alameda County, California","65556","null","12040","null",
"1400000US06001407000","Census Tract 4070, Alameda County, California","43125","null","13213","null",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","51691","null","21782","null",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","47660","null","7108","null",
"1400000US06001407200","Census Tract 4072, Alameda County, California","37319","null","2953","null",
"1400000US06001407300","Census Tract 4073, Alameda County, California","53214","null","15878","null",
"1400000US06001407400","Census Tract 4074, Alameda County, California","47656","null","11316","null",
"1400000US06001407500","Census Tract 4075, Alameda County, California","24869","null","4343","null",
"1400000US06001407600","Census Tract 4076, Alameda County, California","53300","null","17214","null",
"1400000US06001407700","Census Tract 4077, Alameda County, California","70938","null","6224","null",
"1400000US06001407800","Census Tract 4078, Alameda County, California","80368","null","16409","null",
"1400000US06001407900","Census Tract 4079, Alameda County, California","100927","null","17192","null",
"1400000US06001408000","Census Tract 4080, Alameda County, California","158917","null","15863","null",
"1400000US06001408100","Census Tract 4081, Alameda County, California","103670","null","6518","null",
"1400000US06001408200","Census Tract 4082, Alameda County, California","51135","null","11163","null",
"1400000US06001408300","Census Tract 4083, Alameda County, California","81695","null","12526","null",
"1400000US06001408400","Census Tract 4084, Alameda County, California","30213","null","7829","null",
"1400000US06001408500","Census Tract 4085, Alameda County, California","47841","null","8869","null",
"1400000US06001408600","Census Tract 4086, Alameda County, California","30696","null","4381","null",
"1400000US06001408700","Census Tract 4087, Alameda County, California","43649","null","9653","null",
"1400000US06001408800","Census Tract 4088, Alameda County, California","23598","null","4864","null",
"1400000US06001408900","Census Tract 4089, Alameda County, California","26379","null","7831","null",
"1400000US06001409000","Census Tract 4090, Alameda County, California","44125","null","4582","null",
"1400000US06001409100","Census Tract 4091, Alameda County, California","40000","null","15359","null",
"1400000US06001409200","Census Tract 4092, Alameda County, California","46250","null","9909","null",
"1400000US06001409300","Census Tract 4093, Alameda County, California","34830","null","4638","null",
"1400000US06001409400","Census Tract 4094, Alameda County, California","39189","null","7850","null",
"1400000US06001409500","Census Tract 4095, Alameda County, California","31682","null","4612","null",
"1400000US06001409600","Census Tract 4096, Alameda County, California","37349","null","3831","null",
"1400000US06001409700","Census Tract 4097, Alameda County, California","38357","null","7645","null",
"1400000US06001409800","Census Tract 4098, Alameda County, California","63598","null","15950","null",
"1400000US06001409900","Census Tract 4099, Alameda County, California","97689","null","17581","null",
"1400000US06001410000","Census Tract 4100, Alameda County, California","107083","null","14932","null",
"1400000US06001410100","Census Tract 4101, Alameda County, California","59239","null","6351","null",
"1400000US06001410200","Census Tract 4102, Alameda County, California","49200","null","14141","null",
"1400000US06001410300","Census Tract 4103, Alameda County, California","39524","null","13545","null",
"1400000US06001410400","Census Tract 4104, Alameda County, California","66555","null","6772","null",
"1400000US06001410500","Census Tract 4105, Alameda County, California","22596","null","6573","null",
"1400000US06001420100","Census Tract 4201, Alameda County, California","120208","null","11258","null",
"1400000US06001420200","Census Tract 4202, Alameda County, California","89194","null","11882","null",
"1400000US06001420300","Census Tract 4203, Alameda County, California","86417","null","9036","null",
"1400000US06001420400","Census Tract 4204, Alameda County, California","42054","null","6816","null",
"1400000US06001420500","Census Tract 4205, Alameda County, California","89333","null","14288","null",
"1400000US06001420600","Census Tract 4206, Alameda County, California","116172","null","13124","null",
"1400000US06001421100","Census Tract 4211, Alameda County, California","162308","null","21329","null",
"1400000US06001421200","Census Tract 4212, Alameda County, California","144115","null","11589","null",
"1400000US06001421300","Census Tract 4213, Alameda County, California","138971","null","16105","null",
"1400000US06001421400","Census Tract 4214, Alameda County, California","141375","null","9777","null",
"1400000US06001421500","Census Tract 4215, Alameda County, California","160265","null","17296","null",
"1400000US06001421600","Census Tract 4216, Alameda County, California","118750","null","16472","null",
"1400000US06001421700","Census Tract 4217, Alameda County, California","69986","null","10606","null",
"1400000US06001421800","Census Tract 4218, Alameda County, California","110000","null","14235","null",
"1400000US06001421900","Census Tract 4219, Alameda County, California","100372","null","14845","null",
