"GEO_ID","NAME","B19013_001M","B19013_001MA","B19013_001E","B19013_001EA",
"1400000US06037123204","Census Tract 1232.04, Los Angeles County, California","3378","null","28894","null",
"1400000US06037123205","Census Tract 1232.05, Los Angeles County, California","11624","null","35625","null",
"1400000US06037123206","Census Tract 1232.06, Los Angeles County, California","4406","null","36339","null",
"1400000US06037123301","Census Tract 1233.01, Los Angeles County, California","10944","null","50371","null",
"1400000US06037123303","Census Tract 1233.03, Los Angeles County, California","8260","null","37135","null",
"1400000US06037123304","Census Tract 1233.04, Los Angeles County, California","5504","null","31918","null",
"1400000US06037123410","Census Tract 1234.10, Los Angeles County, California","4877","null","44484","null",
"1400000US06037123420","Census Tract 1234.20, Los Angeles County, California","11989","null","32292","null",
"1400000US06037123510","Census Tract 1235.10, Los Angeles County, California","8890","null","37282","null",
"1400000US06037123520","Census Tract 1235.20, Los Angeles County, California","10044","null","31548","null",
"1400000US06037123601","Census Tract 1236.01, Los Angeles County, California","8671","null","46108","null",
"1400000US06037123602","Census Tract 1236.02, Los Angeles County, California","15844","null","54355","null",
"1400000US06037123700","Census Tract 1237, Los Angeles County, California","11791","null","49286","null",
"1400000US06037123800","Census Tract 1238, Los Angeles County, California","5294","null","45909","null",
"1400000US06037123901","Census Tract 1239.01, Los Angeles County, California","11464","null","44777","null",
"1400000US06037123902","Census Tract 1239.02, Los Angeles County, California","7615","null","51703","null",
"1400000US06037124000","Census Tract 1240, Los Angeles County, California","11406","null","73091","null",
"1400000US06037124102","Census Tract 1241.02, Los Angeles County, California","9784","null","51204","null",
"1400000US06037124103","Census Tract 1241.03, Los Angeles County, California","12548","null","41563","null",
"1400000US06037124104","Census Tract 1241.04, Los Angeles County, California","6361","null","39859","null",
"1400000US06037124105","Census Tract 1241.05, Los Angeles County, California","9297","null","36179","null",
"1400000US06037124201","Census Tract 1242.01, Los Angeles County, California","5379","null","49182","null",
"1400000US06037124203","Census Tract 1242.03, Los Angeles County, California","10206","null","47695","null",
"1400000US06037124204","Census Tract 1242.04, Los Angeles County, California","11478","null","36645","null",
"1400000US06037124300","Census Tract 1243, Los Angeles County, California","20039","null","44375","null",
"1400000US06037124400","Census Tract 1244, Los Angeles County, California","5862","null","51573","null",
"1400000US06037124500","Census Tract 1245, Los Angeles County, California","14661","null","74286","null",
"1400000US06037124600","Census Tract 1246, Los Angeles County, California","25955","null","77702","null",
"1400000US06037124700","Census Tract 1247, Los Angeles County, California","4506","null","70642","null",
"1400000US06037124902","Census Tract 1249.02, Los Angeles County, California","3993","null","41100","null",
"1400000US06037124903","Census Tract 1249.03, Los Angeles County, California","9744","null","60129","null",
"1400000US06037125100","Census Tract 1251, Los Angeles County, California","7812","null","59170","null",
"1400000US06037125200","Census Tract 1252, Los Angeles County, California","3743","null","51727","null",
"1400000US06037125310","Census Tract 1253.10, Los Angeles County, California","13436","null","41850","null",
"1400000US06037125320","Census Tract 1253.20, Los Angeles County, California","7891","null","39217","null",
"1400000US06037125401","Census Tract 1254.01, Los Angeles County, California","13630","null","53688","null",
"1400000US06037125402","Census Tract 1254.02, Los Angeles County, California","12062","null","59519","null",
"1400000US06037125501","Census Tract 1255.01, Los Angeles County, California","9169","null","47263","null",
"1400000US06037125502","Census Tract 1255.02, Los Angeles County, California","10916","null","65045","null",
"1400000US06037125600","Census Tract 1256, Los Angeles County, California","17111","null","77125","null",
"1400000US06037127102","Census Tract 1271.02, Los Angeles County, California","6105","null","34929","null",
"1400000US06037127103","Census Tract 1271.03, Los Angeles County, California","8914","null","39122","null",
"1400000US06037127104","Census Tract 1271.04, Los Angeles County, California","7146","null","35460","null",
"1400000US06037127210","Census Tract 1272.10, Los Angeles County, California","4898","null","35943","null",
"1400000US06037127220","Census Tract 1272.20, Los Angeles County, California","5929","null","33472","null",
"1400000US06037127300","Census Tract 1273, Los Angeles County, California","12392","null","41067","null",
"1400000US06037127400","Census Tract 1274, Los Angeles County, California","5772","null","37101","null",
"1400000US06037127520","Census Tract 1275.20, Los Angeles County, California","6649","null","37017","null",
"1400000US06037127603","Census Tract 1276.03, Los Angeles County, California","8000","null","37096","null",
"1400000US06037127604","Census Tract 1276.04, Los Angeles County, California","19752","null","44952","null",
"1400000US06037127605","Census Tract 1276.05, Los Angeles County, California","7369","null","38958","null",
"1400000US06037127606","Census Tract 1276.06, Los Angeles County, California","9378","null","38603","null",
"1400000US06037127711","Census Tract 1277.11, Los Angeles County, California","25304","null","58600","null",
"1400000US06037127712","Census Tract 1277.12, Los Angeles County, California","6900","null","31038","null",
"1400000US06037127803","Census Tract 1278.03, Los Angeles County, California","8521","null","35813","null",
"1400000US06037127804","Census Tract 1278.04, Los Angeles County, California","12849","null","43531","null",
"1400000US06037127805","Census Tract 1278.05, Los Angeles County, California","6475","null","39198","null",
"1400000US06037127806","Census Tract 1278.06, Los Angeles County, California","12917","null","46222","null",
"1400000US06037127910","Census Tract 1279.10, Los Angeles County, California","10464","null","29127","null",
"1400000US06037127920","Census Tract 1279.20, Los Angeles County, California","9117","null","47500","null",
"1400000US06037128101","Census Tract 1281.01, Los Angeles County, California","15921","null","47754","null",
"1400000US06037128102","Census Tract 1281.02, Los Angeles County, California","6518","null","35907","null",
"1400000US06037128210","Census Tract 1282.10, Los Angeles County, California","4397","null","31861","null",
"1400000US06037128220","Census Tract 1282.20, Los Angeles County, California","4910","null","42599","null",
"1400000US06037128302","Census Tract 1283.02, Los Angeles County, California","5295","null","30550","null",
"1400000US06037128303","Census Tract 1283.03, Los Angeles County, California","5190","null","30556","null",
"1400000US06037128400","Census Tract 1284, Los Angeles County, California","12415","null","61208","null",
"1400000US06037128500","Census Tract 1285, Los Angeles County, California","10025","null","70894","null",
"1400000US06037128601","Census Tract 1286.01, Los Angeles County, California","10963","null","35216","null",
"1400000US06037128602","Census Tract 1286.02, Los Angeles County, California","22645","null","74911","null",
"1400000US06037128702","Census Tract 1287.02, Los Angeles County, California","14219","null","63889","null",
"1400000US06037128801","Census Tract 1288.01, Los Angeles County, California","8169","null","57675","null",
"1400000US06037128802","Census Tract 1288.02, Los Angeles County, California","26935","null","77188","null",
"1400000US06037128910","Census Tract 1289.10, Los Angeles County, California","10611","null","70284","null",
"1400000US06037131010","Census Tract 1310.10, Los Angeles County, California","7823","null","47063","null",
"1400000US06037131020","Census Tract 1310.20, Los Angeles County, California","5778","null","50243","null",
"1400000US06037131100","Census Tract 1311, Los Angeles County, California","13734","null","83000","null",
"1400000US06037131200","Census Tract 1312, Los Angeles County, California","13283","null","81600","null",
"1400000US06037131300","Census Tract 1313, Los Angeles County, California","7502","null","66958","null",
"1400000US06037131400","Census Tract 1314, Los Angeles County, California","13222","null","57344","null",
"1400000US06037131600","Census Tract 1316, Los Angeles County, California","7042","null","69231","null",
"1400000US06037131701","Census Tract 1317.01, Los Angeles County, California","11471","null","55436","null",
"1400000US06037131702","Census Tract 1317.02, Los Angeles County, California","8359","null","57807","null",
"1400000US06037131800","Census Tract 1318, Los Angeles County, California","14216","null","49917","null",
"1400000US06037131900","Census Tract 1319, Los Angeles County, California","15866","null","57540","null",
"1400000US06037132001","Census Tract 1320.01, Los Angeles County, California","9756","null","62988","null",
"1400000US06037132002","Census Tract 1320.02, Los Angeles County, California","28029","null","69000","null",
"1400000US06037132101","Census Tract 1321.01, Los Angeles County, California","7880","null","58949","null",
"1400000US06037132102","Census Tract 1321.02, Los Angeles County, California","5028","null","51551","null",
"1400000US06037132300","Census Tract 1323, Los Angeles County, California","7573","null","32591","null",
"1400000US06037132501","Census Tract 1325.01, Los Angeles County, California","13332","null","53850","null",
"1400000US06037132502","Census Tract 1325.02, Los Angeles County, California","12216","null","54732","null",
"1400000US06037132700","Census Tract 1327, Los Angeles County, California","5731","null","50246","null",
"1400000US06037132900","Census Tract 1329, Los Angeles County, California","12085","null","57330","null",
"1400000US06037133000","Census Tract 1330, Los Angeles County, California","17236","null","64338","null",
"1400000US06037133100","Census Tract 1331, Los Angeles County, California","6128","null","55688","null",
"1400000US06037134001","Census Tract 1340.01, Los Angeles County, California","8770","null","43953","null",
"1400000US06037134002","Census Tract 1340.02, Los Angeles County, California","9639","null","52813","null",
"1400000US06037134101","Census Tract 1341.01, Los Angeles County, California","5438","null","61569","null",
"1400000US06037134103","Census Tract 1341.03, Los Angeles County, California","7692","null","60089","null",
"1400000US06037134104","Census Tract 1341.04, Los Angeles County, California","18962","null","62721","null",
"1400000US06037134201","Census Tract 1342.01, Los Angeles County, California","14216","null","61500","null",
"1400000US06037134302","Census Tract 1343.02, Los Angeles County, California","17672","null","82442","null",
"1400000US06037134303","Census Tract 1343.03, Los Angeles County, California","13142","null","72857","null",
"1400000US06037134304","Census Tract 1343.04, Los Angeles County, California","38588","null","95304","null",
"1400000US06037134305","Census Tract 1343.05, Los Angeles County, California","2502","null","30026","null",
"1400000US06037134306","Census Tract 1343.06, Los Angeles County, California","3657","null","61315","null",
"1400000US06037134421","Census Tract 1344.21, Los Angeles County, California","21846","null","114125","null",
"1400000US06037134422","Census Tract 1344.22, Los Angeles County, California","17985","null","81756","null",
"1400000US06037134423","Census Tract 1344.23, Los Angeles County, California","14451","null","75929","null",
"1400000US06037134424","Census Tract 1344.24, Los Angeles County, California","44351","null","166250","null",
"1400000US06037134520","Census Tract 1345.20, Los Angeles County, California","9294","null","38167","null",
"1400000US06037134521","Census Tract 1345.21, Los Angeles County, California","16977","null","25288","null",
"1400000US06037134522","Census Tract 1345.22, Los Angeles County, California","4608","null","40392","null",
"1400000US06037134710","Census Tract 1347.10, Los Angeles County, California","6741","null","37615","null",
"1400000US06037134720","Census Tract 1347.20, Los Angeles County, California","10698","null","52577","null",
"1400000US06037134800","Census Tract 1348, Los Angeles County, California","6616","null","64375","null",
"1400000US06037134901","Census Tract 1349.01, Los Angeles County, California","7932","null","58902","null",
"1400000US06037134903","Census Tract 1349.03, Los Angeles County, California","7518","null","52143","null",
"1400000US06037134904","Census Tract 1349.04, Los Angeles County, California","4087","null","37226","null",
"1400000US06037134905","Census Tract 1349.05, Los Angeles County, California","14904","null","85455","null",
"1400000US06037135102","Census Tract 1351.02, Los Angeles County, California","18308","null","73417","null",
"1400000US06037135111","Census Tract 1351.11, Los Angeles County, California","17147","null","77679","null",
"1400000US06037135113","Census Tract 1351.13, Los Angeles County, California","22239","null","67596","null",
"1400000US06037135114","Census Tract 1351.14, Los Angeles County, California","7536","null","43648","null",
"1400000US06037135201","Census Tract 1352.01, Los Angeles County, California","12781","null","74919","null",
"1400000US06037135202","Census Tract 1352.02, Los Angeles County, California","12449","null","74615","null",
"1400000US06037135203","Census Tract 1352.03, Los Angeles County, California","13729","null","88100","null",
"1400000US06037137103","Census Tract 1371.03, Los Angeles County, California","21812","null","82083","null",
"1400000US06037137104","Census Tract 1371.04, Los Angeles County, California","38554","null","108214","null",
"1400000US06037137201","Census Tract 1372.01, Los Angeles County, California","10867","null","75603","null",
"1400000US06037137301","Census Tract 1373.01, Los Angeles County, California","26660","null","126435","null",
"1400000US06037137302","Census Tract 1373.02, Los Angeles County, California","7662","null","111726","null",
"1400000US06037137401","Census Tract 1374.01, Los Angeles County, California","9835","null","107739","null",
"1400000US06037137402","Census Tract 1374.02, Los Angeles County, California","13723","null","111146","null",
"1400000US06037137501","Census Tract 1375.01, Los Angeles County, California","19822","null","67363","null",
"1400000US06037137502","Census Tract 1375.02, Los Angeles County, California","10022","null","92791","null",
"1400000US06037137504","Census Tract 1375.04, Los Angeles County, California","35021","null","149028","null",
"1400000US06037138000","Census Tract 1380, Los Angeles County, California","25034","null","119297","null",
"1400000US06037139001","Census Tract 1390.01, Los Angeles County, California","8746","null","66615","null",
"1400000US06037139200","Census Tract 1392, Los Angeles County, California","15833","null","49862","null",
"1400000US06037139301","Census Tract 1393.01, Los Angeles County, California","7899","null","105082","null",
"1400000US06037139302","Census Tract 1393.02, Los Angeles County, California","5848","null","50634","null",
"1400000US06037139303","Census Tract 1393.03, Los Angeles County, California","11912","null","48869","null",
"1400000US06037139401","Census Tract 1394.01, Los Angeles County, California","15495","null","43139","null",
"1400000US06037139402","Census Tract 1394.02, Los Angeles County, California","27199","null","93480","null",
"1400000US06037139502","Census Tract 1395.02, Los Angeles County, California","11482","null","55136","null",
"1400000US06037139503","Census Tract 1395.03, Los Angeles County, California","8801","null","37091","null",
"1400000US06037139504","Census Tract 1395.04, Los Angeles County, California","10601","null","51442","null",
"1400000US06037139600","Census Tract 1396, Los Angeles County, California","5636","null","87185","null",
"1400000US06037139701","Census Tract 1397.01, Los Angeles County, California","22280","null","125769","null",
"1400000US06037139702","Census Tract 1397.02, Los Angeles County, California","33080","null","153795","null",
"1400000US06037139703","Census Tract 1397.03, Los Angeles County, California","39524","null","132625","null",
"1400000US06037139801","Census Tract 1398.01, Los Angeles County, California","29836","null","130435","null",
"1400000US06037139802","Census Tract 1398.02, Los Angeles County, California","25327","null","151250","null",
"1400000US06037141101","Census Tract 1411.01, Los Angeles County, California","15093","null","53607","null",
"1400000US06037141102","Census Tract 1411.02, Los Angeles County, California","43276","null","87404","null",
"1400000US06037141201","Census Tract 1412.01, Los Angeles County, California","11939","null","54426","null",
"1400000US06037141202","Census Tract 1412.02, Los Angeles County, California","29811","null","79890","null",
"1400000US06037141302","Census Tract 1413.02, Los Angeles County, California","10196","null","68583","null",
"1400000US06037141303","Census Tract 1413.03, Los Angeles County, California","16668","null","52227","null",
"1400000US06037141304","Census Tract 1413.04, Los Angeles County, California","15656","null","61209","null",
"1400000US06037141400","Census Tract 1414, Los Angeles County, California","29096","null","97063","null",
"1400000US06037141500","Census Tract 1415, Los Angeles County, California","18752","null","127250","null",
"1400000US06037141600","Census Tract 1416, Los Angeles County, California","20317","null","148567","null",
"1400000US06037141700","Census Tract 1417, Los Angeles County, California","14068","null","136828","null",
"1400000US06037143100","Census Tract 1431, Los Angeles County, California","13376","null","70260","null",
"1400000US06037143200","Census Tract 1432, Los Angeles County, California","12953","null","66840","null",
"1400000US06037143300","Census Tract 1433, Los Angeles County, California","13054","null","68838","null",
"1400000US06037143400","Census Tract 1434, Los Angeles County, California","6457","null","73618","null",
"1400000US06037143500","Census Tract 1435, Los Angeles County, California","11578","null","80735","null",
"1400000US06037143602","Census Tract 1436.02, Los Angeles County, California","16685","null","82128","null",
"1400000US06037143603","Census Tract 1436.03, Los Angeles County, California","14982","null","68079","null",
"1400000US06037143604","Census Tract 1436.04, Los Angeles County, California","6694","null","68281","null",
"1400000US06037143700","Census Tract 1437, Los Angeles County, California","21217","null","106083","null",
"1400000US06037143800","Census Tract 1438, Los Angeles County, California","20438","null","108105","null",
"1400000US06037143901","Census Tract 1439.01, Los Angeles County, California","44914","null","149545","null",
"1400000US06037143902","Census Tract 1439.02, Los Angeles County, California","14898","null","89917","null",
"1400000US06037181000","Census Tract 1810, Los Angeles County, California","6665","null","68322","null",
"1400000US06037181300","Census Tract 1813, Los Angeles County, California","16342","null","83750","null",
"1400000US06037181400","Census Tract 1814, Los Angeles County, California","9966","null","61935","null",
"1400000US06037181500","Census Tract 1815, Los Angeles County, California","7943","null","66563","null",
"1400000US06037181600","Census Tract 1816, Los Angeles County, California","12748","null","58703","null",
"1400000US06037183101","Census Tract 1831.01, Los Angeles County, California","10572","null","67835","null",
"1400000US06037183103","Census Tract 1831.03, Los Angeles County, California","16465","null","52853","null",
"1400000US06037183104","Census Tract 1831.04, Los Angeles County, California","11274","null","80561","null",
"1400000US06037183220","Census Tract 1832.20, Los Angeles County, California","6278","null","50440","null",
"1400000US06037183221","Census Tract 1832.21, Los Angeles County, California","13702","null","62104","null",
"1400000US06037183222","Census Tract 1832.22, Los Angeles County, California","20198","null","44873","null",
"1400000US06037183300","Census Tract 1833, Los Angeles County, California","13739","null","51548","null",
"1400000US06037183401","Census Tract 1834.01, Los Angeles County, California","9601","null","49044","null",
"1400000US06037183402","Census Tract 1834.02, Los Angeles County, California","13444","null","51953","null",
"1400000US06037183510","Census Tract 1835.10, Los Angeles County, California","10482","null","52162","null",
"1400000US06037183520","Census Tract 1835.20, Los Angeles County, California","5353","null","41852","null",
"1400000US06037183610","Census Tract 1836.10, Los Angeles County, California","6494","null","41658","null",
"1400000US06037183620","Census Tract 1836.20, Los Angeles County, California","6586","null","41121","null",
"1400000US06037183701","Census Tract 1837.01, Los Angeles County, California","15751","null","42318","null",
"1400000US06037183702","Census Tract 1837.02, Los Angeles County, California","10085","null","61216","null",
"1400000US06037183810","Census Tract 1838.10, Los Angeles County, California","11645","null","29722","null",
"1400000US06037183820","Census Tract 1838.20, Los Angeles County, California","7124","null","41250","null",
"1400000US06037185100","Census Tract 1851, Los Angeles County, California","23588","null","71591","null",
"1400000US06037185202","Census Tract 1852.02, Los Angeles County, California","9220","null","46365","null",
"1400000US06037185203","Census Tract 1852.03, Los Angeles County, California","8136","null","46744","null",
"1400000US06037185204","Census Tract 1852.04, Los Angeles County, California","26363","null","80950","null",
"1400000US06037185310","Census Tract 1853.10, Los Angeles County, California","8157","null","40915","null",
"1400000US06037185320","Census Tract 1853.20, Los Angeles County, California","10429","null","44253","null",
"1400000US06037186100","Census Tract 1861, Los Angeles County, California","9365","null","67727","null",
"1400000US06037186201","Census Tract 1862.01, Los Angeles County, California","17603","null","46667","null",
"1400000US06037186202","Census Tract 1862.02, Los Angeles County, California","29268","null","63750","null",
"1400000US06037186203","Census Tract 1862.03, Los Angeles County, California","19750","null","83456","null",
"1400000US06037186301","Census Tract 1863.01, Los Angeles County, California","9804","null","50923","null",
"1400000US06037186302","Census Tract 1863.02, Los Angeles County, California","5512","null","74775","null",
"1400000US06037186401","Census Tract 1864.01, Los Angeles County, California","7906","null","33382","null",
"1400000US06037186403","Census Tract 1864.03, Los Angeles County, California","10802","null","49353","null",
"1400000US06037186404","Census Tract 1864.04, Los Angeles County, California","26056","null","48250","null",
"1400000US06037187101","Census Tract 1871.01, Los Angeles County, California","15965","null","55391","null",
"1400000US06037187102","Census Tract 1871.02, Los Angeles County, California","12995","null","45781","null",
"1400000US06037187200","Census Tract 1872, Los Angeles County, California","7256","null","45455","null",
"1400000US06037187300","Census Tract 1873, Los Angeles County, California","10415","null","74135","null",
"1400000US06037188100","Census Tract 1881, Los Angeles County, California","7344","null","45759","null",
"1400000US06037188201","Census Tract 1882.01, Los Angeles County, California","14695","null","65859","null",
"1400000US06037188202","Census Tract 1882.02, Los Angeles County, California","16719","null","100325","null",
"1400000US06037188300","Census Tract 1883, Los Angeles County, California","10413","null","61934","null",
"1400000US06037189101","Census Tract 1891.01, Los Angeles County, California","19164","null","64464","null",
"1400000US06037189102","Census Tract 1891.02, Los Angeles County, California","19116","null","62031","null",
"1400000US06037189201","Census Tract 1892.01, Los Angeles County, California","12412","null","33065","null",
"1400000US06037189202","Census Tract 1892.02, Los Angeles County, California","8006","null","93737","null",
"1400000US06037189300","Census Tract 1893, Los Angeles County, California","16800","null","145341","null",
"1400000US06037189400","Census Tract 1894, Los Angeles County, California","8966","null","91425","null",
"1400000US06037189500","Census Tract 1895, Los Angeles County, California","9175","null","58300","null",
"1400000US06037189600","Census Tract 1896, Los Angeles County, California","10790","null","56168","null",
"1400000US06037189701","Census Tract 1897.01, Los Angeles County, California","13255","null","77420","null",
"1400000US06037189702","Census Tract 1897.02, Los Angeles County, California","9301","null","69967","null",
"1400000US06037189800","Census Tract 1898, Los Angeles County, California","4215","null","50438","null",
"1400000US06037189902","Census Tract 1899.02, Los Angeles County, California","6072","null","51447","null",
"1400000US06037189903","Census Tract 1899.03, Los Angeles County, California","9090","null","47270","null",
"1400000US06037189904","Census Tract 1899.04, Los Angeles County, California","6982","null","43931","null",
"1400000US06037189905","Census Tract 1899.05, Los Angeles County, California","7007","null","38170","null",
"1400000US06037190100","Census Tract 1901, Los Angeles County, California","9970","null","32344","null",
"1400000US06037190201","Census Tract 1902.01, Los Angeles County, California","6874","null","20591","null",
"1400000US06037190202","Census Tract 1902.02, Los Angeles County, California","7236","null","31225","null",
"1400000US06037190301","Census Tract 1903.01, Los Angeles County, California","4378","null","32766","null",
"1400000US06037190401","Census Tract 1904.01, Los Angeles County, California","11705","null","35101","null",
"1400000US06037190402","Census Tract 1904.02, Los Angeles County, California","2937","null","18498","null",
"1400000US06037190510","Census Tract 1905.10, Los Angeles County, California","6314","null","29982","null",
"1400000US06037190520","Census Tract 1905.20, Los Angeles County, California","3769","null","21835","null",
"1400000US06037190700","Census Tract 1907, Los Angeles County, California","8019","null","30911","null",
"1400000US06037190801","Census Tract 1908.01, Los Angeles County, California","9353","null","24896","null",
"1400000US06037190802","Census Tract 1908.02, Los Angeles County, California","6098","null","30575","null",
"1400000US06037190901","Census Tract 1909.01, Los Angeles County, California","8091","null","37313","null",
"1400000US06037190902","Census Tract 1909.02, Los Angeles County, California","7142","null","30307","null",
"1400000US06037191000","Census Tract 1910, Los Angeles County, California","9884","null","33938","null",
"1400000US06037191110","Census Tract 1911.10, Los Angeles County, California","4770","null","21663","null",
"1400000US06037191120","Census Tract 1911.20, Los Angeles County, California","5855","null","33675","null",
"1400000US06037191201","Census Tract 1912.01, Los Angeles County, California","4551","null","24337","null",
"1400000US06037191203","Census Tract 1912.03, Los Angeles County, California","2915","null","28081","null",
"1400000US06037191204","Census Tract 1912.04, Los Angeles County, California","6907","null","31005","null",
"1400000US06037191301","Census Tract 1913.01, Los Angeles County, California","21526","null","43654","null",
"1400000US06037191302","Census Tract 1913.02, Los Angeles County, California","5858","null","46484","null",
"1400000US06037191410","Census Tract 1914.10, Los Angeles County, California","3930","null","29065","null",
"1400000US06037191420","Census Tract 1914.20, Los Angeles County, California","9699","null","32984","null",
"1400000US06037191500","Census Tract 1915, Los Angeles County, California","13348","null","32457","null",
"1400000US06037191610","Census Tract 1916.10, Los Angeles County, California","6854","null","44449","null",
"1400000US06037191620","Census Tract 1916.20, Los Angeles County, California","10091","null","37801","null",
"1400000US06037191710","Census Tract 1917.10, Los Angeles County, California","5999","null","26673","null",
"1400000US06037191720","Census Tract 1917.20, Los Angeles County, California","3759","null","33046","null",
"1400000US06037191810","Census Tract 1918.10, Los Angeles County, California","7697","null","28750","null",
"1400000US06037191820","Census Tract 1918.20, Los Angeles County, California","7319","null","33277","null",
"1400000US06037191901","Census Tract 1919.01, Los Angeles County, California","9438","null","52088","null",
"1400000US06037191902","Census Tract 1919.02, Los Angeles County, California","32912","null","83472","null",
"1400000US06037192001","Census Tract 1920.01, Los Angeles County, California","9487","null","47167","null",
"1400000US06037192002","Census Tract 1920.02, Los Angeles County, California","15246","null","74659","null",
"1400000US06037192300","Census Tract 1923, Los Angeles County, California","17016","null","54257","null",
"1400000US06037192410","Census Tract 1924.10, Los Angeles County, California","5358","null","55487","null",
"1400000US06037192420","Census Tract 1924.20, Los Angeles County, California","11384","null","41970","null",
"1400000US06037192510","Census Tract 1925.10, Los Angeles County, California","9027","null","35091","null",
"1400000US06037192520","Census Tract 1925.20, Los Angeles County, California","8074","null","32927","null",
"1400000US06037192610","Census Tract 1926.10, Los Angeles County, California","6483","null","34020","null",
"1400000US06037192620","Census Tract 1926.20, Los Angeles County, California","7077","null","33024","null",
"1400000US06037192700","Census Tract 1927, Los Angeles County, California","8194","null","29940","null",
"1400000US06037194101","Census Tract 1941.01, Los Angeles County, California","22586","null","70335","null",
"1400000US06037194102","Census Tract 1941.02, Los Angeles County, California","17078","null","131583","null",
"1400000US06037194200","Census Tract 1942, Los Angeles County, California","33590","null","122900","null",
"1400000US06037194300","Census Tract 1943, Los Angeles County, California","31303","null","142419","null",
"1400000US06037194401","Census Tract 1944.01, Los Angeles County, California","25531","null","69890","null",
"1400000US06037194402","Census Tract 1944.02, Los Angeles County, California","11533","null","86154","null",
"1400000US06037194500","Census Tract 1945, Los Angeles County, California","20430","null","95906","null",
"1400000US06037195100","Census Tract 1951, Los Angeles County, California","25063","null","95184","null",
"1400000US06037195201","Census Tract 1952.01, Los Angeles County, California","7384","null","59679","null",
"1400000US06037195202","Census Tract 1952.02, Los Angeles County, California","29206","null","120195","null",
"1400000US06037195300","Census Tract 1953, Los Angeles County, California","9336","null","51333","null",
"1400000US06037195400","Census Tract 1954, Los Angeles County, California","14124","null","67255","null",
"1400000US06037195500","Census Tract 1955, Los Angeles County, California","20773","null","76393","null",
"1400000US06037195600","Census Tract 1956, Los Angeles County, California","10751","null","57994","null",
"1400000US06037195710","Census Tract 1957.10, Los Angeles County, California","8488","null","29861","null",
"1400000US06037195720","Census Tract 1957.20, Los Angeles County, California","9028","null","32917","null",
"1400000US06037195802","Census Tract 1958.02, Los Angeles County, California","4721","null","40938","null",
"1400000US06037195803","Census Tract 1958.03, Los Angeles County, California","12829","null","51691","null",
"1400000US06037195804","Census Tract 1958.04, Los Angeles County, California","13580","null","49113","null",
"1400000US06037195901","Census Tract 1959.01, Los Angeles County, California","7912","null","39500","null",
"1400000US06037195902","Census Tract 1959.02, Los Angeles County, California","11008","null","51875","null",
"1400000US06037195903","Census Tract 1959.03, Los Angeles County, California","10485","null","42578","null",
"1400000US06037197200","Census Tract 1972, Los Angeles County, California","10969","null","43205","null",
"1400000US06037197300","Census Tract 1973, Los Angeles County, California","10449","null","45997","null",
"1400000US06037197410","Census Tract 1974.10, Los Angeles County, California","4555","null","51493","null",
"1400000US06037197420","Census Tract 1974.20, Los Angeles County, California","31556","null","41625","null",
"1400000US06037197500","Census Tract 1975, Los Angeles County, California","13478","null","43036","null",
"1400000US06037197600","Census Tract 1976, Los Angeles County, California","6545","null","44795","null",
"1400000US06037197700","Census Tract 1977, Los Angeles County, California","10214","null","30375","null",
"1400000US06037199000","Census Tract 1990, Los Angeles County, California","4449","null","25149","null",
"1400000US06037199110","Census Tract 1991.10, Los Angeles County, California","8508","null","34341","null",
"1400000US06037199120","Census Tract 1991.20, Los Angeles County, California","8199","null","26328","null",
"1400000US06037199201","Census Tract 1992.01, Los Angeles County, California","3072","null","31379","null",
"1400000US06037199202","Census Tract 1992.02, Los Angeles County, California","9151","null","31861","null",
"1400000US06037199300","Census Tract 1993, Los Angeles County, California","12442","null","49828","null",
"1400000US06037199400","Census Tract 1994, Los Angeles County, California","7459","null","30227","null",
"1400000US06037199700","Census Tract 1997, Los Angeles County, California","4915","null","35484","null",
"1400000US06037199800","Census Tract 1998, Los Angeles County, California","5433","null","36804","null",
"1400000US06037199900","Census Tract 1999, Los Angeles County, California","5315","null","23864","null",
"1400000US06037201110","Census Tract 2011.10, Los Angeles County, California","9733","null","44632","null",
"1400000US06037201120","Census Tract 2011.20, Los Angeles County, California","19672","null","50662","null",
"1400000US06037201200","Census Tract 2012, Los Angeles County, California","11298","null","45613","null",
"1400000US06037201301","Census Tract 2013.01, Los Angeles County, California","10571","null","34861","null",
"1400000US06037201302","Census Tract 2013.02, Los Angeles County, California","8755","null","75424","null",
"1400000US06037201401","Census Tract 2014.01, Los Angeles County, California","4908","null","41759","null",
"1400000US06037201402","Census Tract 2014.02, Los Angeles County, California","6886","null","44622","null",
"1400000US06037201501","Census Tract 2015.01, Los Angeles County, California","4080","null","48949","null",
"1400000US06037201503","Census Tract 2015.03, Los Angeles County, California","7682","null","31121","null",
"1400000US06037201504","Census Tract 2015.04, Los Angeles County, California","6426","null","43250","null",
"1400000US06037201601","Census Tract 2016.01, Los Angeles County, California","12495","null","48713","null",
"1400000US06037201602","Census Tract 2016.02, Los Angeles County, California","11944","null","48438","null",
"1400000US06037201700","Census Tract 2017, Los Angeles County, California","8860","null","50189","null",
"1400000US06037203100","Census Tract 2031, Los Angeles County, California","4368","null","24130","null",
"1400000US06037203200","Census Tract 2032, Los Angeles County, California","3317","null","40094","null",
"1400000US06037203300","Census Tract 2033, Los Angeles County, California","15919","null","32396","null",
"1400000US06037203500","Census Tract 2035, Los Angeles County, California","7051","null","39345","null",
