"GEO_ID","NAME","B25063_001E","B25063_001EA","B25063_001M","B25063_001MA","B25063_002E","B25063_002M","B25063_002MA","B25063_002EA","B25063_003E","B25063_003M","B25063_003MA","B25063_003EA","B25063_004E","B25063_004M","B25063_004MA","B25063_004EA","B25063_005E","B25063_005M","B25063_005MA","B25063_005EA","B25063_006E","B25063_006M","B25063_006MA","B25063_006EA","B25063_007E","B25063_007EA","B25063_007M","B25063_007MA","B25063_008E","B25063_008EA","B25063_008M","B25063_008MA","B25063_009E","B25063_009M","B25063_009MA","B25063_009EA","B25063_010E","B25063_010M","B25063_010MA","B25063_010EA","B25063_011E","B25063_011M","B25063_011MA","B25063_011EA","B25063_012E","B25063_012M","B25063_012MA","B25063_012EA","B25063_013E","B25063_013M","B25063_013MA","B25063_013EA","B25063_014E","B25063_014M","B25063_014MA","B25063_014EA","B25063_015E","B25063_015M","B25063_015MA","B25063_015EA","B25063_016E","B25063_016M","B25063_016MA","B25063_016EA","B25063_017E","B25063_017EA","B25063_017M","B25063_017MA","B25063_018E","B25063_018EA","B25063_018M","B25063_018MA","B25063_019E","B25063_019M","B25063_019MA","B25063_019EA","B25063_020E","B25063_020M","B25063_020MA","B25063_020EA","B25063_021E","B25063_021EA","B25063_021M","B25063_021MA","B25063_022E","B25063_022M","B25063_022MA","B25063_022EA","B25063_023E","B25063_023M","B25063_023MA","B25063_023EA","B25063_024E","B25063_024M","B25063_024MA","B25063_024EA","B25063_025E","B25063_025M","B25063_025MA","B25063_025EA","B25063_026E","B25063_026EA","B25063_026M","B25063_026MA","B25063_027E","B25063_027M","B25063_027MA","B25063_027EA",
"0500000US06051","Mono County, California","1836","null","385","null","1574","359","null","null","1","3","null","null","0","21","null","null","0","21","null","null","3","8","null","null","23","null","39","null","0","null","21","null","6","18","null","null","0","21","null","null","0","21","null","null","5","8","null","null","0","21","null","null","58","80","null","null","16","29","null","null","0","21","null","null","52","null","72","null","189","null","179","null","201","126","null","null","255","147","null","null","429","null","211","null","248","150","null","null","75","95","null","null","0","21","null","null","0","21","null","null","13","null","19","null","262","167","null","null",
"0500000US06053","Monterey County, California","62795","null","1353","null","61068","1364","null","null","27","28","null","null","22","33","null","null","44","49","null","null","106","88","null","null","588","null","201","null","273","null","105","null","288","119","null","null","337","121","null","null","127","69","null","null","295","106","null","null","301","104","null","null","605","193","null","null","316","100","null","null","490","232","null","null","838","null","225","null","1520","null","328","null","1787","333","null","null","6817","655","null","null","7295","null","524","null","19383","1070","null","null","10069","703","null","null","4625","679","null","null","1832","346","null","null","3083","null","469","null","1727","291","null","null",
"0500000US06055","Napa County, California","16803","null","621","null","15980","627","null","null","17","28","null","null","0","31","null","null","13","20","null","null","18","20","null","null","134","null","55","null","183","null","94","null","90","59","null","null","63","31","null","null","117","74","null","null","64","47","null","null","169","97","null","null","39","25","null","null","88","62","null","null","110","50","null","null","194","null","133","null","363","null","114","null","289","128","null","null","1334","306","null","null","1853","null","336","null","3750","375","null","null","3436","379","null","null","1985","282","null","null","1042","223","null","null","629","null","142","null","823","207","null","null",
"0500000US06057","Nevada County, California","10072","null","682","null","9383","655","null","null","18","29","null","null","12","19","null","null","13","21","null","null","70","59","null","null","79","null","63","null","116","null","105","null","109","123","null","null","307","259","null","null","21","34","null","null","48","57","null","null","115","82","null","null","120","76","null","null","158","122","null","null","156","111","null","null","169","null","108","null","252","null","90","null","449","217","null","null","1734","324","null","null","1439","null","260","null","1781","291","null","null","1334","354","null","null","681","308","null","null","120","70","null","null","82","null","64","null","689","184","null","null",
"0500000US06059","Orange County, California","455152","null","3951","null","443870","3906","null","null","495","170","null","null","276","163","null","null","562","214","null","null","722","234","null","null","2836","null","334","null","2362","null","464","null","1488","330","null","null","1445","327","null","null","1883","387","null","null","1193","311","null","null","1155","285","null","null","995","242","null","null","1311","282","null","null","1435","398","null","null","1682","null","353","null","2982","null","509","null","3684","454","null","null","22779","1407","null","null","36924","null","1645","null","122974","3005","null","null","111410","2715","null","null","59779","2173","null","null","32104","1608","null","null","31394","null","1756","null","11282","849","null","null",
"0500000US06061","Placer County, California","39858","null","1202","null","38196","1214","null","null","11","20","null","null","114","89","null","null","20","24","null","null","73","66","null","null","205","null","96","null","237","null","137","null","209","83","null","null","168","79","null","null","226","126","null","null","68","42","null","null","270","127","null","null","287","134","null","null","90","57","null","null","279","98","null","null","454","null","180","null","837","null","213","null","1305","290","null","null","4274","447","null","null","5012","null","506","null","10576","801","null","null","8183","695","null","null","3183","440","null","null","1453","292","null","null","662","null","149","null","1662","330","null","null",
"0500000US06063","Plumas County, California","2280","null","296","null","2068","291","null","null","0","21","null","null","21","27","null","null","0","21","null","null","33","25","null","null","61","null","47","null","74","null","63","null","71","79","null","null","64","74","null","null","41","45","null","null","24","32","null","null","36","56","null","null","31","31","null","null","59","50","null","null","51","47","null","null","109","null","86","null","164","null","98","null","140","87","null","null","444","142","null","null","418","null","155","null","171","95","null","null","19","20","null","null","28","35","null","null","9","14","null","null","0","null","21","null","212","108","null","null",
"0500000US06065","Riverside County, California","236037","null","3113","null","227801","3152","null","null","150","98","null","null","106","67","null","null","374","177","null","null","694","208","null","null","1334","null","237","null","1228","null","239","null","1110","314","null","null","939","186","null","null","1691","394","null","null","1668","390","null","null","1856","372","null","null","2596","461","null","null","2275","381","null","null","2808","399","null","null","3812","null","516","null","9143","null","763","null","10694","794","null","null","32149","1313","null","null","32735","null","1627","null","62278","2123","null","null","35223","1406","null","null","13779","1023","null","null","5814","767","null","null","3345","null","584","null","8236","759","null","null",
"0500000US06067","Sacramento County, California","236018","null","3219","null","228827","3129","null","null","129","71","null","null","231","112","null","null","428","168","null","null","1218","316","null","null","2337","null","383","null","1697","null","377","null","1101","286","null","null","1288","248","null","null","1141","299","null","null","1534","381","null","null","1467","334","null","null","1753","308","null","null","2105","354","null","null","2087","332","null","null","3266","null","501","null","8304","null","869","null","11200","877","null","null","40552","1441","null","null","44196","null","1945","null","65146","2029","null","null","27202","1685","null","null","6655","657","null","null","2218","325","null","null","1572","null","285","null","7191","746","null","null",
"0500000US06069","San Benito County, California","6200","null","452","null","5806","466","null","null","0","31","null","null","13","20","null","null","0","31","null","null","17","25","null","null","126","null","82","null","23","null","36","null","47","45","null","null","52","37","null","null","17","40","null","null","19","24","null","null","3","6","null","null","67","59","null","null","25","31","null","null","36","47","null","null","114","null","66","null","323","null","122","null","139","70","null","null","604","199","null","null","532","null","166","null","1834","361","null","null","909","227","null","null","558","155","null","null","200","137","null","null","148","null","75","null","394","152","null","null",
"0500000US06071","San Bernardino County, California","257494","null","3318","null","248790","3142","null","null","171","87","null","null","169","91","null","null","469","168","null","null","829","260","null","null","1831","null","327","null","1364","null","280","null","1241","279","null","null","1360","356","null","null","1727","478","null","null","1849","360","null","null","2395","582","null","null","2810","431","null","null","3228","591","null","null","3274","413","null","null","4606","null","585","null","11415","null","1150","null","14873","945","null","null","41129","1963","null","null","41844","null","1656","null","64992","1956","null","null","31113","1500","null","null","10496","785","null","null","3704","537","null","null","1901","null","453","null","8704","823","null","null",
"0500000US06073","San Diego County, California","523706","null","4504","null","510988","4502","null","null","706","229","null","null","492","174","null","null","406","137","null","null","1024","276","null","null","3491","null","410","null","2919","null","461","null","1877","351","null","null","2049","394","null","null","1977","435","null","null","2563","562","null","null","2247","389","null","null","1892","340","null","null","2316","410","null","null","2573","439","null","null","2881","null","377","null","6664","null","624","null","9139","826","null","null","43206","1699","null","null","64399","null","2209","null","150230","3312","null","null","100516","2614","null","null","54097","1922","null","null","29071","1405","null","null","24253","null","1447","null","12718","937","null","null",
"0500000US06075","San Francisco County, California","223174","null","2731","null","218049","2756","null","null","475","174","null","null","321","137","null","null","680","214","null","null","1752","384","null","null","5898","null","769","null","4202","null","807","null","1664","297","null","null","2041","418","null","null","1826","323","null","null","2549","523","null","null","2017","349","null","null","1974","410","null","null","1888","316","null","null","1853","372","null","null","2450","null","425","null","4253","null","458","null","4829","541","null","null","14157","1033","null","null","15818","null","1003","null","30812","1316","null","null","29083","1159","null","null","25292","1341","null","null","22226","1136","null","null","39989","null","1503","null","5125","559","null","null",
"0500000US06077","San Joaquin County, California","95927","null","1821","null","92031","1800","null","null","67","46","null","null","68","81","null","null","23","21","null","null","413","148","null","null","639","null","186","null","502","null","155","null","575","160","null","null","545","197","null","null","554","172","null","null","686","255","null","null","817","186","null","null","1544","290","null","null","1182","270","null","null","1834","330","null","null","1832","null","366","null","4735","null","500","null","6581","694","null","null","15606","850","null","null","14295","null","894","null","22407","1119","null","null","10547","1021","null","null","3863","516","null","null","2155","479","null","null","561","null","210","null","3896","430","null","null",
"0500000US06079","San Luis Obispo County, California","40139","null","1433","null","38349","1302","null","null","83","99","null","null","14","15","null","null","43","52","null","null","85","64","null","null","330","null","150","null","233","null","113","null","209","151","null","null","199","128","null","null","134","79","null","null","162","88","null","null","325","296","null","null","217","120","null","null","296","127","null","null","350","153","null","null","182","null","69","null","836","null","198","null","1927","457","null","null","4857","530","null","null","5146","null","545","null","11497","872","null","null","5683","666","null","null","2832","479","null","null","1457","333","null","null","1252","null","325","null","1790","382","null","null",
"0500000US06081","San Mateo County, California","106611","null","1787","null","103653","1920","null","null","82","84","null","null","319","195","null","null","120","72","null","null","255","112","null","null","461","null","167","null","365","null","145","null","341","236","null","null","216","95","null","null","330","134","null","null","193","97","null","null","148","98","null","null","261","161","null","null","148","92","null","null","330","170","null","null","365","null","179","null","584","null","195","null","1054","278","null","null","2736","456","null","null","4461","null","583","null","14836","989","null","null","20694","1169","null","null","17817","1121","null","null","13184","777","null","null","24353","null","1141","null","2958","537","null","null",
"0500000US06083","Santa Barbara County, California","69883","null","1360","null","67520","1321","null","null","151","110","null","null","167","107","null","null","111","137","null","null","221","96","null","null","545","null","172","null","429","null","149","null","216","109","null","null","262","114","null","null","372","137","null","null","311","127","null","null","397","161","null","null","286","124","null","null","291","106","null","null","453","141","null","null","875","null","232","null","1462","null","347","null","1676","370","null","null","6919","686","null","null","8358","null","725","null","16553","938","null","null","13771","909","null","null","6181","643","null","null","3059","433","null","null","4454","null","526","null","2363","426","null","null",
"0500000US06085","Santa Clara County, California","283743","null","2605","null","277024","2543","null","null","436","195","null","null","266","112","null","null","207","101","null","null","452","143","null","null","1227","null","278","null","1895","null","366","null","1298","318","null","null","1003","260","null","null","1269","249","null","null","1382","281","null","null","1195","315","null","null","955","253","null","null","1178","239","null","null","1304","253","null","null","1239","null","227","null","2097","null","316","null","3147","464","null","null","8579","746","null","null","12482","null","738","null","39711","1456","null","null","54029","1770","null","null","51850","1741","null","null","38853","1516","null","null","50970","null","1488","null","6719","648","null","null",
"0500000US06087","Santa Cruz County, California","38155","null","1390","null","36498","1371","null","null","149","74","null","null","64","64","null","null","138","116","null","null","106","88","null","null","290","null","126","null","313","null","155","null","319","149","null","null","449","174","null","null","242","114","null","null","236","143","null","null","229","101","null","null","440","245","null","null","262","106","null","null","244","141","null","null","258","null","137","null","596","null","185","null","895","303","null","null","2542","435","null","null","2956","null","459","null","8848","894","null","null","7541","878","null","null","4116","522","null","null","3051","541","null","null","2214","null","362","null","1657","393","null","null",
"0500000US06089","Shasta County, California","25286","null","929","null","24229","939","null","null","31","41","null","null","158","196","null","null","107","64","null","null","136","91","null","null","275","null","91","null","196","null","95","null","241","80","null","null","205","143","null","null","196","97","null","null","244","106","null","null","459","181","null","null","374","147","null","null","830","220","null","null","787","196","null","null","686","null","224","null","2093","null","397","null","2259","362","null","null","5080","563","null","null","3795","null","428","null","4148","478","null","null","1344","252","null","null","304","138","null","null","86","75","null","null","195","null","162","null","1057","210","null","null",
"0500000US06091","Sierra County, California","243","null","112","null","179","88","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","30","45","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","8","14","null","null","10","18","null","null","0","null","13","null","18","null","28","null","30","28","null","null","26","36","null","null","16","null","27","null","0","13","null","null","37","40","null","null","4","7","null","null","0","13","null","null","0","null","13","null","64","87","null","null",
"0500000US06093","Siskiyou County, California","6164","null","377","null","5671","351","null","null","5","8","null","null","4","5","null","null","65","57","null","null","80","48","null","null","132","null","82","null","135","null","79","null","88","43","null","null","158","86","null","null","129","74","null","null","177","76","null","null","164","56","null","null","211","70","null","null","312","119","null","null","243","90","null","null","287","null","108","null","697","null","170","null","472","132","null","null","1099","225","null","null","661","null","171","null","360","144","null","null","40","38","null","null","142","140","null","null","10","17","null","null","0","null","28","null","493","120","null","null",
"0500000US06095","Solano County, California","57592","null","1362","null","55215","1351","null","null","14","24","null","null","38","42","null","null","85","69","null","null","111","97","null","null","488","null","170","null","455","null","162","null","428","135","null","null","168","86","null","null","222","101","null","null","170","77","null","null","271","179","null","null","330","132","null","null","255","194","null","null","487","184","null","null","524","null","203","null","1501","null","430","null","1654","357","null","null","4969","583","null","null","6433","null","587","null","14901","1009","null","null","12813","836","null","null","6252","631","null","null","1694","315","null","null","952","null","279","null","2377","532","null","null",
"0500000US06097","Sonoma County, California","72886","null","1509","null","69811","1508","null","null","34","45","null","null","146","128","null","null","89","82","null","null","246","121","null","null","857","null","239","null","542","null","164","null","514","294","null","null","574","258","null","null","360","141","null","null","512","243","null","null","599","272","null","null","361","147","null","null","534","185","null","null","394","185","null","null","460","null","153","null","1114","null","266","null","1486","384","null","null","6063","586","null","null","7312","null","666","null","17869","1066","null","null","14671","928","null","null","7857","736","null","null","4518","525","null","null","2699","null","480","null","3075","471","null","null",
"0500000US06099","Stanislaus County, California","70847","null","1401","null","67437","1395","null","null","37","31","null","null","112","113","null","null","192","142","null","null","151","71","null","null","467","null","131","null","655","null","259","null","290","114","null","null","491","199","null","null","372","129","null","null","631","197","null","null","793","313","null","null","805","211","null","null","875","297","null","null","1557","357","null","null","1833","null","473","null","2899","null","410","null","4322","505","null","null","13926","863","null","null","12824","null","1024","null","17298","1030","null","null","5144","604","null","null","857","247","null","null","567","206","null","null","339","null","140","null","3410","517","null","null",
"0500000US06101","Sutter County, California","13123","null","624","null","12402","617","null","null","0","31","null","null","10","17","null","null","106","77","null","null","123","88","null","null","148","null","91","null","135","null","100","null","53","42","null","null","137","63","null","null","118","82","null","null","119","74","null","null","113","76","null","null","90","59","null","null","154","83","null","null","393","150","null","null","468","null","177","null","880","null","211","null","1248","288","null","null","2857","380","null","null","1938","null","341","null","2638","365","null","null","472","153","null","null","120","65","null","null","61","57","null","null","21","null","20","null","721","197","null","null",
"0500000US06103","Tehama County, California","8055","null","588","null","7455","594","null","null","0","31","null","null","0","31","null","null","0","31","null","null","59","54","null","null","303","null","164","null","146","null","100","null","74","70","null","null","112","95","null","null","120","91","null","null","121","85","null","null","265","142","null","null","158","97","null","null","244","125","null","null","357","180","null","null","470","null","203","null","604","null","234","null","530","189","null","null","1454","323","null","null","1474","null","378","null","789","251","null","null","63","54","null","null","97","90","null","null","0","31","null","null","15","null","27","null","600","180","null","null",
"0500000US06105","Trinity County, California","1630","null","267","null","1416","249","null","null","0","21","null","null","0","21","null","null","29","32","null","null","60","67","null","null","43","null","50","null","36","null","52","null","87","83","null","null","49","54","null","null","0","21","null","null","50","65","null","null","56","59","null","null","49","68","null","null","0","21","null","null","64","50","null","null","66","null","56","null","172","null","116","null","160","97","null","null","313","136","null","null","71","null","62","null","104","75","null","null","0","21","null","null","7","14","null","null","0","21","null","null","0","null","21","null","214","100","null","null",
"0500000US06107","Tulare County, California","59506","null","1491","null","56270","1521","null","null","26","37","null","null","250","273","null","null","165","99","null","null","105","60","null","null","679","null","172","null","477","null","181","null","501","220","null","null","982","276","null","null","779","242","null","null","910","262","null","null","1896","368","null","null","1714","337","null","null","2082","382","null","null","2306","392","null","null","2241","null","389","null","5270","null","766","null","5742","666","null","null","13476","1314","null","null","7113","null","765","null","7179","692","null","null","1857","491","null","null","333","158","null","null","127","98","null","null","60","null","69","null","3236","433","null","null",
"0500000US06109","Tuolumne County, California","5841","null","555","null","5308","557","null","null","0","31","null","null","18","30","null","null","40","37","null","null","2","3","null","null","182","null","153","null","91","null","82","null","60","50","null","null","51","50","null","null","23","36","null","null","65","82","null","null","191","147","null","null","152","133","null","null","159","112","null","null","496","309","null","null","104","null","66","null","260","null","125","null","323","150","null","null","1037","287","null","null","1078","null","329","null","677","242","null","null","212","105","null","null","55","44","null","null","21","27","null","null","11","null","19","null","533","167","null","null",
"0500000US06111","Ventura County, California","100077","null","1969","null","95385","2002","null","null","181","110","null","null","6","10","null","null","96","59","null","null","198","100","null","null","1051","null","268","null","725","null","182","null","454","133","null","null","327","166","null","null","459","166","null","null","428","142","null","null","374","136","null","null","507","145","null","null","683","216","null","null","246","110","null","null","625","null","194","null","1288","null","300","null","2022","352","null","null","5771","640","null","null","10609","null","838","null","22732","1122","null","null","23392","1338","null","null","12806","989","null","null","6286","591","null","null","4119","null","503","null","4692","546","null","null",
"0500000US06113","Yolo County, California","36429","null","918","null","35098","920","null","null","83","78","null","null","43","68","null","null","79","69","null","null","235","142","null","null","465","null","188","null","304","null","124","null","202","130","null","null","280","166","null","null","266","137","null","null","231","109","null","null","523","220","null","null","393","152","null","null","310","138","null","null","473","194","null","null","655","null","220","null","1203","null","301","null","2247","380","null","null","5003","540","null","null","5057","null","645","null","8982","702","null","null","4945","465","null","null","1965","330","null","null","613","168","null","null","541","null","183","null","1331","269","null","null",
"0500000US06115","Yuba County, California","10332","null","660","null","9720","620","null","null","10","14","null","null","34","38","null","null","20","26","null","null","26","31","null","null","208","null","100","null","355","null","197","null","96","79","null","null","81","65","null","null","67","53","null","null","183","168","null","null","195","101","null","null","211","108","null","null","460","185","null","null","398","129","null","null","464","null","186","null","791","null","214","null","842","229","null","null","1748","345","null","null","1002","null","275","null","1591","365","null","null","747","283","null","null","175","104","null","null","7","11","null","null","9","null","14","null","612","259","null","null",
