"GEO_ID","NAME","B25063_001E","B25063_001M","B25063_001MA","B25063_001EA","B25063_002E","B25063_002M","B25063_002MA","B25063_002EA","B25063_003E","B25063_003EA","B25063_003M","B25063_003MA","B25063_004E","B25063_004M","B25063_004MA","B25063_004EA","B25063_005E","B25063_005EA","B25063_005M","B25063_005MA","B25063_006E","B25063_006M","B25063_006MA","B25063_006EA","B25063_007E","B25063_007M","B25063_007MA","B25063_007EA","B25063_008E","B25063_008EA","B25063_008M","B25063_008MA","B25063_009E","B25063_009EA","B25063_009M","B25063_009MA","B25063_010E","B25063_010EA","B25063_010M","B25063_010MA","B25063_011E","B25063_011M","B25063_011MA","B25063_011EA","B25063_012E","B25063_012M","B25063_012MA","B25063_012EA","B25063_013E","B25063_013M","B25063_013MA","B25063_013EA","B25063_014E","B25063_014EA","B25063_014M","B25063_014MA","B25063_015E","B25063_015EA","B25063_015M","B25063_015MA","B25063_016E","B25063_016EA","B25063_016M","B25063_016MA","B25063_017E","B25063_017M","B25063_017MA","B25063_017EA","B25063_018E","B25063_018M","B25063_018MA","B25063_018EA","B25063_019E","B25063_019EA","B25063_019M","B25063_019MA","B25063_020E","B25063_020EA","B25063_020M","B25063_020MA","B25063_021E","B25063_021EA","B25063_021M","B25063_021MA","B25063_022E","B25063_022M","B25063_022MA","B25063_022EA","B25063_023E","B25063_023M","B25063_023MA","B25063_023EA","B25063_024E","B25063_024M","B25063_024MA","B25063_024EA","B25063_025E","B25063_025EA","B25063_025M","B25063_025MA","B25063_026E","B25063_026M","B25063_026MA","B25063_026EA","B25063_027E","B25063_027M","B25063_027MA","B25063_027EA",
"0500000US06039","Madera County, California","17116","651","null","null","15651","666","null","null","22","null","47","null","114","71","null","null","31","null","35","null","168","94","null","null","304","116","null","null","183","null","91","null","252","null","129","null","165","null","95","null","375","139","null","null","309","142","null","null","331","106","null","null","644","null","159","null","626","null","159","null","731","null","188","null","868","241","null","null","1366","261","null","null","2137","null","350","null","3572","null","487","null","2145","null","464","null","901","206","null","null","238","116","null","null","119","110","null","null","17","null","29","null","33","27","null","null","1465","247","null","null",
"0500000US06041","Marin County, California","38200","880","null","null","36830","885","null","null","18","null","28","null","173","111","null","null","142","null","86","null","346","131","null","null","456","166","null","null","280","null","123","null","260","null","131","null","334","null","143","null","152","89","null","null","285","108","null","null","177","91","null","null","150","null","76","null","204","null","74","null","236","null","107","null","152","74","null","null","576","165","null","null","901","null","207","null","2901","null","420","null","4892","null","475","null","10937","600","null","null","5383","484","null","null","3825","416","null","null","2274","null","360","null","1776","225","null","null","1370","307","null","null",
"0500000US06043","Mariposa County, California","2203","264","null","null","1936","246","null","null","116","null","78","null","13","20","null","null","16","null","21","null","26","29","null","null","26","32","null","null","11","null","19","null","33","null","26","null","118","null","71","null","69","67","null","null","60","45","null","null","53","58","null","null","102","null","73","null","90","null","80","null","139","null","90","null","81","55","null","null","75","55","null","null","209","null","115","null","404","null","126","null","156","null","69","null","139","81","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","19","null","null","267","134","null","null",
"0500000US06045","Mendocino County, California","14830","713","null","null","13525","677","null","null","2","null","6","null","96","72","null","null","162","null","89","null","199","76","null","null","378","184","null","null","256","null","95","null","219","null","101","null","455","null","181","null","384","190","null","null","365","134","null","null","387","149","null","null","405","null","146","null","349","null","135","null","447","null","168","null","333","135","null","null","1376","266","null","null","1267","null","284","null","2315","null","346","null","1907","null","343","null","1731","253","null","null","317","133","null","null","71","53","null","null","69","null","62","null","35","24","null","null","1305","268","null","null",
"0500000US06047","Merced County, California","37381","971","null","null","34550","1037","null","null","14","null","22","null","98","63","null","null","299","null","162","null","378","107","null","null","443","150","null","null","427","null","156","null","433","null","154","null","709","null","176","null","785","204","null","null","1240","247","null","null","1390","259","null","null","1694","null","252","null","1997","null","293","null","1940","null","299","null","2151","315","null","null","3987","503","null","null","3835","null","475","null","6726","null","653","null","3383","null","406","null","2225","349","null","null","267","150","null","null","61","62","null","null","50","null","38","null","18","29","null","null","2831","381","null","null",
"0500000US06049","Modoc County, California","930","183","null","null","823","166","null","null","0","null","17","null","11","17","null","null","7","null","8","null","20","19","null","null","21","17","null","null","2","null","4","null","52","null","54","null","49","null","48","null","47","40","null","null","58","38","null","null","66","42","null","null","38","null","39","null","65","null","57","null","42","null","40","null","118","73","null","null","68","52","null","null","133","null","87","null","4","null","6","null","22","null","25","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","107","66","null","null",
"0500000US06051","Mono County, California","2217","338","null","null","1836","329","null","null","0","null","19","null","21","36","null","null","0","null","19","null","0","19","null","null","16","27","null","null","0","null","19","null","17","null","23","null","77","null","72","null","47","75","null","null","55","61","null","null","31","50","null","null","47","null","63","null","0","null","19","null","71","null","61","null","132","91","null","null","158","98","null","null","47","null","48","null","467","null","145","null","385","null","153","null","106","76","null","null","152","122","null","null","0","19","null","null","0","null","19","null","7","13","null","null","381","166","null","null",
"0500000US06053","Monterey County, California","63315","1071","null","null","61495","1075","null","null","128","null","73","null","71","54","null","null","95","null","79","null","217","72","null","null","554","160","null","null","409","null","149","null","473","null","152","null","389","null","122","null","382","135","null","null","642","174","null","null","530","177","null","null","582","null","113","null","974","null","223","null","1039","null","267","null","1363","247","null","null","3990","391","null","null","5479","null","455","null","12420","null","752","null","10123","null","608","null","12457","597","null","null","5413","514","null","null","1994","305","null","null","1269","null","199","null","502","154","null","null","1820","255","null","null",
"0500000US06055","Napa County, California","18964","684","null","null","18021","681","null","null","27","null","23","null","35","26","null","null","20","null","19","null","50","32","null","null","163","69","null","null","196","null","96","null","229","null","101","null","142","null","77","null","115","55","null","null","186","95","null","null","132","70","null","null","195","null","96","null","150","null","103","null","227","null","100","null","278","121","null","null","604","173","null","null","960","null","213","null","3048","null","371","null","2931","null","368","null","4491","389","null","null","2243","313","null","null","938","173","null","null","366","null","98","null","295","100","null","null","943","174","null","null",
"0500000US06057","Nevada County, California","11305","771","null","null","10552","728","null","null","38","null","43","null","14","17","null","null","0","null","28","null","106","91","null","null","83","54","null","null","79","null","55","null","95","null","78","null","199","null","116","null","135","109","null","null","150","117","null","null","125","82","null","null","142","null","83","null","216","null","110","null","295","null","177","null","520","197","null","null","786","227","null","null","955","null","246","null","1628","null","315","null","1900","null","305","null","2172","355","null","null","627","161","null","null","74","61","null","null","189","null","122","null","24","29","null","null","753","215","null","null",
"0500000US06059","Orange County, California","435506","3549","null","null","424498","3550","null","null","399","null","166","null","354","146","null","null","424","null","136","null","1804","322","null","null","3600","415","null","null","2137","null","375","null","1750","null","291","null","2203","null","308","null","2000","305","null","null","1874","299","null","null","1377","272","null","null","1524","null","264","null","2152","null","371","null","1951","null","318","null","2405","333","null","null","7819","645","null","null","14696","null","886","null","54863","null","1621","null","81240","null","1898","null","127605","2218","null","null","62805","1802","null","null","29785","1424","null","null","11995","null","757","null","7736","613","null","null","11008","731","null","null",
"0500000US06061","Placer County, California","40906","1072","null","null","39414","1089","null","null","57","null","59","null","83","62","null","null","29","null","31","null","149","69","null","null","322","119","null","null","160","null","86","null","193","null","70","null","93","null","45","null","270","124","null","null","328","125","null","null","249","106","null","null","496","null","157","null","549","null","149","null","886","null","182","null","710","180","null","null","2566","334","null","null","3036","null","352","null","7058","null","543","null","6924","null","482","null","9561","648","null","null","3401","407","null","null","1335","259","null","null","412","null","163","null","547","155","null","null","1492","273","null","null",
"0500000US06063","Plumas County, California","2409","266","null","null","2288","259","null","null","0","null","19","null","0","19","null","null","48","null","39","null","78","61","null","null","22","27","null","null","44","null","38","null","101","null","66","null","100","null","68","null","83","65","null","null","89","64","null","null","38","33","null","null","66","null","49","null","59","null","43","null","158","null","83","null","71","48","null","null","403","184","null","null","255","null","95","null","337","null","138","null","203","null","81","null","58","42","null","null","75","77","null","null","0","19","null","null","0","null","19","null","0","19","null","null","121","62","null","null",
"0500000US06065","Riverside County, California","250792","2839","null","null","241230","2857","null","null","395","null","150","null","341","152","null","null","439","null","143","null","1718","303","null","null","1971","275","null","null","1769","null","261","null","1501","null","240","null","1983","null","316","null","2250","381","null","null","3085","408","null","null","3699","449","null","null","4747","null","427","null","5040","null","551","null","6699","null","625","null","7539","517","null","null","17201","888","null","null","19232","null","781","null","48361","null","1660","null","38032","null","1228","null","48691","1530","null","null","17681","994","null","null","6512","612","null","null","1450","null","337","null","894","224","null","null","9562","673","null","null",
"0500000US06067","Sacramento County, California","236218","2333","null","null","229493","2291","null","null","353","null","122","null","716","192","null","null","1011","null","255","null","1816","279","null","null","2255","291","null","null","1498","null","234","null","1493","null","283","null","1876","null","323","null","1642","269","null","null","2681","376","null","null","3977","539","null","null","4797","null","489","null","7717","null","645","null","9458","null","588","null","11389","724","null","null","24960","953","null","null","24813","null","1321","null","47182","null","1754","null","34170","null","1122","null","34852","1315","null","null","8356","574","null","null","1351","241","null","null","616","null","157","null","514","182","null","null","6725","514","null","null",
"0500000US06069","San Benito County, California","6566","391","null","null","6231","402","null","null","0","null","28","null","23","30","null","null","30","null","35","null","9","15","null","null","86","64","null","null","117","null","104","null","44","null","49","null","95","null","77","null","34","35","null","null","46","43","null","null","140","91","null","null","31","null","27","null","152","null","82","null","275","null","119","null","103","55","null","null","393","150","null","null","351","null","111","null","975","null","209","null","799","null","167","null","1693","275","null","null","595","169","null","null","201","78","null","null","26","null","19","null","13","20","null","null","335","88","null","null",
"0500000US06071","San Bernardino County, California","253346","2932","null","null","244230","2887","null","null","380","null","150","null","453","167","null","null","847","null","226","null","1358","247","null","null","1890","224","null","null","1479","null","270","null","1671","null","279","null","2001","null","336","null","2664","301","null","null","3293","400","null","null","3938","475","null","null","5166","null","584","null","6080","null","593","null","7293","null","714","null","8509","684","null","null","20383","1052","null","null","23773","null","1027","null","53764","null","1462","null","39955","null","1431","null","40726","1763","null","null","13288","831","null","null","4031","583","null","null","878","null","207","null","410","137","null","null","9116","682","null","null",
"0500000US06073","San Diego County, California","521493","3836","null","null","507617","3760","null","null","719","null","170","null","877","225","null","null","798","null","185","null","2549","315","null","null","4850","423","null","null","2357","null","299","null","3084","null","452","null","2593","null","408","null","2762","456","null","null","2850","359","null","null","3124","376","null","null","4389","null","535","null","4693","null","513","null","5875","null","528","null","9061","680","null","null","25943","1186","null","null","33968","null","1174","null","94441","null","1888","null","84089","null","1921","null","115791","2384","null","null","63324","1837","null","null","23968","1094","null","null","8793","null","658","null","6719","568","null","null","13876","874","null","null",
"0500000US06075","San Francisco County, California","225466","2172","null","null","219959","2050","null","null","1001","null","266","null","1124","289","null","null","562","null","173","null","2763","421","null","null","6149","609","null","null","2721","null","427","null","1989","null","345","null","3793","null","451","null","2819","376","null","null","3517","445","null","null","2469","331","null","null","3227","null","457","null","2842","null","377","null","2989","null","365","null","3398","439","null","null","7538","643","null","null","7132","null","583","null","20699","null","997","null","22197","null","1038","null","41860","1450","null","null","30050","1222","null","null","21694","1126","null","null","15046","null","915","null","12380","929","null","null","5507","497","null","null",
"0500000US06077","San Joaquin County, California","98257","1656","null","null","93620","1668","null","null","159","null","73","null","117","77","null","null","291","null","109","null","396","101","null","null","746","160","null","null","846","null","213","null","954","null","215","null","821","null","172","null","1298","232","null","null","1443","238","null","null","2240","349","null","null","2648","null","254","null","3621","null","425","null","3914","null","348","null","4617","435","null","null","9278","621","null","null","9336","null","680","null","17966","null","899","null","12814","null","811","null","14217","774","null","null","4484","482","null","null","988","248","null","null","266","null","116","null","160","97","null","null","4637","502","null","null",
"0500000US06079","San Luis Obispo County, California","42780","1112","null","null","41003","1056","null","null","5","null","8","null","40","36","null","null","32","null","29","null","344","163","null","null","398","123","null","null","425","null","150","null","238","null","100","null","264","null","148","null","285","151","null","null","399","164","null","null","298","110","null","null","520","null","142","null","599","null","218","null","957","null","240","null","917","198","null","null","2623","356","null","null","3869","null","508","null","8081","null","630","null","6980","null","579","null","8386","720","null","null","3562","410","null","null","921","190","null","null","444","null","176","null","416","161","null","null","1777","322","null","null",
"0500000US06081","San Mateo County, California","106666","1495","null","null","103619","1489","null","null","123","null","56","null","85","81","null","null","427","null","199","null","468","160","null","null","417","160","null","null","271","null","99","null","218","null","97","null","589","null","185","null","416","155","null","null","301","128","null","null","436","160","null","null","242","null","107","null","705","null","219","null","385","null","127","null","714","197","null","null","1667","322","null","null","1916","null","385","null","9076","null","668","null","14950","null","638","null","27923","996","null","null","19399","965","null","null","11855","699","null","null","6207","null","546","null","4829","428","null","null","3047","360","null","null",
"0500000US06083","Santa Barbara County, California","68611","1127","null","null","66511","1109","null","null","80","null","49","null","163","99","null","null","204","null","81","null","515","142","null","null","715","198","null","null","325","null","115","null","308","null","128","null","472","null","119","null","567","169","null","null","535","190","null","null","635","242","null","null","889","null","240","null","748","null","194","null","879","null","175","null","1210","243","null","null","3320","409","null","null","4556","null","463","null","10005","null","603","null","10297","null","655","null","16469","783","null","null","7470","504","null","null","3065","389","null","null","1477","null","247","null","1607","255","null","null","2100","336","null","null",
"0500000US06085","Santa Clara County, California","272324","2460","null","null","265845","2468","null","null","506","null","201","null","446","168","null","null","379","null","163","null","1036","194","null","null","2259","314","null","null","2108","null","333","null","1149","null","265","null","1912","null","265","null","1420","255","null","null","1347","264","null","null","2016","342","null","null","1923","null","283","null","1471","null","230","null","1625","null","265","null","1670","312","null","null","4232","449","null","null","6962","null","519","null","22181","null","1013","null","34132","null","1473","null","70554","1575","null","null","51274","1365","null","null","29448","1191","null","null","15782","null","761","null","10013","607","null","null","6479","482","null","null",
"0500000US06087","Santa Cruz County, California","40209","1003","null","null","38795","990","null","null","81","null","59","null","33","38","null","null","64","null","41","null","426","138","null","null","367","139","null","null","288","null","134","null","469","null","205","null","217","null","113","null","397","152","null","null","262","114","null","null","527","195","null","null","535","null","200","null","399","null","190","null","619","null","235","null","529","150","null","null","1448","333","null","null","1851","null","379","null","5263","null","542","null","6069","null","555","null","9415","728","null","null","5650","480","null","null","2210","359","null","null","1034","null","236","null","642","202","null","null","1414","270","null","null",
"0500000US06089","Shasta County, California","26421","825","null","null","25410","824","null","null","17","null","19","null","82","69","null","null","74","null","53","null","187","94","null","null","322","109","null","null","316","null","122","null","395","null","130","null","493","null","153","null","477","168","null","null","607","162","null","null","809","192","null","null","661","null","163","null","1221","null","272","null","1638","null","323","null","1313","250","null","null","2892","368","null","null","2660","null","348","null","4949","null","479","null","2952","null","418","null","2583","320","null","null","519","134","null","null","160","67","null","null","60","null","52","null","23","22","null","null","1011","191","null","null",
"0500000US06091","Sierra County, California","251","83","null","null","209","73","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","8","null","12","null","0","null","12","null","38","null","38","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","10","null","16","null","15","21","null","null","20","18","null","null","22","null","27","null","37","null","28","null","33","null","40","null","5","8","null","null","0","12","null","null","0","12","null","null","21","null","34","null","0","12","null","null","42","39","null","null",
"0500000US06093","Siskiyou County, California","6922","413","null","null","6318","411","null","null","3","null","4","null","69","59","null","null","86","null","53","null","79","47","null","null","145","81","null","null","149","null","64","null","201","null","79","null","190","null","77","null","132","57","null","null","221","72","null","null","357","134","null","null","318","null","129","null","390","null","102","null","354","null","109","null","254","69","null","null","741","160","null","null","820","null","181","null","1120","null","211","null","248","null","86","null","296","128","null","null","63","53","null","null","19","21","null","null","63","null","61","null","0","25","null","null","604","119","null","null",
"0500000US06095","Solano County, California","59232","1278","null","null","57326","1333","null","null","102","null","90","null","20","25","null","null","148","null","81","null","355","135","null","null","457","167","null","null","332","null","133","null","371","null","134","null","361","null","150","null","391","140","null","null","472","142","null","null","532","185","null","null","601","null","181","null","509","null","168","null","788","null","185","null","1194","224","null","null","3312","430","null","null","4230","null","460","null","11104","null","768","null","9721","null","777","null","14454","900","null","null","5893","515","null","null","1556","270","null","null","306","null","100","null","117","63","null","null","1906","261","null","null",
"0500000US06097","Sonoma County, California","76269","1267","null","null","72871","1222","null","null","60","null","44","null","111","70","null","null","94","null","70","null","682","204","null","null","838","185","null","null","669","null","185","null","402","null","154","null","615","null","215","null","548","175","null","null","414","151","null","null","672","184","null","null","715","null","197","null","467","null","148","null","1002","null","222","null","1147","233","null","null","3000","341","null","null","4522","null","457","null","13947","null","846","null","12529","null","817","null","18162","917","null","null","8572","654","null","null","2302","341","null","null","1029","null","229","null","372","111","null","null","3398","371","null","null",
"0500000US06099","Stanislaus County, California","73980","1317","null","null","69924","1324","null","null","109","null","85","null","147","99","null","null","103","null","60","null","583","192","null","null","818","207","null","null","952","null","249","null","568","null","153","null","625","null","199","null","639","193","null","null","1245","247","null","null","1428","268","null","null","2083","null","374","null","2403","null","331","null","3214","null","542","null","3169","385","null","null","8186","640","null","null","8340","null","653","null","15986","null","769","null","9776","null","646","null","7349","618","null","null","1454","310","null","null","308","133","null","null","165","null","78","null","274","146","null","null","4056","481","null","null",
