"GEO_ID","NAME","B25063_001E","B25063_001M","B25063_001MA","B25063_001EA","B25063_002E","B25063_002M","B25063_002MA","B25063_002EA","B25063_003E","B25063_003M","B25063_003MA","B25063_003EA","B25063_004E","B25063_004EA","B25063_004M","B25063_004MA","B25063_005E","B25063_005EA","B25063_005M","B25063_005MA","B25063_006E","B25063_006M","B25063_006MA","B25063_006EA","B25063_007E","B25063_007M","B25063_007MA","B25063_007EA","B25063_008E","B25063_008EA","B25063_008M","B25063_008MA","B25063_009E","B25063_009EA","B25063_009M","B25063_009MA","B25063_010E","B25063_010EA","B25063_010M","B25063_010MA","B25063_011E","B25063_011M","B25063_011MA","B25063_011EA","B25063_012E","B25063_012M","B25063_012MA","B25063_012EA","B25063_013E","B25063_013M","B25063_013MA","B25063_013EA","B25063_014E","B25063_014M","B25063_014MA","B25063_014EA","B25063_015E","B25063_015M","B25063_015MA","B25063_015EA","B25063_016E","B25063_016EA","B25063_016M","B25063_016MA","B25063_017E","B25063_017EA","B25063_017M","B25063_017MA","B25063_018E","B25063_018M","B25063_018MA","B25063_018EA","B25063_019E","B25063_019M","B25063_019MA","B25063_019EA","B25063_020E","B25063_020M","B25063_020MA","B25063_020EA","B25063_021E","B25063_021EA","B25063_021M","B25063_021MA","B25063_022E","B25063_022EA","B25063_022M","B25063_022MA","B25063_023E","B25063_023M","B25063_023MA","B25063_023EA","B25063_024E","B25063_024M","B25063_024MA","B25063_024EA","B25063_025E","B25063_025M","B25063_025MA","B25063_025EA","B25063_026E","B25063_026EA","B25063_026M","B25063_026MA","B25063_027E","B25063_027EA","B25063_027M","B25063_027MA",
"0500000US06077","San Joaquin County, California","100630","1634","null","null","96237","1639","null","null","119","85","null","null","95","null","73","null","317","null","117","null","340","125","null","null","892","199","null","null","791","null","184","null","978","null","193","null","787","null","187","null","1002","236","null","null","1125","204","null","null","1632","346","null","null","1945","333","null","null","2520","327","null","null","2922","null","368","null","3931","null","390","null","8498","649","null","null","8584","681","null","null","18283","861","null","null","14074","null","780","null","18206","null","934","null","6358","544","null","null","1813","327","null","null","778","215","null","null","247","null","100","null","4393","null","440","null",
"0500000US06079","San Luis Obispo County, California","41331","1122","null","null","39633","1108","null","null","5","8","null","null","30","null","32","null","15","null","12","null","412","190","null","null","407","160","null","null","408","null","167","null","288","null","132","null","206","null","94","null","113","84","null","null","210","121","null","null","290","146","null","null","599","237","null","null","398","178","null","null","427","null","174","null","670","null","153","null","1645","309","null","null","2994","449","null","null","7222","631","null","null","6463","null","497","null","9414","null","746","null","4535","491","null","null","1675","307","null","null","595","183","null","null","612","null","201","null","1698","null","309","null",
"0500000US06081","San Mateo County, California","105105","1268","null","null","101985","1283","null","null","150","88","null","null","153","null","105","null","280","null","153","null","409","176","null","null","502","165","null","null","253","null","105","null","243","null","116","null","378","null","147","null","452","198","null","null","256","114","null","null","280","134","null","null","249","112","null","null","466","177","null","null","475","null","177","null","241","null","93","null","1208","250","null","null","1382","343","null","null","5149","464","null","null","8193","null","659","null","23372","null","988","null","21792","1020","null","null","14756","862","null","null","11373","746","null","null","9973","null","568","null","3120","null","344","null",
"0500000US06083","Santa Barbara County, California","69322","1124","null","null","67178","1167","null","null","193","110","null","null","120","null","79","null","111","null","68","null","410","145","null","null","606","179","null","null","248","null","90","null","313","null","114","null","453","null","203","null","381","122","null","null","540","211","null","null","481","185","null","null","636","209","null","null","564","170","null","null","988","null","179","null","900","null","208","null","2008","359","null","null","3435","452","null","null","8576","625","null","null","9858","null","691","null","18298","null","969","null","9675","754","null","null","4280","539","null","null","2134","333","null","null","1970","null","296","null","2144","null","325","null",
"0500000US06085","Santa Clara County, California","274867","2527","null","null","267996","2501","null","null","406","186","null","null","331","null","112","null","265","null","111","null","766","195","null","null","1593","263","null","null","2358","null","326","null","1292","null","245","null","1281","null","247","null","1733","265","null","null","1415","237","null","null","1437","248","null","null","2047","308","null","null","1594","281","null","null","1281","null","247","null","1103","null","222","null","3367","429","null","null","3895","407","null","null","14541","881","null","null","21775","null","1079","null","57314","null","1430","null","56510","1432","null","null","41736","1294","null","null","26955","1154","null","null","23001","null","1040","null","6871","null","505","null",
"0500000US06087","Santa Cruz County, California","38883","1111","null","null","37443","1108","null","null","121","84","null","null","96","null","71","null","141","null","106","null","321","150","null","null","328","110","null","null","208","null","86","null","436","null","173","null","219","null","107","null","118","67","null","null","250","114","null","null","437","189","null","null","569","199","null","null","386","149","null","null","429","null","155","null","656","null","201","null","1089","261","null","null","1440","337","null","null","3999","515","null","null","4642","null","616","null","9618","null","847","null","6521","614","null","null","2879","474","null","null","1549","264","null","null","991","null","208","null","1440","null","268","null",
"0500000US06089","Shasta County, California","25752","798","null","null","24702","797","null","null","32","27","null","null","53","null","45","null","67","null","46","null","163","80","null","null","249","88","null","null","362","null","127","null","151","null","68","null","498","null","157","null","359","154","null","null","361","110","null","null","629","183","null","null","850","197","null","null","1029","222","null","null","998","null","200","null","1203","null","266","null","2505","386","null","null","2841","327","null","null","4984","449","null","null","3554","null","402","null","2763","null","391","null","737","182","null","null","197","94","null","null","49","44","null","null","68","null","57","null","1050","null","200","null",
"0500000US06091","Sierra County, California","231","94","null","null","226","94","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","12","null","16","null","0","null","12","null","38","null","50","null","0","12","null","null","0","12","null","null","0","12","null","null","4","6","null","null","7","10","null","null","0","null","12","null","6","null","9","null","52","50","null","null","27","24","null","null","57","38","null","null","7","null","14","null","16","null","17","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","5","null","7","null",
"0500000US06093","Siskiyou County, California","6624","384","null","null","6057","397","null","null","9","10","null","null","8","null","12","null","127","null","74","null","58","40","null","null","161","76","null","null","171","null","66","null","137","null","57","null","162","null","71","null","132","66","null","null","211","63","null","null","302","92","null","null","355","130","null","null","259","83","null","null","328","null","101","null","348","null","107","null","732","150","null","null","696","156","null","null","961","222","null","null","469","null","118","null","297","null","128","null","85","64","null","null","16","17","null","null","33","51","null","null","0","null","26","null","567","null","106","null",
"0500000US06095","Solano County, California","58647","1070","null","null","56790","1101","null","null","134","117","null","null","45","null","49","null","142","null","83","null","376","170","null","null","338","117","null","null","493","null","217","null","358","null","159","null","278","null","135","null","359","179","null","null","273","116","null","null","405","156","null","null","363","123","null","null","529","168","null","null","718","null","213","null","750","null","210","null","2176","379","null","null","3048","384","null","null","9540","669","null","null","8126","null","544","null","15505","null","858","null","9149","614","null","null","2721","348","null","null","714","196","null","null","250","null","94","null","1857","null","321","null",
"0500000US06097","Sonoma County, California","74246","1572","null","null","70958","1559","null","null","16","18","null","null","147","null","103","null","94","null","57","null","427","150","null","null","1027","206","null","null","601","null","180","null","415","null","154","null","596","null","195","null","528","145","null","null","519","158","null","null","444","154","null","null","501","192","null","null","409","135","null","null","722","null","210","null","653","null","175","null","2211","350","null","null","2899","361","null","null","10706","687","null","null","10719","null","712","null","18953","null","1093","null","11665","883","null","null","4331","426","null","null","1519","226","null","null","856","null","211","null","3288","null","385","null",
"0500000US06099","Stanislaus County, California","73603","1560","null","null","69904","1540","null","null","78","74","null","null","115","null","90","null","195","null","115","null","408","132","null","null","697","198","null","null","767","null","217","null","558","null","152","null","510","null","149","null","613","185","null","null","976","256","null","null","1120","276","null","null","1380","278","null","null","1942","345","null","null","2572","null","391","null","2583","null","373","null","6192","512","null","null","7568","568","null","null","16922","1046","null","null","11321","null","846","null","10429","null","816","null","2060","443","null","null","447","151","null","null","314","134","null","null","137","null","69","null","3699","null","470","null",
"0500000US06101","Sutter County, California","13800","535","null","null","13153","539","null","null","0","29","null","null","33","null","31","null","19","null","22","null","153","91","null","null","197","70","null","null","74","null","58","null","111","null","62","null","200","null","108","null","122","67","null","null","193","99","null","null","285","105","null","null","314","140","null","null","662","170","null","null","851","null","230","null","1030","null","256","null","1140","203","null","null","1390","290","null","null","2243","337","null","null","2053","null","341","null","1602","null","243","null","393","111","null","null","52","42","null","null","36","41","null","null","0","null","29","null","647","null","159","null",
"0500000US06103","Tehama County, California","8450","529","null","null","7749","537","null","null","0","29","null","null","44","null","64","null","0","null","29","null","131","89","null","null","380","188","null","null","199","null","111","null","84","null","50","null","79","null","58","null","88","73","null","null","281","116","null","null","290","130","null","null","533","193","null","null","409","164","null","null","307","null","124","null","655","null","231","null","1019","274","null","null","687","227","null","null","1314","247","null","null","726","null","224","null","406","null","162","null","108","102","null","null","9","19","null","null","0","29","null","null","0","null","29","null","701","null","196","null",
"0500000US06105","Trinity County, California","1928","252","null","null","1738","229","null","null","17","27","null","null","0","null","19","null","15","null","21","null","28","45","null","null","16","24","null","null","100","null","58","null","0","null","19","null","34","null","31","null","37","56","null","null","75","51","null","null","117","82","null","null","36","57","null","null","129","81","null","null","113","null","82","null","111","null","54","null","279","114","null","null","203","104","null","null","183","74","null","null","154","null","78","null","80","null","72","null","8","12","null","null","3","5","null","null","0","19","null","null","0","null","19","null","190","null","108","null",
"0500000US06107","Tulare County, California","58792","1283","null","null","55493","1181","null","null","37","33","null","null","143","null","76","null","233","null","100","null","272","85","null","null","835","186","null","null","681","null","158","null","926","null","227","null","1407","null","291","null","1313","251","null","null","1634","315","null","null","2319","324","null","null","2164","305","null","null","3067","397","null","null","2784","null","338","null","2695","null","384","null","6981","621","null","null","6042","566","null","null","10522","677","null","null","5662","null","550","null","4429","null","572","null","1116","274","null","null","185","96","null","null","0","29","null","null","46","null","38","null","3299","null","365","null",
"0500000US06109","Tuolumne County, California","6771","605","null","null","6111","601","null","null","0","29","null","null","13","null","19","null","4","null","6","null","70","46","null","null","93","54","null","null","84","null","52","null","85","null","80","null","93","null","78","null","129","100","null","null","166","107","null","null","284","151","null","null","242","116","null","null","297","175","null","null","326","null","145","null","224","null","122","null","522","176","null","null","606","179","null","null","1542","305","null","null","550","null","149","null","571","null","176","null","106","68","null","null","85","82","null","null","19","30","null","null","0","null","29","null","660","null","226","null",
"0500000US06111","Ventura County, California","99672","1663","null","null","96162","1685","null","null","116","56","null","null","71","null","62","null","184","null","92","null","490","137","null","null","1230","226","null","null","631","null","147","null","426","null","138","null","462","null","153","null","574","176","null","null","647","188","null","null","589","181","null","null","855","179","null","null","434","142","null","null","748","null","212","null","819","null","230","null","2250","359","null","null","2850","406","null","null","9555","728","null","null","13997","null","862","null","27228","null","1119","null","18358","896","null","null","8394","672","null","null","3265","404","null","null","1989","null","290","null","3510","null","353","null",
"0500000US06113","Yolo County, California","35497","888","null","null","34241","828","null","null","98","67","null","null","50","null","38","null","104","null","97","null","379","178","null","null","287","130","null","null","180","null","84","null","265","null","123","null","366","null","135","null","324","143","null","null","445","166","null","null","560","188","null","null","502","199","null","null","548","180","null","null","853","null","247","null","703","null","177","null","2560","384","null","null","2312","403","null","null","6198","422","null","null","6228","null","540","null","6804","null","443","null","3014","376","null","null","993","210","null","null","247","86","null","null","221","null","83","null","1256","null","248","null",
"0500000US06115","Yuba County, California","10792","529","null","null","10332","533","null","null","12","20","null","null","71","null","72","null","95","null","66","null","47","50","null","null","142","71","null","null","151","null","98","null","86","null","71","null","110","null","54","null","143","84","null","null","217","97","null","null","288","104","null","null","617","161","null","null","763","218","null","null","385","null","152","null","434","null","143","null","1126","235","null","null","946","277","null","null","1584","284","null","null","1202","null","232","null","1506","null","329","null","270","89","null","null","115","93","null","null","22","26","null","null","0","null","29","null","460","null","161","null",
