"GEO_ID","NAME","B25063_001E","B25063_001M","B25063_001MA","B25063_001EA","B25063_002E","B25063_002M","B25063_002MA","B25063_002EA","B25063_003E","B25063_003M","B25063_003MA","B25063_003EA","B25063_004E","B25063_004EA","B25063_004M","B25063_004MA","B25063_005E","B25063_005EA","B25063_005M","B25063_005MA","B25063_006E","B25063_006M","B25063_006MA","B25063_006EA","B25063_007E","B25063_007M","B25063_007MA","B25063_007EA","B25063_008E","B25063_008EA","B25063_008M","B25063_008MA","B25063_009E","B25063_009EA","B25063_009M","B25063_009MA","B25063_010E","B25063_010EA","B25063_010M","B25063_010MA","B25063_011E","B25063_011M","B25063_011MA","B25063_011EA","B25063_012E","B25063_012M","B25063_012MA","B25063_012EA","B25063_013E","B25063_013M","B25063_013MA","B25063_013EA","B25063_014E","B25063_014M","B25063_014MA","B25063_014EA","B25063_015E","B25063_015M","B25063_015MA","B25063_015EA","B25063_016E","B25063_016EA","B25063_016M","B25063_016MA","B25063_017E","B25063_017EA","B25063_017M","B25063_017MA","B25063_018E","B25063_018M","B25063_018MA","B25063_018EA","B25063_019E","B25063_019M","B25063_019MA","B25063_019EA","B25063_020E","B25063_020M","B25063_020MA","B25063_020EA","B25063_021E","B25063_021EA","B25063_021M","B25063_021MA","B25063_022E","B25063_022EA","B25063_022M","B25063_022MA","B25063_023E","B25063_023M","B25063_023MA","B25063_023EA","B25063_024E","B25063_024M","B25063_024MA","B25063_024EA","B25063_025E","B25063_025M","B25063_025MA","B25063_025EA","B25063_026E","B25063_026EA","B25063_026M","B25063_026MA","B25063_027E","B25063_027EA","B25063_027M","B25063_027MA",
"0500000US06059","Orange County, California","436425","3043","null","null","425427","3022","null","null","384","133","null","null","437","null","187","null","564","null","155","null","1187","270","null","null","3340","378","null","null","2362","null","449","null","1614","null","266","null","1917","null","309","null","1859","261","null","null","1888","279","null","null","1413","259","null","null","1379","264","null","null","1506","307","null","null","1953","null","360","null","1939","null","351","null","6376","530","null","null","11494","748","null","null","48026","1461","null","null","71714","null","1861","null","133027","null","2360","null","72028","2042","null","null","34137","1219","null","null","15279","832","null","null","9604","null","710","null","10998","null","738","null",
"0500000US06061","Placer County, California","40411","932","null","null","39010","905","null","null","64","47","null","null","147","null","90","null","35","null","43","null","184","78","null","null","337","100","null","null","172","null","89","null","171","null","75","null","101","null","54","null","255","139","null","null","326","112","null","null","188","79","null","null","486","134","null","null","499","195","null","null","782","null","193","null","566","null","151","null","2133","314","null","null","2977","402","null","null","6362","493","null","null","6277","null","461","null","9939","null","581","null","4150","486","null","null","1723","320","null","null","498","142","null","null","638","null","178","null","1401","null","235","null",
"0500000US06063","Plumas County, California","2271","277","null","null","2146","269","null","null","0","19","null","null","0","null","19","null","46","null","38","null","51","49","null","null","36","39","null","null","30","null","32","null","91","null","63","null","99","null","62","null","64","41","null","null","56","53","null","null","99","62","null","null","77","47","null","null","79","50","null","null","153","null","94","null","66","null","61","null","314","121","null","null","272","133","null","null","321","111","null","null","232","null","89","null","19","null","22","null","28","45","null","null","0","19","null","null","13","21","null","null","0","null","19","null","125","null","55","null",
"0500000US06065","Riverside County, California","248936","2399","null","null","239449","2313","null","null","376","147","null","null","387","null","178","null","358","null","135","null","1264","224","null","null","1996","352","null","null","1792","null","298","null","1246","null","270","null","1786","null","333","null","2185","338","null","null","2896","427","null","null","3162","406","null","null","4413","517","null","null","4467","419","null","null","5560","null","554","null","6781","null","626","null","15645","800","null","null","18202","900","null","null","46985","1435","null","null","37533","null","1291","null","51492","null","1735","null","20404","1104","null","null","7273","681","null","null","2285","412","null","null","961","null","218","null","9487","null","614","null",
"0500000US06067","Sacramento County, California","236774","2355","null","null","230026","2281","null","null","246","108","null","null","529","null","186","null","819","null","209","null","1831","333","null","null","2345","301","null","null","1415","null","302","null","1431","null","256","null","1775","null","284","null","1370","253","null","null","2137","317","null","null","3564","388","null","null","3658","420","null","null","6343","662","null","null","8005","null","668","null","9602","null","704","null","22789","1107","null","null","22753","1104","null","null","49977","1510","null","null","36275","null","1329","null","39704","null","1298","null","10181","671","null","null","2025","287","null","null","763","217","null","null","489","null","148","null","6748","null","502","null",
"0500000US06069","San Benito County, California","6337","338","null","null","6023","342","null","null","0","29","null","null","13","null","21","null","28","null","29","null","14","17","null","null","48","46","null","null","135","null","121","null","26","null","34","null","54","null","42","null","68","48","null","null","47","43","null","null","51","34","null","null","97","88","null","null","126","80","null","null","205","null","88","null","233","null","111","null","347","130","null","null","304","100","null","null","824","181","null","null","822","null","173","null","1603","null","229","null","649","175","null","null","236","107","null","null","47","40","null","null","46","null","40","null","314","null","85","null",
"0500000US06071","San Bernardino County, California","254313","2981","null","null","245127","2902","null","null","352","138","null","null","487","null","213","null","719","null","207","null","1159","227","null","null","1738","195","null","null","1342","null","280","null","1645","null","262","null","2254","null","336","null","2408","334","null","null","2793","292","null","null","3851","438","null","null","4595","516","null","null","5725","591","null","null","6634","null","692","null","7337","null","565","null","19589","1097","null","null","21554","1126","null","null","52584","1619","null","null","40819","null","1265","null","45056","null","1584","null","15946","996","null","null","4805","599","null","null","1339","343","null","null","396","null","113","null","9186","null","699","null",
"0500000US06073","San Diego County, California","522595","3559","null","null","508872","3639","null","null","720","182","null","null","854","null","235","null","786","null","169","null","2043","305","null","null","4999","535","null","null","2395","null","357","null","2899","null","535","null","2400","null","319","null","2627","396","null","null","2781","437","null","null","2704","384","null","null","3999","460","null","null","4381","469","null","null","4922","null","534","null","6918","null","560","null","20614","1120","null","null","29001","1225","null","null","85848","1824","null","null","84609","null","1885","null","122713","null","2292","null","71171","2156","null","null","29135","1331","null","null","11828","898","null","null","8525","null","666","null","13723","null","857","null",
"0500000US06075","San Francisco County, California","224960","2065","null","null","219419","2090","null","null","835","236","null","null","977","null","270","null","530","null","160","null","2306","412","null","null","6399","580","null","null","2715","null","390","null","2210","null","411","null","3540","null","482","null","2833","432","null","null","3629","439","null","null","2450","382","null","null","3097","492","null","null","2515","371","null","null","2996","null","372","null","2742","null","376","null","6658","622","null","null","7666","600","null","null","19394","1033","null","null","19862","null","989","null","39067","null","1387","null","30086","1190","null","null","23035","1226","null","null","17281","819","null","null","16596","null","842","null","5541","null","490","null",
"0500000US06077","San Joaquin County, California","99074","1553","null","null","94552","1552","null","null","131","77","null","null","85","null","65","null","327","null","117","null","307","102","null","null","812","176","null","null","911","null","208","null","940","null","219","null","806","null","225","null","1013","213","null","null","1557","300","null","null","1855","299","null","null","2158","284","null","null","2973","320","null","null","3806","null","438","null","4394","null","499","null","8933","530","null","null","8935","689","null","null","18405","884","null","null","13140","null","784","null","15696","null","927","null","5131","524","null","null","1597","343","null","null","426","158","null","null","214","null","94","null","4522","null","435","null",
"0500000US06079","San Luis Obispo County, California","41992","1107","null","null","40332","1084","null","null","4","8","null","null","30","null","32","null","39","null","37","null","331","164","null","null","431","126","null","null","426","null","154","null","304","null","145","null","173","null","97","null","244","185","null","null","314","153","null","null","398","124","null","null","488","183","null","null","463","172","null","null","656","null","232","null","833","null","193","null","2231","382","null","null","3350","406","null","null","7444","622","null","null","6620","null","527","null","9052","null","746","null","4133","433","null","null","1362","295","null","null","552","189","null","null","454","null","156","null","1660","null","294","null",
"0500000US06081","San Mateo County, California","105396","1666","null","null","102368","1679","null","null","160","96","null","null","110","null","99","null","345","null","179","null","443","159","null","null","504","167","null","null","333","null","136","null","175","null","91","null","607","null","177","null","339","153","null","null","261","97","null","null","356","138","null","null","289","142","null","null","435","149","null","null","546","null","163","null","340","null","128","null","1675","311","null","null","1593","280","null","null","6585","603","null","null","11876","null","767","null","25572","null","1077","null","20551","1089","null","null","13651","657","null","null","8448","695","null","null","7174","null","482","null","3028","null","387","null",
"0500000US06083","Santa Barbara County, California","68707","1081","null","null","66635","1055","null","null","120","63","null","null","131","null","91","null","138","null","72","null","441","141","null","null","736","222","null","null","272","null","89","null","341","null","139","null","509","null","156","null","377","120","null","null","690","213","null","null","516","164","null","null","783","180","null","null","719","240","null","null","831","null","217","null","962","null","194","null","2708","377","null","null","3844","447","null","null","9681","653","null","null","9687","null","671","null","16985","null","906","null","8733","744","null","null","3862","470","null","null","1665","287","null","null","1904","null","298","null","2072","null","306","null",
"0500000US06085","Santa Clara County, California","271587","2269","null","null","264746","2206","null","null","506","215","null","null","431","null","135","null","261","null","122","null","794","197","null","null","1959","259","null","null","2104","null","354","null","1111","null","234","null","1723","null","325","null","1416","270","null","null","1166","236","null","null","1775","264","null","null","1994","344","null","null","1421","231","null","null","1538","null","196","null","1302","null","274","null","3771","498","null","null","5174","519","null","null","18444","903","null","null","27694","null","1229","null","63508","null","1657","null","54148","1569","null","null","35973","1155","null","null","21112","933","null","null","15421","null","887","null","6841","null","596","null",
"0500000US06087","Santa Cruz County, California","38544","1010","null","null","37039","1037","null","null","83","56","null","null","38","null","48","null","67","null","49","null","380","145","null","null","348","113","null","null","273","null","124","null","508","null","180","null","270","null","114","null","247","124","null","null","285","132","null","null","481","198","null","null","444","156","null","null","458","167","null","null","454","null","162","null","645","null","200","null","1444","300","null","null","1642","347","null","null","4297","486","null","null","5192","null","545","null","9347","null","644","null","5871","546","null","null","2473","359","null","null","1099","260","null","null","693","null","188","null","1505","null","358","null",
"0500000US06089","Shasta County, California","26391","827","null","null","25360","859","null","null","31","29","null","null","99","null","80","null","60","null","36","null","178","79","null","null","289","116","null","null","321","null","121","null","250","null","109","null","468","null","169","null","411","148","null","null","528","160","null","null","757","215","null","null","708","175","null","null","1298","242","null","null","1176","null","254","null","1348","null","252","null","2953","422","null","null","2749","291","null","null","5191","474","null","null","3084","null","342","null","2572","null","355","null","578","150","null","null","216","100","null","null","28","30","null","null","67","null","60","null","1031","null","192","null",
"0500000US06091","Sierra County, California","245","91","null","null","241","89","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","11","null","16","null","0","null","12","null","37","null","48","null","0","12","null","null","0","12","null","null","0","12","null","null","4","7","null","null","0","12","null","null","0","null","12","null","16","null","20","null","47","45","null","null","29","29","null","null","51","41","null","null","7","null","13","null","17","null","19","null","0","12","null","null","0","12","null","null","22","32","null","null","0","null","12","null","4","null","8","null",
"0500000US06093","Siskiyou County, California","6561","393","null","null","6008","397","null","null","11","12","null","null","7","null","11","null","139","null","78","null","82","46","null","null","102","75","null","null","217","null","94","null","183","null","66","null","189","null","65","null","133","53","null","null","210","67","null","null","332","106","null","null","332","112","null","null","274","93","null","null","338","null","78","null","287","null","93","null","575","155","null","null","642","139","null","null","1142","195","null","null","389","null","118","null","282","null","125","null","62","56","null","null","18","20","null","null","62","59","null","null","0","null","26","null","553","null","94","null",
"0500000US06095","Solano County, California","58971","1045","null","null","57045","1014","null","null","126","104","null","null","42","null","40","null","142","null","86","null","374","157","null","null","406","152","null","null","385","null","128","null","416","null","169","null","344","null","148","null","274","143","null","null","473","169","null","null","462","169","null","null","401","139","null","null","695","185","null","null","647","null","177","null","1004","null","213","null","2725","356","null","null","3486","388","null","null","10842","646","null","null","8382","null","680","null","14990","null","758","null","7618","626","null","null","2030","247","null","null","628","195","null","null","153","null","71","null","1926","null","323","null",
"0500000US06097","Sonoma County, California","75450","1425","null","null","72009","1372","null","null","50","44","null","null","83","null","54","null","105","null","58","null","611","197","null","null","880","211","null","null","701","null","222","null","472","null","181","null","608","null","208","null","449","119","null","null","554","183","null","null","698","204","null","null","633","195","null","null","603","192","null","null","734","null","188","null","1065","null","264","null","2379","347","null","null","3714","400","null","null","12163","807","null","null","11558","null","819","null","19036","null","935","null","10167","684","null","null","3100","459","null","null","1111","250","null","null","535","null","153","null","3441","null","358","null",
"0500000US06099","Stanislaus County, California","73534","1523","null","null","69688","1533","null","null","93","82","null","null","118","null","80","null","180","null","111","null","483","154","null","null","763","186","null","null","880","null","216","null","588","null","168","null","487","null","140","null","617","174","null","null","1038","240","null","null","1298","244","null","null","1663","330","null","null","1947","295","null","null","2834","null","379","null","3136","null","458","null","7294","592","null","null","8138","584","null","null","16613","709","null","null","10734","null","787","null","8298","null","728","null","1733","290","null","null","274","95","null","null","291","106","null","null","188","null","113","null","3846","null","443","null",
"0500000US06101","Sutter County, California","13831","549","null","null","13246","529","null","null","0","29","null","null","34","null","31","null","5","null","12","null","91","69","null","null","189","80","null","null","142","null","75","null","110","null","54","null","180","null","90","null","127","71","null","null","184","76","null","null","389","163","null","null","493","139","null","null","862","220","null","null","697","null","194","null","855","null","212","null","1214","230","null","null","1308","247","null","null","2364","277","null","null","1974","null","348","null","1588","null","271","null","350","135","null","null","47","37","null","null","43","42","null","null","0","null","29","null","585","null","131","null",
"0500000US06103","Tehama County, California","7778","519","null","null","7220","506","null","null","0","29","null","null","65","null","98","null","0","null","29","null","152","85","null","null","296","129","null","null","118","null","81","null","83","null","43","null","115","null","78","null","104","84","null","null","304","131","null","null","334","137","null","null","611","210","null","null","298","137","null","null","530","null","201","null","436","null","184","null","1316","319","null","null","459","148","null","null","1224","254","null","null","449","null","170","null","263","null","120","null","46","51","null","null","17","29","null","null","0","29","null","null","0","null","29","null","558","null","134","null",
"0500000US06105","Trinity County, California","1704","218","null","null","1547","222","null","null","15","25","null","null","0","null","19","null","3","null","4","null","0","19","null","null","54","55","null","null","78","null","68","null","0","null","19","null","27","null","29","null","45","59","null","null","93","69","null","null","105","67","null","null","67","63","null","null","165","88","null","null","47","null","40","null","65","null","44","null","281","119","null","null","89","65","null","null","240","100","null","null","97","null","53","null","74","null","66","null","0","19","null","null","2","3","null","null","0","19","null","null","0","null","19","null","157","null","77","null",
"0500000US06107","Tulare County, California","59169","1299","null","null","55986","1303","null","null","24","22","null","null","140","null","65","null","288","null","119","null","442","123","null","null","813","177","null","null","791","null","161","null","1121","null","249","null","1310","null","219","null","1446","282","null","null","2063","393","null","null","2328","346","null","null","2592","385","null","null","3280","335","null","null","3007","null","408","null","3093","null","397","null","6856","558","null","null","5781","583","null","null","10286","862","null","null","5392","null","524","null","3661","null","545","null","1062","346","null","null","169","87","null","null","0","29","null","null","41","null","35","null","3183","null","340","null",
"0500000US06109","Tuolumne County, California","6809","556","null","null","6207","525","null","null","17","27","null","null","1","null","2","null","3","null","4","null","65","35","null","null","112","59","null","null","64","null","45","null","92","null","86","null","107","null","97","null","92","87","null","null","220","135","null","null","198","91","null","null","182","96","null","null","176","134","null","null","329","null","178","null","344","null","148","null","682","213","null","null","683","239","null","null","1442","295","null","null","710","null","215","null","476","null","149","null","63","45","null","null","132","99","null","null","17","27","null","null","0","null","29","null","602","null","178","null",
"0500000US06111","Ventura County, California","99368","1783","null","null","96128","1818","null","null","83","54","null","null","79","null","62","null","223","null","114","null","582","131","null","null","1220","274","null","null","639","null","163","null","488","null","136","null","553","null","161","null","659","215","null","null","614","169","null","null","623","167","null","null","722","176","null","null","525","171","null","null","949","null","205","null","1039","null","224","null","2698","344","null","null","2996","358","null","null","10902","681","null","null","14615","null","951","null","27457","null","1133","null","16737","808","null","null","7128","649","null","null","2743","347","null","null","1854","null","328","null","3240","null","344","null",
"0500000US06113","Yolo County, California","35036","903","null","null","33578","925","null","null","50","46","null","null","64","null","52","null","91","null","72","null","367","174","null","null","288","112","null","null","180","null","92","null","325","null","136","null","393","null","141","null","308","111","null","null","453","185","null","null","512","184","null","null","519","180","null","null","831","223","null","null","1205","null","298","null","882","null","217","null","2876","405","null","null","2229","305","null","null","6406","584","null","null","5724","null","599","null","6212","null","465","null","2524","340","null","null","768","205","null","null","184","64","null","null","187","null","93","null","1458","null","244","null",
"0500000US06115","Yuba County, California","10817","570","null","null","10251","573","null","null","13","19","null","null","117","null","71","null","114","null","67","null","28","27","null","null","130","79","null","null","93","null","79","null","100","null","79","null","187","null","87","null","114","67","null","null","283","120","null","null","329","107","null","null","559","182","null","null","577","151","null","null","494","null","169","null","475","null","156","null","1325","274","null","null","803","201","null","null","1521","251","null","null","1255","null","230","null","1348","null","280","null","224","86","null","null","140","114","null","null","22","24","null","null","0","null","29","null","566","null","164","null",
