"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003M","B03002_003MA","B03002_003EA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006M","B03002_006MA","B03002_006EA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021M","B03002_021MA","B03002_021EA",
"0500000US06063","Plumas County, California","19631","*****","*****","null","17742","null","*****","*****","16214","77","null","null","299","228","null","null","235","119","null","null","126","83","null","null","27","42","null","null","0","21","null","null","841","null","243","null","94","77","null","null","747","229","null","null","1889","*****","*****","null","1187","191","null","null","44","49","null","null","135","null","144","null","13","21","null","null","0","null","21","null","152","null","96","null","358","120","null","null","245","108","null","null","113","78","null","null",
"0500000US06065","Riverside County, California","2409331","*****","*****","null","1198146","null","*****","*****","800972","1424","null","null","146145","2098","null","null","8563","753","null","null","158546","1898","null","null","6302","628","null","null","7083","1207","null","null","70535","null","3127","null","7914","1379","null","null","62621","2648","null","null","1211185","*****","*****","null","431578","10165","null","null","10110","1366","null","null","11295","null","1306","null","5213","848","null","null","1439","null","446","null","550631","null","11980","null","200919","8394","null","null","169039","7808","null","null","31880","3009","null","null",
"0500000US06067","Sacramento County, California","1571767","*****","*****","null","1197035","null","*****","*****","674153","1177","null","null","145916","2126","null","null","4057","581","null","null","261202","2274","null","null","17387","546","null","null","5925","977","null","null","88395","null","3296","null","6301","992","null","null","82094","3167","null","null","374732","*****","*****","null","144435","4499","null","null","6135","1325","null","null","6406","null","892","null","3811","685","null","null","468","null","180","null","134503","null","4605","null","78974","3541","null","null","56380","3321","null","null","22594","2051","null","null",
"0500000US06069","San Benito County, California","63329","*****","*****","null","24785","null","*****","*****","20477","72","null","null","555","116","null","null","192","107","null","null","1775","280","null","null","103","58","null","null","48","47","null","null","1635","null","315","null","122","95","null","null","1513","303","null","null","38544","*****","*****","null","19238","1635","null","null","47","41","null","null","606","null","302","null","203","175","null","null","20","null","21","null","7713","null","1194","null","10717","1485","null","null","8908","1359","null","null","1809","675","null","null",
"0500000US06071","San Bernardino County, California","2171071","*****","*****","null","986116","null","*****","*****","577078","1485","null","null","165480","2648","null","null","6871","644","null","null","158022","1975","null","null","6285","499","null","null","6016","1150","null","null","66364","null","3431","null","6415","1161","null","null","59949","3086","null","null","1184955","*****","*****","null","524149","10222","null","null","8689","1143","null","null","16500","null","2107","null","4774","792","null","null","736","null","297","null","427030","null","9102","null","203077","6601","null","null","172445","6296","null","null","30632","1985","null","null",
"0500000US06073","San Diego County, California","3296317","*****","*****","null","2164862","null","*****","*****","1455172","1608","null","null","151278","2486","null","null","10436","712","null","null","385244","3255","null","null","12533","777","null","null","11245","1547","null","null","138954","null","4116","null","10965","1461","null","null","127989","3676","null","null","1131455","*****","*****","null","588057","9488","null","null","10352","1169","null","null","15919","null","2116","null","9015","1257","null","null","1067","null","256","null","254610","null","8291","null","252435","7382","null","null","210527","7433","null","null","41908","2661","null","null",
"0500000US06075","San Francisco County, California","865933","*****","*****","null","732692","null","*****","*****","339050","949","null","null","42642","950","null","null","1675","333","null","null","295385","1967","null","null","2847","440","null","null","5573","1273","null","null","45520","null","2200","null","4171","653","null","null","41349","2092","null","null","133241","*****","*****","null","37006","2236","null","null","2493","798","null","null","2537","null","740","null","2295","479","null","null","264","null","178","null","61564","null","2543","null","27082","1923","null","null","20405","1971","null","null","6677","920","null","null",
"0500000US06077","San Joaquin County, California","771406","*****","*****","null","445221","null","*****","*****","228197","719","null","null","51696","1322","null","null","1604","337","null","null","124282","1944","null","null","4320","323","null","null","1963","618","null","null","33159","null","2647","null","3532","1013","null","null","29627","2341","null","null","326185","*****","*****","null","130186","4727","null","null","2147","547","null","null","4402","null","1066","null","3251","934","null","null","397","null","195","null","89994","null","4629","null","95808","4716","null","null","48928","3899","null","null","46880","3081","null","null",
"0500000US06079","San Luis Obispo County, California","282771","*****","*****","null","217183","null","*****","*****","190421","753","null","null","3874","497","null","null","862","195","null","null","9620","605","null","null","231","109","null","null","1092","345","null","null","11083","null","1104","null","2188","739","null","null","8895","868","null","null","65588","*****","*****","null","35401","2036","null","null","363","195","null","null","1509","null","503","null","517","194","null","null","78","null","79","null","11739","null","1692","null","15981","1262","null","null","13520","1419","null","null","2461","520","null","null",
"0500000US06081","San Mateo County, California","762488","*****","*****","null","578518","null","*****","*****","287872","793","null","null","16751","580","null","null","1035","239","null","null","225352","1737","null","null","9134","599","null","null","4642","986","null","null","33732","null","1583","null","4685","816","null","null","29047","1452","null","null","183970","*****","*****","null","61835","2898","null","null","1248","331","null","null","4442","null","808","null","2510","562","null","null","174","null","115","null","78928","null","3216","null","34833","2683","null","null","25971","2733","null","null","8862","1105","null","null",
"0500000US06083","Santa Barbara County, California","447651","*****","*****","null","240097","null","*****","*****","192603","495","null","null","7850","490","null","null","1538","307","null","null","23711","669","null","null","416","116","null","null","1396","370","null","null","12583","null","1045","null","1249","297","null","null","11334","928","null","null","207554","*****","*****","null","102333","3388","null","null","573","289","null","null","3780","null","830","null","922","289","null","null","240","null","181","null","49394","null","3115","null","50312","3446","null","null","44711","3383","null","null","5601","938","null","null",
"0500000US06085","Santa Clara County, California","1932022","*****","*****","null","1446930","null","*****","*****","576892","984","null","null","44951","1237","null","null","3057","401","null","null","732915","2280","null","null","6035","781","null","null","7030","1165","null","null","76050","null","2768","null","6763","950","null","null","69287","2595","null","null","485092","*****","*****","null","177135","6062","null","null","2567","503","null","null","8840","null","1142","null","3735","712","null","null","568","null","212","null","182187","null","6048","null","110060","4534","null","null","90670","4497","null","null","19390","1967","null","null",
"0500000US06087","Santa Cruz County, California","272138","*****","*****","null","179497","null","*****","*****","152771","478","null","null","2269","285","null","null","209","81","null","null","12883","473","null","null","334","166","null","null","1133","413","null","null","9898","null","636","null","1098","292","null","null","8800","599","null","null","92641","*****","*****","null","33732","2562","null","null","802","362","null","null","1634","null","642","null","565","202","null","null","230","null","176","null","39450","null","2700","null","16228","1823","null","null","13541","1717","null","null","2687","652","null","null",
"0500000US06089","Shasta County, California","181935","*****","*****","null","162405","null","*****","*****","141948","568","null","null","2026","251","null","null","3456","384","null","null","5944","348","null","null","199","113","null","null","373","188","null","null","8459","null","852","null","1413","531","null","null","7046","637","null","null","19530","*****","*****","null","9517","807","null","null","33","28","null","null","819","null","346","null","80","65","null","null","51","null","55","null","4285","null","800","null","4745","633","null","null","3758","612","null","null","987","353","null","null",
"0500000US06091","Sierra County, California","3079","228","null","null","2734","null","154","null","2692","153","null","null","2","4","null","null","28","29","null","null","0","13","null","null","0","13","null","null","0","13","null","null","12","null","10","null","0","13","null","null","12","10","null","null","345","145","null","null","84","83","null","null","0","13","null","null","30","null","52","null","0","13","null","null","0","null","13","null","231","null","196","null","0","13","null","null","0","13","null","null","0","13","null","null",
"0500000US06093","Siskiyou County, California","44151","*****","*****","null","38281","null","*****","*****","33042","86","null","null","731","106","null","null","1297","173","null","null","642","145","null","null","151","57","null","null","48","40","null","null","2370","null","278","null","117","71","null","null","2253","264","null","null","5870","*****","*****","null","3068","334","null","null","32","36","null","null","191","null","85","null","8","7","null","null","20","null","26","null","970","null","252","null","1581","273","null","null","1076","245","null","null","505","207","null","null",
