"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002M","B03002_002MA","B03002_002EA","B03002_003E","B03002_003M","B03002_003MA","B03002_003EA","B03002_004E","B03002_004EA","B03002_004M","B03002_004MA","B03002_005E","B03002_005EA","B03002_005M","B03002_005MA","B03002_006E","B03002_006M","B03002_006MA","B03002_006EA","B03002_007E","B03002_007EA","B03002_007M","B03002_007MA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011EA","B03002_011M","B03002_011MA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013EA","B03002_013M","B03002_013MA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016EA","B03002_016M","B03002_016MA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019EA","B03002_019M","B03002_019MA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"0500000US06079","San Luis Obispo County, California","281455","*****","*****","null","218453","*****","*****","null","194574","110","null","null","4912","null","363","null","1363","null","217","null","9924","439","null","null","258","null","143","null","244","115","null","null","7178","null","709","null","223","111","null","null","6955","null","688","null","63002","*****","*****","null","47504","null","1530","null","353","199","null","null","537","null","214","null","310","null","137","null","0","null","29","null","11337","null","1410","null","2961","null","516","null","1382","365","null","null","1579","null","421","null",
"0500000US06081","San Mateo County, California","765935","*****","*****","null","576933","*****","*****","null","303047","431","null","null","16838","null","594","null","1151","null","217","null","212474","1296","null","null","10272","null","479","null","2476","479","null","null","30675","null","1680","null","1633","477","null","null","29042","null","1601","null","189002","*****","*****","null","87977","null","3495","null","1011","266","null","null","1771","null","481","null","2863","null","655","null","232","null","97","null","83098","null","3904","null","12050","null","1299","null","5812","866","null","null","6238","null","906","null",
"0500000US06083","Santa Barbara County, California","443738","*****","*****","null","243678","*****","*****","null","199356","221","null","null","7881","null","449","null","1407","null","271","null","22996","507","null","null","482","null","133","null","604","199","null","null","10952","null","778","null","192","89","null","null","10760","null","765","null","200060","*****","*****","null","144670","null","2940","null","745","372","null","null","2982","null","657","null","867","null","285","null","332","null","231","null","41420","null","2862","null","9044","null","1004","null","3863","782","null","null","5181","null","811","null",
"0500000US06085","Santa Clara County, California","1922200","*****","*****","null","1426745","*****","*****","null","615912","800","null","null","45379","null","866","null","3003","null","397","null","685265","2140","null","null","6231","null","492","null","4743","889","null","null","66212","null","2473","null","3738","713","null","null","62474","null","2329","null","495455","*****","*****","null","249548","null","5326","null","2679","496","null","null","6300","null","939","null","3911","null","527","null","1310","null","453","null","201254","null","5318","null","30453","null","1960","null","15347","1411","null","null","15106","null","1322","null",
"0500000US06087","Santa Cruz County, California","273765","*****","*****","null","182089","*****","*****","null","157540","181","null","null","2359","null","266","null","360","null","131","null","12116","441","null","null","168","null","82","null","554","210","null","null","8992","null","565","null","141","92","null","null","8851","null","557","null","91676","*****","*****","null","50936","null","2757","null","237","119","null","null","1015","null","401","null","485","null","184","null","148","null","113","null","34992","null","2568","null","3863","null","755","null","2217","586","null","null","1646","null","401","null",
"0500000US06089","Shasta County, California","179085","*****","*****","null","161480","*****","*****","null","143575","151","null","null","2140","null","223","null","4014","null","359","null","5326","358","null","null","182","null","116","null","151","101","null","null","6092","null","589","null","229","115","null","null","5863","null","581","null","17605","*****","*****","null","12265","null","887","null","69","39","null","null","690","null","274","null","101","null","82","null","9","null","13","null","3264","null","775","null","1207","null","315","null","681","246","null","null","526","null","183","null",
"0500000US06091","Sierra County, California","2930","161","null","null","2606","155","null","null","2567","152","null","null","6","null","8","null","25","null","25","null","0","12","null","null","0","null","12","null","0","12","null","null","8","null","11","null","0","12","null","null","8","null","11","null","324","58","null","null","323","null","57","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","1","null","3","null","0","12","null","null","1","null","3","null",
"0500000US06093","Siskiyou County, California","43540","*****","*****","null","38204","*****","*****","null","33390","25","null","null","619","null","73","null","1283","null","158","null","671","130","null","null","120","null","56","null","33","30","null","null","2088","null","221","null","26","23","null","null","2062","null","217","null","5336","*****","*****","null","3581","null","208","null","13","17","null","null","186","null","70","null","7","null","9","null","29","null","32","null","686","null","191","null","834","null","174","null","242","119","null","null","592","null","134","null",
"0500000US06095","Solano County, California","438530","*****","*****","null","324124","*****","*****","null","168870","421","null","null","59500","null","826","null","1258","null","273","null","65994","872","null","null","3928","null","277","null","1288","472","null","null","23286","null","1387","null","656","195","null","null","22630","null","1360","null","114406","*****","*****","null","62279","null","2345","null","2326","592","null","null","856","null","258","null","1819","null","381","null","185","null","139","null","38664","null","2213","null","8277","null","780","null","3826","528","null","null","4451","null","610","null",
"0500000US06097","Sonoma County, California","501317","*****","*****","null","368332","*****","*****","null","318237","591","null","null","7192","null","537","null","2068","null","335","null","19720","800","null","null","1406","null","204","null","2501","584","null","null","17208","null","1156","null","515","226","null","null","16693","null","1135","null","132985","*****","*****","null","57282","null","3345","null","768","282","null","null","2786","null","727","null","367","null","150","null","230","null","207","null","60921","null","3459","null","10631","null","1412","null","5516","989","null","null","5115","null","922","null",
"0500000US06099","Stanislaus County, California","539301","*****","*****","null","293328","*****","*****","null","229796","445","null","null","14338","null","584","null","2600","null","375","null","28599","876","null","null","3711","null","283","null","908","454","null","null","13376","null","1129","null","607","230","null","null","12769","null","1068","null","245973","*****","*****","null","179021","null","3378","null","1196","388","null","null","1661","null","333","null","649","null","225","null","262","null","129","null","53953","null","3132","null","9231","null","1094","null","5229","799","null","null","4002","null","742","null",
"0500000US06101","Sutter County, California","95872","*****","*****","null","66518","*****","*****","null","44769","87","null","null","1793","null","190","null","676","null","132","null","14532","571","null","null","367","null","30","null","211","146","null","null","4170","null","599","null","210","167","null","null","3960","null","594","null","29354","*****","*****","null","21983","null","814","null","213","183","null","null","260","null","123","null","103","null","78","null","202","null","232","null","4224","null","761","null","2369","null","526","null","646","223","null","null","1723","null","478","null",
"0500000US06103","Tehama County, California","63373","*****","*****","null","47750","*****","*****","null","43539","53","null","null","420","null","64","null","1013","null","249","null","964","96","null","null","17","null","17","null","24","31","null","null","1773","null","301","null","39","53","null","null","1734","null","289","null","15623","*****","*****","null","10580","null","907","null","51","72","null","null","608","null","369","null","0","null","29","null","2","null","4","null","3615","null","820","null","767","null","278","null","469","245","null","null","298","null","146","null",
"0500000US06105","Trinity County, California","12862","*****","*****","null","11932","*****","*****","null","10607","26","null","null","87","null","71","null","574","null","171","null","179","32","null","null","158","null","189","null","27","26","null","null","300","null","143","null","1","3","null","null","299","null","143","null","930","*****","*****","null","529","null","231","null","0","19","null","null","3","null","6","null","28","null","54","null","0","null","19","null","350","null","260","null","20","null","19","null","14","14","null","null","6","null","11","null",
"0500000US06107","Tulare County, California","460477","*****","*****","null","165328","*****","*****","null","133617","678","null","null","5870","null","328","null","2769","null","406","null","14800","728","null","null","584","null","109","null","877","682","null","null","6811","null","816","null","262","136","null","null","6549","null","839","null","295149","*****","*****","null","218642","null","4332","null","1456","492","null","null","2700","null","632","null","1662","null","1193","null","113","null","106","null","61866","null","3660","null","8710","null","1433","null","4916","977","null","null","3794","null","745","null",
"0500000US06109","Tuolumne County, California","53932","*****","*****","null","47405","*****","*****","null","43364","47","null","null","880","null","127","null","747","null","170","null","732","101","null","null","125","null","46","null","40","37","null","null","1517","null","226","null","28","32","null","null","1489","null","224","null","6527","*****","*****","null","3825","null","415","null","46","54","null","null","250","null","126","null","17","null","20","null","9","null","16","null","1392","null","354","null","988","null","282","null","440","192","null","null","548","null","246","null",
"0500000US06111","Ventura County, California","848112","*****","*****","null","488095","*****","*****","null","388301","243","null","null","13677","null","591","null","2299","null","329","null","60242","856","null","null","1406","null","176","null","1016","297","null","null","21154","null","1086","null","540","200","null","null","20614","null","1093","null","360017","*****","*****","null","291896","null","3746","null","1158","346","null","null","4770","null","959","null","1530","null","421","null","365","null","185","null","43891","null","3087","null","16407","null","1648","null","6431","863","null","null","9976","null","1341","null",
"0500000US06113","Yolo County, California","214977","*****","*****","null","147168","*****","*****","null","101274","164","null","null","5215","null","335","null","533","null","215","null","29360","652","null","null","919","null","160","null","258","141","null","null","9609","null","832","null","333","119","null","null","9276","null","851","null","67809","*****","*****","null","44504","null","1957","null","619","369","null","null","714","null","327","null","252","null","86","null","65","null","57","null","17516","null","1649","null","4139","null","710","null","1626","352","null","null","2513","null","582","null",
"0500000US06115","Yuba County, California","75493","*****","*****","null","54503","*****","*****","null","42085","54","null","null","2340","null","310","null","643","null","164","null","4977","318","null","null","292","null","47","null","126","120","null","null","4040","null","442","null","58","51","null","null","3982","null","450","null","20990","*****","*****","null","14259","null","959","null","92","77","null","null","436","null","215","null","127","null","104","null","51","null","60","null","4000","null","802","null","2025","null","502","null","593","236","null","null","1432","null","462","null",
